lookahead,nominal_ms,realized_ms,session,fold,epoch,learning_rate,optimization_loss,gradient_mean_before_clip,gradient_max_before_clip,train_loss,train_r2,validation_loss,validation_r2
future50ms,50,48,loco_20170210_03,1,20,5.540246732188055e-06,0.2010814638870311,0.9432222937282763,2.204176425933838,0.149438738822937,0.850560188293457,0.5670035481452942,0.5372608304023743
future50ms,50,48,loco_20170210_03,2,1,0.0009,0.910532330898289,1.1842687475053888,2.4863500595092773,0.7308115363121033,0.2691827118396759,0.6135034561157227,0.3032170236110687
future50ms,50,48,loco_20170210_03,2,2,0.000894459753267812,0.6702011907628215,1.0261842890789634,1.5636979341506958,0.5296410918235779,0.47035378217697144,0.44987693428993225,0.48676183819770813
future50ms,50,48,loco_20170210_03,2,3,0.0008779754323328191,0.5223448086367304,1.2206021390463178,2.0283615589141846,0.393614262342453,0.6063835620880127,0.3602887988090515,0.5890824198722839
future50ms,50,48,loco_20170210_03,2,4,0.0008509529358847655,0.4317326486717588,1.4835966260809648,2.2053897380828857,0.34158891439437866,0.6584079265594482,0.33858996629714966,0.6145439147949219
future50ms,50,48,loco_20170210_03,2,5,0.0008140576474687264,0.3660121498181205,1.2879151262735065,1.8056347370147705,0.28261125087738037,0.7173863649368286,0.31495359539985657,0.6407970786094666
future50ms,50,48,loco_20170210_03,2,6,0.0007681980515339464,0.317254541427574,1.1293384621017857,2.465846300125122,0.2584505081176758,0.7415472865104675,0.31625086069107056,0.6396690607070923
future50ms,50,48,loco_20170210_03,2,7,0.0007145033635316129,0.29810122289646157,1.1110113702322308,1.8738011121749878,0.24128209054470062,0.7587162256240845,0.3282422721385956,0.6258625388145447
future50ms,50,48,loco_20170210_03,2,8,0.0006542957248827961,0.28204589616780834,1.117700219154358,2.0229949951171875,0.22072365880012512,0.779274582862854,0.3084443509578705,0.6483712196350098
future50ms,50,48,loco_20170210_03,2,9,0.0005890576474687265,0.260577359225288,1.0823278270269696,1.6078648567199707,0.22297319769859314,0.7770249843597412,0.3144392669200897,0.6419751048088074
future50ms,50,48,loco_20170210_03,2,10,0.000520395509268104,0.258330270257748,1.2711763099620217,1.8253672122955322,0.196068674325943,0.803930401802063,0.30811071395874023,0.6493211984634399
future50ms,50,48,loco_20170210_03,2,11,0.0004500000000000001,0.24450514589722477,0.9786895921355799,1.4226961135864258,0.18461428582668304,0.8153846263885498,0.29705744981765747,0.6613754034042358
future50ms,50,48,loco_20170210_03,2,12,0.00037960449073189633,0.23551121467605177,1.0148666438303495,2.0012834072113037,0.17661523818969727,0.8233838677406311,0.2930960953235626,0.6656570434570312
future50ms,50,48,loco_20170210_03,2,13,0.0003109423525312738,0.23466821600627777,1.1212304485471625,1.6619040966033936,0.19029848277568817,0.8096997737884521,0.3144615590572357,0.6413376331329346
future50ms,50,48,loco_20170210_03,2,14,0.00024570427511720405,0.2197393845465521,0.9879980212763736,1.8396881818771362,0.17005622386932373,0.8299424648284912,0.2932523190975189,0.6659030318260193
future50ms,50,48,loco_20170210_03,2,15,0.0001854966364683872,0.2140768410614997,1.0346393898913735,2.836153507232666,0.17030830681324005,0.8296909332275391,0.2948516309261322,0.6636410355567932
future50ms,50,48,loco_20170210_03,2,16,0.00013180194846605368,0.2076538672321681,0.9173503769071478,1.4434072971343994,0.1626981794834137,0.8373011350631714,0.29197749495506287,0.6672531366348267
future50ms,50,48,loco_20170210_03,2,17,8.594235253127372e-05,0.21245942186452602,0.8917662940527263,1.220126986503601,0.16069021821022034,0.8393086194992065,0.285398930311203,0.6747103929519653
future50ms,50,48,loco_20170210_03,2,18,4.9047064115234504e-05,0.2090785395312454,0.8745920658111572,1.1885641813278198,0.16025695204734802,0.8397421836853027,0.28763413429260254,0.672123908996582
future50ms,50,48,loco_20170210_03,2,19,2.2024567667180916e-05,0.2025954303466074,0.8682280527917963,1.645531177520752,0.1599072515964508,0.8400917053222656,0.28757917881011963,0.6722095012664795
future50ms,50,48,loco_20170210_03,2,20,5.540246732188055e-06,0.20610559391726224,0.8680441944222701,1.3399651050567627,0.15967270731925964,0.8403257131576538,0.2876247465610504,0.6721535325050354
future50ms,50,48,loco_20170210_03,3,1,0.0009,0.9348913584280452,1.2565502210667259,3.801602363586426,0.7217515707015991,0.2782417833805084,0.6718783974647522,0.28677693009376526
future50ms,50,48,loco_20170210_03,3,2,0.000894459753267812,0.6732769348975501,1.1231451630592346,2.2689831256866455,0.5331865549087524,0.4668091833591461,0.5555283427238464,0.401091068983078
future50ms,50,48,loco_20170210_03,3,3,0.0008779754323328191,0.5230176474231859,1.2246371978207637,2.102665424346924,0.3976227939128876,0.6023741364479065,0.44653820991516113,0.5152611136436462
future50ms,50,48,loco_20170210_03,3,4,0.0008509529358847655,0.41819146540317587,1.2956070868592513,2.710270404815674,0.326991468667984,0.6730064153671265,0.4031299650669098,0.5616059303283691
future50ms,50,48,loco_20170210_03,3,5,0.0008140576474687264,0.37336065183164446,1.278074512356206,2.9277985095977783,0.2860855758190155,0.7139121294021606,0.36790308356285095,0.6009511947631836
future50ms,50,48,loco_20170210_03,3,6,0.0007681980515339464,0.3259063870380445,1.1804209037830955,2.9388551712036133,0.2595788836479187,0.7404189705848694,0.37718451023101807,0.5902990102767944
future50ms,50,48,loco_20170210_03,3,7,0.0007145033635316129,0.3156025093992393,1.2498301738186886,2.430196523666382,0.24110253155231476,0.7588953375816345,0.3463359475135803,0.6247913837432861
future50ms,50,48,loco_20170210_03,3,8,0.0006542957248827961,0.2829881331437213,1.1995736109583002,2.1574854850769043,0.23108255863189697,0.7689155340194702,0.34829649329185486,0.6236125230789185
future50ms,50,48,loco_20170210_03,3,9,0.0005890576474687265,0.2748226024943029,1.1760240008956508,2.3931403160095215,0.2107333391904831,0.7892649173736572,0.3491390347480774,0.6219873428344727
future50ms,50,48,loco_20170210_03,3,10,0.000520395509268104,0.2607368377416637,1.1846286999551874,2.479680299758911,0.1861366331577301,0.8138618469238281,0.3431627154350281,0.6250195503234863
future50ms,50,48,loco_20170210_03,3,11,0.0004500000000000001,0.2553045734715595,1.149905446328615,2.4976916313171387,0.2009393274784088,0.7990598082542419,0.3570058345794678,0.612197756767273
future50ms,50,48,loco_20170210_03,3,12,0.00037960449073189633,0.24171815902488042,1.0999973071248907,1.708635926246643,0.18268433213233948,0.8173147439956665,0.34724941849708557,0.6228059530258179
future50ms,50,48,loco_20170210_03,3,13,0.0003109423525312738,0.2334296239668516,0.9976385674978557,1.5050631761550903,0.17286258935928345,0.8271360993385315,0.33042213320732117,0.6406863927841187
future50ms,50,48,loco_20170210_03,3,14,0.00024570427511720405,0.22631625404583655,1.059951176768855,1.5881733894348145,0.16964055597782135,0.8303579092025757,0.33855026960372925,0.6319094896316528
future50ms,50,48,loco_20170210_03,3,15,0.0001854966364683872,0.22403608078949114,1.0854842317731757,2.034247398376465,0.16412276029586792,0.8358762264251709,0.3319132924079895,0.6397847533226013
future50ms,50,48,loco_20170210_03,3,16,0.00013180194846605368,0.21556850919283788,0.924582744899549,1.5900989770889282,0.1616707295179367,0.8383280038833618,0.3334289491176605,0.6373065710067749
future50ms,50,48,loco_20170210_03,3,17,8.594235253127372e-05,0.20575031128537027,0.8972169662776747,1.3344241380691528,0.15752951800823212,0.842469334602356,0.3275815546512604,0.64402174949646
future50ms,50,48,loco_20170210_03,3,18,4.9047064115234504e-05,0.2091810665259418,0.9241318138022172,1.945156455039978,0.1560557782649994,0.843943178653717,0.32769066095352173,0.6438968181610107
future50ms,50,48,loco_20170210_03,3,19,2.2024567667180916e-05,0.21188839293101014,0.9274834865017941,1.7416375875473022,0.15901468694210052,0.8409841060638428,0.328342467546463,0.6434720754623413
future50ms,50,48,loco_20170210_03,3,20,5.540246732188055e-06,0.21491483737364275,1.0113300837968524,1.8462876081466675,0.15845468640327454,0.8415442705154419,0.32819822430610657,0.6435949802398682
future50ms,50,48,loco_20170210_03,4,1,0.0009,0.9211018910015596,1.3507038448986255,2.8781304359436035,0.7216387987136841,0.2783563733100891,0.7470226287841797,0.2579561471939087
future50ms,50,48,loco_20170210_03,4,2,0.000894459753267812,0.676474765916774,1.215360701084137,4.573949813842773,0.5268548727035522,0.47314152121543884,0.5657538175582886,0.44547179341316223
future50ms,50,48,loco_20170210_03,4,3,0.0008779754323328191,0.5364000495006379,1.2146875136776973,1.9953467845916748,0.4167012572288513,0.583295464515686,0.4734913408756256,0.5378435850143433
future50ms,50,48,loco_20170210_03,4,4,0.0008509529358847655,0.44816526067769685,1.2245391920993203,2.2575459480285645,0.3696618676185608,0.6303346157073975,0.43461325764656067,0.5742053985595703
future50ms,50,48,loco_20170210_03,4,5,0.0008140576474687264,0.38449744725482254,1.3152400066978054,1.965580940246582,0.3021729588508606,0.6978248953819275,0.3592856526374817,0.652051568031311
future50ms,50,48,loco_20170210_03,4,6,0.0007681980515339464,0.35404753187057214,1.3655395099991245,3.6185834407806396,0.30313992500305176,0.6968574523925781,0.3765617609024048,0.6316196322441101
future50ms,50,48,loco_20170210_03,4,7,0.0007145033635316129,0.3327442537324456,1.2939051797515468,2.207730770111084,0.2455686777830124,0.7544292211532593,0.32975953817367554,0.6791040301322937
future50ms,50,48,loco_20170210_03,4,8,0.0006542957248827961,0.30931348520567736,1.8040595336964256,11.919625282287598,0.24174287915229797,0.7582552433013916,0.3232303857803345,0.6845301389694214
future50ms,50,48,loco_20170210_03,4,9,0.0005890576474687265,0.2836284282279661,1.1255429700801247,1.6282662153244019,0.2231542021036148,0.7768440246582031,0.3191644251346588,0.6890010833740234
future50ms,50,48,loco_20170210_03,4,10,0.000520395509268104,0.2708620583437557,1.1110390644324453,3.8379065990448,0.21498870849609375,0.7850100994110107,0.32573384046554565,0.679423451423645
future50ms,50,48,loco_20170210_03,4,11,0.0004500000000000001,0.2637018107515049,1.1283114615239596,2.1169276237487793,0.1941547393798828,0.8058435916900635,0.3102688193321228,0.6952242851257324
future50ms,50,48,loco_20170210_03,4,12,0.00037960449073189633,0.2617310671975872,1.3772351083002592,4.801194190979004,0.18672683835029602,0.81327223777771,0.31215912103652954,0.6934235692024231
future50ms,50,48,loco_20170210_03,4,13,0.0003109423525312738,0.23366343274616236,1.1861840957089473,5.539167404174805,0.18178878724575043,0.8182101845741272,0.30914950370788574,0.6959611177444458
future50ms,50,48,loco_20170210_03,4,14,0.00024570427511720405,0.2431871437562573,1.1963459033715098,3.351638078689575,0.18805715441703796,0.8119417428970337,0.3179317116737366,0.686337947845459
future50ms,50,48,loco_20170210_03,4,15,0.0001854966364683872,0.2313279766657944,1.041366414019936,1.539378046989441,0.1716911494731903,0.8283077478408813,0.3050627112388611,0.7003535032272339
future50ms,50,48,loco_20170210_03,4,16,0.00013180194846605368,0.2259786208319996,0.9303265527675026,1.7059688568115234,0.17536409199237823,0.8246343731880188,0.30932337045669556,0.6953734159469604
future50ms,50,48,loco_20170210_03,4,17,8.594235253127372e-05,0.22086270311870485,0.9626236714814839,2.431586980819702,0.16896317899227142,0.8310356140136719,0.30719637870788574,0.697961151599884
future50ms,50,48,loco_20170210_03,4,18,4.9047064115234504e-05,0.22393091005851593,0.9533964521006534,1.759487271308899,0.1670963168144226,0.8329025506973267,0.30926358699798584,0.6957514882087708
future50ms,50,48,loco_20170210_03,4,19,2.2024567667180916e-05,0.22367247134254442,1.112800657749176,5.095534324645996,0.16905146837234497,0.8309469819068909,0.31114158034324646,0.6935993432998657
future50ms,50,48,loco_20170210_03,4,20,5.540246732188055e-06,0.21685357987510215,0.9649015100378739,2.6232972145080566,0.16868439316749573,0.8313143253326416,0.30968526005744934,0.6952192783355713
future50ms,50,48,loco_20170210_03,5,1,0.0009,0.9237087105712036,1.3493799378997402,2.950455904006958,0.7236281633377075,0.27636757493019104,0.826195478439331,0.24196738004684448
future50ms,50,48,loco_20170210_03,5,2,0.000894459753267812,0.6725505754277371,1.0446472230710482,1.6636462211608887,0.5281863808631897,0.4718095362186432,0.6329415440559387,0.4286476671695709
future50ms,50,48,loco_20170210_03,5,3,0.0008779754323328191,0.5193516289742073,1.1772578735100596,1.8132671117782593,0.4067018926143646,0.5932952165603638,0.5170541405677795,0.537307858467102
future50ms,50,48,loco_20170210_03,5,4,0.0008509529358847655,0.42420263764851895,1.106920257995003,1.7400951385498047,0.3226456344127655,0.6773507595062256,0.44542425870895386,0.5932198166847229
future50ms,50,48,loco_20170210_03,5,5,0.0008140576474687264,0.37774170474541874,1.102212733344028,1.9332695007324219,0.31001928448677063,0.6899782419204712,0.4433355927467346,0.5961087346076965
future50ms,50,48,loco_20170210_03,5,6,0.0007681980515339464,0.33337490619990207,1.094276647818716,1.436921238899231,0.2611159384250641,0.7388818264007568,0.38288912177085876,0.6492422819137573
future50ms,50,48,loco_20170210_03,5,7,0.0007145033635316129,0.3217110729192242,1.3073033533598248,2.4839723110198975,0.26812729239463806,0.7318706512451172,0.4119461178779602,0.6259437799453735
future50ms,50,48,loco_20170210_03,5,8,0.0006542957248827961,0.30013546200672114,1.328645270121725,2.0613367557525635,0.21815818548202515,0.7818397283554077,0.3611348569393158,0.6674362421035767
future50ms,50,48,loco_20170210_03,5,9,0.0005890576474687265,0.2767175981998855,1.152630793420892,3.2694642543792725,0.21761555969715118,0.782382607460022,0.3554277718067169,0.6757856607437134
future50ms,50,48,loco_20170210_03,5,10,0.000520395509268104,0.26406481503414114,1.0018494348776967,1.5198215246200562,0.1971910148859024,0.8028079271316528,0.33559247851371765,0.6927162408828735
future50ms,50,48,loco_20170210_03,5,11,0.0004500000000000001,0.256921039637031,1.2956468306089703,2.468416929244995,0.19229835271835327,0.8077002763748169,0.34876349568367004,0.6789038181304932
future50ms,50,48,loco_20170210_03,5,12,0.00037960449073189633,0.24049451253353699,1.0034581924739636,1.7026467323303223,0.18337903916835785,0.8166199922561646,0.34227636456489563,0.6835260987281799
future50ms,50,48,loco_20170210_03,5,13,0.0003109423525312738,0.2270996482272546,0.9784395694732666,1.5727155208587646,0.18288514018058777,0.8171137571334839,0.34487733244895935,0.6821838021278381
future50ms,50,48,loco_20170210_03,5,14,0.00024570427511720405,0.22659050010372223,1.0178625897357338,1.8180230855941772,0.17072822153568268,0.8292703032493591,0.32195740938186646,0.7037761211395264
future50ms,50,48,loco_20170210_03,5,15,0.0001854966364683872,0.22267076844738828,0.8935304535062689,1.2440690994262695,0.16401544213294983,0.8359832763671875,0.323542058467865,0.702599287033081
future50ms,50,48,loco_20170210_03,5,16,0.00013180194846605368,0.22132110256529144,0.9493870045009413,2.0090689659118652,0.16173425316810608,0.8382649421691895,0.31949499249458313,0.7065427303314209
future50ms,50,48,loco_20170210_03,5,17,8.594235253127372e-05,0.21480527154174708,0.891081596675672,1.5014362335205078,0.15968915820121765,0.8403095006942749,0.31653255224227905,0.7086080312728882
future50ms,50,48,loco_20170210_03,5,18,4.9047064115234504e-05,0.20358159701077977,0.8127973393390053,1.1610101461410522,0.15608613193035126,0.8439127206802368,0.31280189752578735,0.7129589915275574
future50ms,50,48,loco_20170210_03,5,19,2.2024567667180916e-05,0.20382764875068457,0.8261436223983765,1.1420233249664307,0.15651723742485046,0.8434814810752869,0.3137950301170349,0.7120110988616943
future50ms,50,48,loco_20170210_03,5,20,5.540246732188055e-06,0.21737483941460742,0.8904249636750472,1.3792095184326172,0.15627460181713104,0.8437244892120361,0.3140123784542084,0.7117412686347961
future50ms,50,48,loco_20170215_02,1,1,0.0009,0.967799072597657,1.4196738044420878,4.013261318206787,0.8031781315803528,0.19681179523468018,0.8003427982330322,0.16637367010116577
future50ms,50,48,loco_20170215_02,1,2,0.000894459753267812,0.7625852369783893,1.1277865926424662,1.4479297399520874,0.6535899043083191,0.34640175104141235,0.6207374930381775,0.3442929983139038
future50ms,50,48,loco_20170215_02,1,3,0.0008779754323328191,0.6289475692159429,1.089393969376882,1.7339985370635986,0.5145166516304016,0.48547691106796265,0.5105980634689331,0.45169106125831604
future50ms,50,48,loco_20170215_02,1,4,0.0008509529358847655,0.5227612000809648,1.0793775240580241,1.6170687675476074,0.4316977858543396,0.5682976245880127,0.45663216710090637,0.5068941116333008
future50ms,50,48,loco_20170215_02,1,5,0.0008140576474687264,0.4475096827163515,1.1526036779085795,2.7842605113983154,0.3703295886516571,0.6296663880348206,0.4323163330554962,0.5347203016281128
future50ms,50,48,loco_20170215_02,1,6,0.0007681980515339464,0.3964152946958946,1.198728342851003,1.587234377861023,0.3242519199848175,0.675744891166687,0.4291808605194092,0.5273668766021729
future50ms,50,48,loco_20170215_02,1,7,0.0007145033635316129,0.34654874946953895,1.095023222764333,1.9246991872787476,0.2779640853404999,0.7220328450202942,0.3745185434818268,0.5904077291488647
future50ms,50,48,loco_20170215_02,1,8,0.0006542957248827961,0.31937371951115145,1.0378441611925762,1.3841429948806763,0.2641717195510864,0.7358254194259644,0.37217357754707336,0.5992863178253174
future50ms,50,48,loco_20170215_02,1,9,0.0005890576474687265,0.30056685854320014,1.100543244679769,2.1138415336608887,0.23527564108371735,0.7647220492362976,0.36934831738471985,0.5975925922393799
future50ms,50,48,loco_20170215_02,1,10,0.000520395509268104,0.28075466371346197,0.9268533666928609,1.2193942070007324,0.22164730727672577,0.7783507108688354,0.3825334310531616,0.5845319032669067
future50ms,50,48,loco_20170215_02,1,11,0.0004500000000000001,0.25822725255509865,0.9305698672930399,2.0273947715759277,0.21830689907073975,0.7816905379295349,0.3989349901676178,0.5681790113449097
future50ms,50,48,loco_20170215_02,1,12,0.00037960449073189633,0.26390932156121283,1.0266653935114542,1.4049206972122192,0.20973394811153412,0.7902640104293823,0.3855842351913452,0.577462375164032
future50ms,50,48,loco_20170215_02,1,13,0.0003109423525312738,0.2608065066325087,1.0757022857666017,1.5316545963287354,0.18824294209480286,0.8117555379867554,0.37171265482902527,0.5953837633132935
future50ms,50,48,loco_20170215_02,1,14,0.00024570427511720405,0.24628462347541605,0.9262762188911438,1.1449133157730103,0.19192959368228912,0.8080686330795288,0.376743346452713,0.5923967361450195
future50ms,50,48,loco_20170215_02,1,15,0.0001854966364683872,0.23246191328319302,0.8568010250727336,1.5076274871826172,0.18066191673278809,0.8193360567092896,0.36338213086128235,0.6051297783851624
future50ms,50,48,loco_20170215_02,1,16,0.00013180194846605368,0.22371430004226764,0.8076063791910807,1.1949207782745361,0.17666614055633545,0.8233320116996765,0.36176222562789917,0.6067566871643066
future50ms,50,48,loco_20170215_02,1,17,8.594235253127372e-05,0.22852072638512727,0.8663124004999797,1.7757121324539185,0.1774052083492279,0.8225938081741333,0.3697216808795929,0.6000528335571289
future50ms,50,48,loco_20170215_02,1,18,4.9047064115234504e-05,0.22571933729692947,0.8010858297348022,1.0269972085952759,0.17638158798217773,0.8236168622970581,0.36888349056243896,0.6006486415863037
future50ms,50,48,loco_20170215_02,1,19,2.2024567667180916e-05,0.2226999420134214,0.8601809899012248,2.0577704906463623,0.1761130839586258,0.8238855600357056,0.3674285113811493,0.602173388004303
future50ms,50,48,loco_20170215_02,1,20,5.540246732188055e-06,0.22253584252018746,0.8688739736874899,2.1035923957824707,0.17604783177375793,0.8239505887031555,0.36773544549942017,0.6018158197402954
future50ms,50,48,loco_20170215_02,2,1,0.0009,0.9535798978480999,1.3675623416900635,2.6310784816741943,0.8583464622497559,0.14164233207702637,0.9122799634933472,0.08760946989059448
future50ms,50,48,loco_20170215_02,2,2,0.000894459753267812,0.7878770305435361,1.2549526810646057,2.4759206771850586,0.6612989902496338,0.33869263529777527,0.7423543334007263,0.260620653629303
future50ms,50,48,loco_20170215_02,2,3,0.0008779754323328191,0.6401099096929418,1.071769924958547,1.6881967782974243,0.5274129509925842,0.4725804924964905,0.6429110169410706,0.36478081345558167
future50ms,50,48,loco_20170215_02,2,4,0.0008509529358847655,0.5274704891262911,1.0669716437657675,1.976515769958496,0.4525676667690277,0.5474279522895813,0.6047148108482361,0.40384602546691895
future50ms,50,48,loco_20170215_02,2,5,0.0008140576474687264,0.4611856330768295,1.0041313250859578,1.5223469734191895,0.37008604407310486,0.6299097537994385,0.5376676321029663,0.46944698691368103
future50ms,50,48,loco_20170215_02,2,6,0.0007681980515339464,0.39271975499316797,1.0099281986554465,1.6793105602264404,0.3252750635147095,0.674721360206604,0.5272217988967896,0.48110517859458923
future50ms,50,48,loco_20170215_02,2,7,0.0007145033635316129,0.3591970731661761,1.010153059164683,1.5759729146957397,0.29129061102867126,0.7087068557739258,0.4932803809642792,0.5120002031326294
future50ms,50,48,loco_20170215_02,2,8,0.0006542957248827961,0.3298010631934263,1.098694622516632,2.405712842941284,0.26008668541908264,0.739910364151001,0.46930721402168274,0.5381379127502441
future50ms,50,48,loco_20170215_02,2,9,0.0005890576474687265,0.30618647073959615,1.0283989389737447,1.3502470254898071,0.23728758096694946,0.7627096176147461,0.4710320830345154,0.5360363721847534
future50ms,50,48,loco_20170215_02,2,10,0.000520395509268104,0.28421987389271747,0.9145842552185058,1.4857096672058105,0.2226722538471222,0.7773253321647644,0.4581698477268219,0.5473617315292358
future50ms,50,48,loco_20170215_02,2,11,0.0004500000000000001,0.2732028619020935,0.9539790391921997,1.3214454650878906,0.21370923519134521,0.786288321018219,0.4463278651237488,0.5597784519195557
future50ms,50,48,loco_20170215_02,2,12,0.00037960449073189633,0.2577610008437604,0.9746135950088501,1.7569634914398193,0.2058732807636261,0.7941244840621948,0.44787362217903137,0.5584905743598938
future50ms,50,48,loco_20170215_02,2,13,0.0003109423525312738,0.2535653762678354,1.0127497712771099,2.5021779537200928,0.2032032012939453,0.7967939972877502,0.4479747712612152,0.5576679110527039
future50ms,50,48,loco_20170215_02,2,14,0.00024570427511720405,0.2503759841842274,1.0347938378651937,1.8429169654846191,0.20109902322292328,0.7988994121551514,0.4538910686969757,0.552428126335144
future50ms,50,48,loco_20170215_02,2,15,0.0001854966364683872,0.24037042745478562,1.0193323572476705,1.3650429248809814,0.18081751465797424,0.8191808462142944,0.4363577663898468,0.5698056221008301
future50ms,50,48,loco_20170215_02,2,16,0.00013180194846605368,0.23823857213189087,0.9866935451825459,1.8024331331253052,0.1870165914297104,0.8129814863204956,0.4475853443145752,0.5581914186477661
future50ms,50,48,loco_20170215_02,2,17,8.594235253127372e-05,0.23438697554322108,0.9152345180511474,1.3934855461120605,0.18127624690532684,0.8187221884727478,0.43935537338256836,0.5663465261459351
future50ms,50,48,loco_20170215_02,2,18,4.9047064115234504e-05,0.23026124955088137,0.8767266949017842,1.1905443668365479,0.1795041263103485,0.8204938769340515,0.4399184286594391,0.5658251643180847
future50ms,50,48,loco_20170215_02,2,19,2.2024567667180916e-05,0.22738031780883447,0.9080623865127564,1.451881766319275,0.17899082601070404,0.8210076093673706,0.4401097893714905,0.5657079219818115
future50ms,50,48,loco_20170215_02,2,20,5.540246732188055e-06,0.22835537159172922,0.805939773718516,1.3265060186386108,0.17861832678318024,0.8213798999786377,0.43963897228240967,0.5661750435829163
future50ms,50,48,loco_20170215_02,3,1,0.0009,0.9505896839792286,1.4832691868146262,3.7887513637542725,0.7871243953704834,0.21286776661872864,0.7181750535964966,0.11622223258018494
future50ms,50,48,loco_20170215_02,3,2,0.000894459753267812,0.7460122213952796,1.1316393693288167,2.5801610946655273,0.6142832636833191,0.3857108950614929,0.5904691219329834,0.2516433298587799
future50ms,50,48,loco_20170215_02,3,3,0.0008779754323328191,0.6066890561600472,1.4945654392242431,4.817999839782715,0.4856095612049103,0.5143840312957764,0.49435606598854065,0.3591580092906952
future50ms,50,48,loco_20170215_02,3,4,0.0008509529358847655,0.5123445504597037,1.2303803483645122,3.398240327835083,0.40367591381073,0.5963197946548462,0.43618762493133545,0.4260736405849457
future50ms,50,48,loco_20170215_02,3,5,0.0008140576474687264,0.43389910771778667,1.3131306807200114,3.6281802654266357,0.3441931903362274,0.6558030247688293,0.41803252696990967,0.44444170594215393
future50ms,50,48,loco_20170215_02,3,6,0.0007681980515339464,0.37644018943572216,1.280432689189911,3.4624228477478027,0.3122556507587433,0.6877403259277344,0.43239814043045044,0.42728251218795776
future50ms,50,48,loco_20170215_02,3,7,0.0007145033635316129,0.34649169529249035,1.118165663878123,2.129721164703369,0.2829618752002716,0.7170348167419434,0.38376525044441223,0.4889545440673828
