seed,evaluated_cases,accuracy,balanced_accuracy,macro_f1,mean_log_loss,confusion_matrix
42,316,0.8322784810126582,0.8324920882906702,0.8321423202204961,0.35705693672063143,"[[127, 32], [21, 136]]"
43,316,0.8575949367088608,0.8576893802828186,0.8575821006139394,0.3208235007839991,"[[134, 25], [20, 137]]"
44,316,0.8607594936708861,0.860793975083123,0.8607594936708861,0.33272583456656896,"[[136, 23], [21, 136]]"
