variant,seed,fold_a,fold_b,branch,side,mean_abs_cosine,minimum_abs_cosine,mean_principal_angle_deg,maximum_principal_angle_deg
covariance_ledoit_wolf,44,4,5,erd,right,0.540443326077336,0.3409495831284863,56.240673581324664,70.06526164075898
covariance_oas,42,1,2,bp,left,0.6327598566146833,0.6327598566146833,50.74596546124858,50.74596546124858
covariance_oas,42,1,2,bp,right,0.6427516821503821,0.6427516821503821,50.002687123059374,50.002687123059374
covariance_oas,42,1,2,erd,left,0.7983326777612523,0.5450324184768391,33.85037618001606,56.973120975452225
covariance_oas,42,1,2,erd,right,0.6303442035921479,0.27422999988260033,48.681478643769786,74.08386755188262
covariance_oas,42,1,3,bp,left,0.6843795590760793,0.6843795590760793,46.813167496505905,46.813167496505905
covariance_oas,42,1,3,bp,right,0.7303890979724114,0.7303890979724114,43.08097656779103,43.08097656779103
covariance_oas,42,1,3,erd,left,0.8402110680409013,0.5937206659508837,28.187358759240002,53.57851508630153
covariance_oas,42,1,3,erd,right,0.7436814038853184,0.41386932728467535,38.06601145018198,65.55186720126001
covariance_oas,42,1,4,bp,left,0.7857699829837107,0.7857699829837107,38.20805154434362,38.20805154434362
covariance_oas,42,1,4,bp,right,0.7679103184904539,0.7679103184904539,39.833393654326635,39.833393654326635
covariance_oas,42,1,4,erd,left,0.607564417208358,0.20191520385617434,47.0202990166787,78.35102266963162
covariance_oas,42,1,4,erd,right,0.5532633717577711,0.1470775958792991,53.19386954286943,81.5423932643007
covariance_oas,42,1,5,bp,left,0.702794423969102,0.702794423969102,45.34836678970047,45.34836678970047
covariance_oas,42,1,5,bp,right,0.3203436244687019,0.3203436244687019,71.31629289662189,71.31629289662189
covariance_oas,42,1,5,erd,left,0.7991232045156192,0.6471474070717315,33.49303117386258,49.67312773362894
