session,best_fold,float32_r2,tflite_r2,cubeai_c_r2,cubeai_r2_drop,accepted,package
indy_20160622_01,5,0.8634085655212402,0.8626248836517334,0.8627896308898926,0.0006189346313476562,True,models/midsize/indy_20160622_01/cubeai/fold-5
indy_20160630_01,4,0.7357951402664185,0.7363355755805969,0.7362872958183289,-0.0004921555519104004,True,models/midsize/indy_20160630_01/cubeai/fold-4
indy_20170131_02,4,0.8502611517906189,0.8497166633605957,0.8501249551773071,0.00013619661331176758,True,models/midsize/indy_20170131_02/cubeai/fold-4
loco_20170210_03,5,0.7877972722053528,0.7876706123352051,0.7871158123016357,0.000681459903717041,True,models/midsize/loco_20170210_03/cubeai/fold-5
loco_20170215_02,5,0.7268614768981934,0.7256473302841187,0.7257516980171204,0.001109778881072998,True,models/midsize/loco_20170215_02/cubeai/fold-5
loco_20170301_05,1,0.8025245666503906,0.8031748533248901,0.8026102781295776,-8.571147918701172e-05,True,models/midsize/loco_20170301_05/cubeai/fold-1
