seed,evaluated_cases,accuracy,balanced_accuracy,macro_f1,mean_log_loss,confusion_matrix
42,316,0.5791139240506329,0.5790369747225894,0.5790085244062466,0.8820787629003667,"[[94, 65], [68, 89]]"
43,316,0.6234177215189873,0.6234627248327524,0.6234139502278304,0.756955839258584,"[[98, 61], [58, 99]]"
44,316,0.5917721518987342,0.5918960060890117,0.5916699221684647,0.7652292953799092,"[[91, 68], [61, 96]]"
