seed,evaluated_cases,accuracy,balanced_accuracy,macro_f1,mean_log_loss,confusion_matrix
42,316,0.7974683544303798,0.7973801225814205,0.7973953115608094,0.4489908228216751,"[[129, 30], [34, 123]]"
43,316,0.7721518987341772,0.7721828305892722,0.7721518987341772,0.44953740463637376,"[[122, 37], [35, 122]]"
44,316,0.7879746835443038,0.7879061010295237,0.787921587482846,0.4573416204557854,"[[127, 32], [35, 122]]"
