stage,policy,seed,config_label,epoch,learning_rate_schedule,optimization_loss,gradient_norm_mean_before_clip,gradient_norm_max_before_clip,validation_loss,validation_r2
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,12,0.0002110104964613701,0.18292465926283424,0.9335401485647474,1.7140731811523438,0.41315585374832153,0.6126570701599121
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,13,0.00019635254915624216,0.1773299743638476,0.9257933003561837,2.5189449787139893,0.40545687079429626,0.6205363273620605
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,14,0.00018118675362266393,0.1722309987336997,0.9156068939822061,2.0358057022094727,0.40887877345085144,0.6170580983161926
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,15,0.0001656792694901481,0.1679673170296671,0.8893196673052651,1.7593711614608765,0.4154074788093567,0.6122897863388062
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,16,0.0001500000000000001,0.1647124631686232,0.9007151138782501,1.498313069343567,0.40251779556274414,0.6207126379013062
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,17,0.00013432073050985205,0.16130787858093612,0.874892840215138,2.5347349643707275,0.4116494059562683,0.6139556765556335
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,18,0.00011881324637733612,0.16141727886343962,0.8882576990127563,1.6939406394958496,0.4057854413986206,0.6184852719306946
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,19,0.00010364745084375793,0.1580930341556835,0.8847068209307535,2.386589765548706,0.4076806306838989,0.6166627407073975
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,20,8.898950353863002e-05,0.1556105259214205,0.8696190900462014,1.6635184288024902,0.4118376672267914,0.6151717901229858
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,21,7.500000000000005e-05,0.15473059232202951,0.8623037609032222,1.7151967287063599,0.4082528352737427,0.6160640716552734
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,22,6.183221215612906e-05,0.15172853353972937,0.8476417691367013,1.3800699710845947,0.40690863132476807,0.6186668276786804
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,23,4.963040904617133e-05,0.1519957927142747,0.8578791196005685,1.9341838359832764,0.4126553535461426,0.6133368015289307
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,24,3.852827617839091e-05,0.15055378744599537,0.8647381367002215,1.669184923171997,0.40005260705947876,0.6252889633178711
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,25,2.8647450843757908e-05,0.14903356659332379,0.849930238042559,1.4654362201690674,0.4155098795890808,0.6121658086776733
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,26,2.00961894323342e-05,0.14751840225935517,0.838923396723611,2.297370672225952,0.40687674283981323,0.61885005235672
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,27,1.2968181353609857e-05,0.14985602670734627,0.8490500380311693,1.6640663146972656,0.4097144305706024,0.6161587834358215
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,28,7.341522555726972e-06,0.1463383083548855,0.8396776982716152,1.4208821058273315,0.4081513285636902,0.6175870299339294
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,29,3.2778598899291474e-06,0.1455676701858273,0.8343765817369734,1.3437823057174683,0.4090825617313385,0.6168094873428345
paired_seed_confirmation,baseline,42,lr3e-04_wd0.060_do0.100,30,8.2171569475899e-07,0.14694563044130934,0.8281884658336639,1.8328145742416382,0.40817007422447205,0.6178618669509888
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,1,0.0009,0.41468032103790264,0.9888101979664394,2.2942404747009277,0.4624926745891571,0.5576349496841431
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,2,0.0008975348529157229,0.26166466941236116,0.8582122685228075,1.874108910560608,0.40706390142440796,0.6087921857833862
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,3,0.0008901664203302124,0.22668119698029504,0.8500119695493153,1.4373290538787842,0.413611501455307,0.6096169948577881
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,4,0.0008779754323328191,0.20322064598268044,0.7930543905496598,1.3717074394226074,0.3801015615463257,0.6437981724739075
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,5,0.0008610954559391703,0.1907747137359858,0.742559974023274,1.4895819425582886,0.4177936017513275,0.6110421419143677
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,6,0.0008397114317029975,0.1780136767596473,0.7309998798370362,1.354103922843933,0.364460289478302,0.6571236848831177
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,7,0.0008140576474687264,0.16868127502317662,0.7084413607631411,1.3513928651809692,0.39079102873802185,0.6317123174667358
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,8,0.0007844151714648274,0.16165203607589074,0.7118028607538768,1.8779209852218628,0.3857739567756653,0.6363410949707031
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,9,0.0007511087728614862,0.15501763620899295,0.684446416241782,1.1239917278289795,0.37802812457084656,0.6440414190292358
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,10,0.0007145033635316129,0.14739185460195178,0.6545207092591695,1.131266474723816,0.376706063747406,0.6456854343414307
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,11,0.000675,0.14070423877479246,0.643900882601738,1.1793982982635498,0.4053877890110016,0.6172864437103271
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,12,0.0006330314893841102,0.13903446809824146,0.6626586649247578,1.8759618997573853,0.39241766929626465,0.6317580938339233
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,13,0.0005890576474687265,0.1331465299577521,0.6417669033152716,1.606275200843811,0.4133921265602112,0.6073174476623535
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,14,0.0005435602608679917,0.12922526974005988,0.6354787575347083,1.407212495803833,0.4076573848724365,0.6162947416305542
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,15,0.0004970378084704442,0.1229911032285733,0.5977486535481045,0.9740734696388245,0.4028609097003937,0.6228200793266296
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,16,0.0004500000000000002,0.12070567856365669,0.597416044984545,1.163780689239502,0.4008294343948364,0.6195558309555054
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,17,0.0004029621915295561,0.11668876170978716,0.5791702573640006,1.3929393291473389,0.40615832805633545,0.6133862733840942
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,18,0.0003564397391320083,0.11499399228117343,0.589434158546584,1.8972257375717163,0.39928314089775085,0.6212865114212036
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,19,0.00031094235253127374,0.11133196802280626,0.5638290602820261,1.1371041536331177,0.4229009449481964,0.6006947755813599
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,20,0.00026696851061589003,0.10843601333748308,0.5495728324140822,1.228980541229248,0.4061918258666992,0.6159803867340088
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,21,0.00022500000000000013,0.1063847223264259,0.5461165336200169,1.334180474281311,0.4170938730239868,0.6058872938156128
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,22,0.00018549663646838716,0.10379208074720114,0.5360568699666431,1.0679744482040405,0.41835665702819824,0.6055042147636414
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,23,0.00014889122713851398,0.10197584195091687,0.5228063381569726,1.079708456993103,0.4256106913089752,0.5983922481536865
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,24,0.00011558482853517273,0.10132215213722297,0.5253484368324279,1.1234455108642578,0.4108779728412628,0.61208575963974
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,25,8.594235253127373e-05,0.10054308336119791,0.5092637606178011,0.9377662539482117,0.416343092918396,0.6079795360565186
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,26,6.0288568297002606e-05,0.09819486214143851,0.5041914576292038,1.064134955406189,0.4165172576904297,0.6068508625030518
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,27,3.8904544060829577e-05,0.09987458179127717,0.5027285748720169,1.0285394191741943,0.4153617322444916,0.607471764087677
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,28,2.202456766718092e-05,0.09667133133683428,0.49034770224775587,0.8108227252960205,0.4176028370857239,0.6056404113769531
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,29,9.833579669787445e-06,0.09674287235710179,0.4924895349570683,1.0141154527664185,0.41574063897132874,0.6072418689727783
paired_seed_confirmation,baseline,42,lr9e-04_wd0.025_do0.100,30,2.4651470842769705e-06,0.09699875343432629,0.48946179875305723,1.0667239427566528,0.4155547320842743,0.6075832843780518
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,1,0.0003,0.5124136400436128,1.0693670763288226,2.156031370162964,0.46052229404449463,0.5629682540893555
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,2,0.00029917828430524096,0.32157115678125847,1.0652529668807984,2.0254547595977783,0.43113061785697937,0.5929968357086182
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,3,0.0002967221401100708,0.28167448190768024,1.0409597052846635,2.072387218475342,0.40341880917549133,0.6149210333824158
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,4,0.00029265847744427303,0.26025939783260593,1.047987574168614,2.0198018550872803,0.4038473963737488,0.6122695207595825
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,5,0.0002870318186463901,0.2377448233061989,1.0158615396703992,1.987093448638916,0.40541908144950867,0.6125770807266235
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,6,0.0002799038105676658,0.22470164993732034,1.0313052717276983,2.3785476684570312,0.3925406336784363,0.6247991323471069
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,7,0.0002713525491562421,0.2123890251881324,1.002608597619193,1.9743152856826782,0.382827490568161,0.6343928575515747
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,8,0.00026147172382160914,0.20626494279777177,0.9599246665409633,1.8299978971481323,0.4082278907299042,0.6117753982543945
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,9,0.00025036959095382875,0.19584077978160824,0.9559495428630284,1.665078043937683,0.38760650157928467,0.6319008469581604
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,10,0.000238167787843871,0.1867250448452013,0.9383023817198617,1.769907832145691,0.3879159986972809,0.6310616135597229
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,11,0.00022500000000000002,0.18382767238606276,0.9340871960776193,2.1058082580566406,0.4014568030834198,0.6185296177864075
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,12,0.0002110104964613701,0.17844644550642444,0.9549199972833906,1.594411849975586,0.38943013548851013,0.6318681836128235
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,13,0.00019635254915624216,0.17336877852544955,0.930707984481539,1.757270336151123,0.3872697651386261,0.6318276524543762
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,14,0.00018118675362266393,0.16983042199873016,0.9333465657915387,1.986914873123169,0.3892190456390381,0.6315778493881226
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,15,0.0001656792694901481,0.16569399894350595,0.918740165914808,1.7216169834136963,0.39583155512809753,0.6239330768585205
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,16,0.0001500000000000001,0.16326995896946397,0.9165574371814728,1.8165901899337769,0.390736848115921,0.6281050443649292
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,17,0.00013432073050985205,0.15933591215202472,0.8963612062590463,1.872741937637329,0.3975640833377838,0.624528169631958
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,18,0.00011881324637733612,0.1568630433135918,0.8956522876875741,2.1942453384399414,0.3830544054508209,0.6379159688949585
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,19,0.00010364745084375793,0.15450789697484948,0.8897544922147478,2.307798147201538,0.3916345536708832,0.6275948286056519
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,20,8.898950353863002e-05,0.15264804215505887,0.8747859392847334,1.481745958328247,0.394797682762146,0.6249447464942932
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,21,7.500000000000005e-05,0.15276579455374606,0.8749996783052172,1.7899309396743774,0.3958775997161865,0.6253422498703003
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,22,6.183221215612906e-05,0.1496188062109403,0.8768497521536691,1.7459547519683838,0.38930726051330566,0.6304959058761597
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,23,4.963040904617133e-05,0.14664356982414622,0.8642846981116704,2.363682270050049,0.39574646949768066,0.6258450746536255
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,24,3.852827617839091e-05,0.14830301529609116,0.8654512582506453,1.4618439674377441,0.3991577625274658,0.6223868131637573
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,25,2.8647450843757908e-05,0.14737533998969418,0.859733185853277,1.6625758409500122,0.3991732895374298,0.6207281947135925
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,26,2.00961894323342e-05,0.14613063922264433,0.8355512804644448,1.440565824508667,0.3939346969127655,0.627253532409668
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,27,1.2968181353609857e-05,0.1455003701693793,0.8486208181721824,1.942631483078003,0.3986372649669647,0.6225961446762085
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,28,7.341522555726972e-06,0.14818652057141,0.8413193224157606,1.8965258598327637,0.3953486382961273,0.6254628896713257
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,29,3.2778598899291474e-06,0.14490370512142012,0.8317907147748129,1.606095790863037,0.39676788449287415,0.6242685317993164
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.025,30,8.2171569475899e-07,0.14450266764734682,0.8391006020137242,2.112687349319458,0.39547199010849,0.6257715225219727
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,1,0.0003,0.518780733050916,1.0116122230461666,2.1598689556121826,0.4580037593841553,0.565231204032898
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,2,0.00029917828430524096,0.3240470274329452,1.0100259712764195,2.0110809803009033,0.42795848846435547,0.5960297584533691
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,3,0.0002967221401100708,0.2834322541752118,0.9839247139862606,1.7056224346160889,0.3965086042881012,0.6217270493507385
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,4,0.00029265847744427303,0.2617817375217241,0.9929565472262246,1.794654369354248,0.40288490056991577,0.6143703460693359
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,5,0.0002870318186463901,0.2394252641822401,0.9670812106132507,1.820345163345337,0.40748539566993713,0.6115908622741699
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,6,0.0002799038105676658,0.22632065417782574,0.984670695577349,2.5378079414367676,0.39243966341018677,0.6245323419570923
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,7,0.0002713525491562421,0.2133678104813467,0.9475500418458667,1.6166142225265503,0.3848693370819092,0.631990909576416
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,8,0.00026147172382160914,0.2076589318476534,0.9310079215254102,1.6908103227615356,0.40863552689552307,0.6114681363105774
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,9,0.00025036959095382875,0.1977482183547628,0.9160952513558523,1.6234369277954102,0.3873446583747864,0.6323717832565308
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,10,0.000238167787843871,0.1886107994752709,0.9115377855300903,1.7955584526062012,0.3868573009967804,0.6328067779541016
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,11,0.00022500000000000002,0.18608651644698193,0.9050108894280025,2.6442856788635254,0.39679422974586487,0.6235918998718262
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,12,0.0002110104964613701,0.18068362176551647,0.9140355036939893,1.6265404224395752,0.38583844900131226,0.6355820298194885
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,13,0.00019635254915624216,0.17563487347607112,0.8906057052952903,1.513383388519287,0.3888951241970062,0.6319202780723572
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,14,0.00018118675362266393,0.17227646754892081,0.8920579765524183,2.1636550426483154,0.3882744312286377,0.6342248916625977
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,15,0.0001656792694901481,0.16893349431371796,0.8878657378469195,1.760002613067627,0.39278003573417664,0.6269618272781372
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,16,0.0001500000000000001,0.16542695932206958,0.8804884348596845,1.7041956186294556,0.3870060443878174,0.6331173181533813
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,17,0.00013432073050985205,0.16281331020846995,0.8750794085434505,1.614688754081726,0.3933062255382538,0.6286481022834778
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,18,0.00011881324637733612,0.15981788498176558,0.8642448348658426,2.2743980884552,0.378873735666275,0.6426990032196045
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,19,0.00010364745084375793,0.1575214732173305,0.8694431963988712,2.343623161315918,0.38099291920661926,0.6390847563743591
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,20,8.898950353863002e-05,0.15545155906303884,0.86292891059603,1.4965553283691406,0.3865290880203247,0.6343684792518616
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,21,7.500000000000005e-05,0.15602570096785057,0.847747767482485,1.5809677839279175,0.38721948862075806,0.6345292925834656
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,22,6.183221215612906e-05,0.15292100449269783,0.8477185864107949,1.5272473096847534,0.3830387592315674,0.6370750069618225
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,23,4.963040904617133e-05,0.15064817651939605,0.8404997626372747,2.245114803314209,0.39009222388267517,0.6322453022003174
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,24,3.852827617839091e-05,0.1522773908982074,0.8454090378965651,1.6259537935256958,0.3968914747238159,0.6252790689468384
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,25,2.8647450843757908e-05,0.1507338441004956,0.8446242497648512,1.779056191444397,0.3945489227771759,0.6270122528076172
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,26,2.00961894323342e-05,0.14958045868798925,0.8201156764371055,1.3702865839004517,0.3891388475894928,0.6325063705444336
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,27,1.2968181353609857e-05,0.14870583230350376,0.8292333359377725,1.817996859550476,0.3934782147407532,0.6286125779151917
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,28,7.341522555726972e-06,0.15164469566654573,0.830297440120152,2.061772584915161,0.39169466495513916,0.6302467584609985
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,29,3.2778598899291474e-06,0.14870798224437423,0.8242741242476872,1.9264030456542969,0.39201709628105164,0.6298750638961792
seed43_grid,baseline,43,lr3e-04_wd0.025_do0.100,30,8.2171569475899e-07,0.14808617265032442,0.8198135309559959,1.9578454494476318,0.39121773838996887,0.6308135986328125
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,1,0.0003,0.512492289009777,1.0703699895313807,2.161546230316162,0.46095243096351624,0.5625223517417908
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,2,0.00029917828430524096,0.32165021057896964,1.0666296773297446,2.021027088165283,0.43163084983825684,0.5925772190093994
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,3,0.0002967221401100708,0.28182424492217284,1.0449707525117056,2.0719432830810547,0.40317392349243164,0.6152235269546509
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,4,0.00029265847744427303,0.26045059051289654,1.053289806502206,2.0318124294281006,0.4049374461174011,0.6111506223678589
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,5,0.0002870318186463901,0.2378865716561375,1.021482880967004,2.000012159347534,0.4060758650302887,0.6119949817657471
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,6,0.0002799038105676658,0.22491279799932867,1.037379148857934,2.39928936958313,0.3927218019962311,0.6245245933532715
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,7,0.0002713525491562421,0.21262825636522348,1.013175426380975,2.0235605239868164,0.383548378944397,0.6336979866027832
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,8,0.00026147172382160914,0.20659053303918049,0.9726228603294917,1.897378921508789,0.40724772214889526,0.6128106117248535
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,9,0.00025036959095382875,0.19614818964228534,0.9707419695172991,1.700645089149475,0.388430118560791,0.6310677528381348
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,10,0.000238167787843871,0.1870402599687811,0.9525050835950034,1.7658767700195312,0.38730964064598083,0.6316631436347961
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,11,0.00022500000000000002,0.18429453229077444,0.9528260501793453,2.1416540145874023,0.40123745799064636,0.6186401844024658
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,12,0.0002110104964613701,0.17889752941776976,0.974765647820064,1.6529203653335571,0.38849395513534546,0.6327715516090393
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,13,0.00019635254915624216,0.1739537527037147,0.9533972956453051,1.868057131767273,0.3861224949359894,0.6329997777938843
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,14,0.00018118675362266393,0.1704340390724357,0.958107510975429,2.110591411590576,0.3881078362464905,0.6328178644180298
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,15,0.0001656792694901481,0.16644716428030257,0.9440469288825989,1.7924495935440063,0.3961138427257538,0.623737096786499
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,16,0.0001500000000000001,0.16399282193290574,0.9402598350388663,1.8761793375015259,0.3902279734611511,0.6286146640777588
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,17,0.00013432073050985205,0.1601309676291692,0.9221928303582327,1.929783821105957,0.39612871408462524,0.62618088722229
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,18,0.00011881324637733612,0.15757981575308763,0.9216332973752703,2.2339112758636475,0.38130366802215576,0.6396356225013733
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,19,0.00010364745084375793,0.1552683781550768,0.9180680000782013,2.3929154872894287,0.391364187002182,0.62813800573349
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,20,8.898950353863002e-05,0.15358546586444713,0.9034647977352143,1.53488028049469,0.3952024579048157,0.624818742275238
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,21,7.500000000000005e-05,0.15359837632317938,0.9041125386101859,1.7887154817581177,0.39588233828544617,0.6255502700805664
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,22,6.183221215612906e-05,0.15067863997597022,0.9081751755305699,1.9827170372009277,0.38808679580688477,0.6319582462310791
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,23,4.963040904617133e-05,0.14745498227326395,0.8934025801931109,2.4269981384277344,0.39524903893470764,0.6267235279083252
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,24,3.852827617839091e-05,0.14937179398550016,0.8966240647860936,1.503332257270813,0.3989649713039398,0.6227610111236572
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,25,2.8647450843757908e-05,0.14831753676103,0.8905888184479305,1.7376309633255005,0.3984615206718445,0.6216356754302979
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,26,2.00961894323342e-05,0.14686938400103208,0.8622859128883906,1.5815820693969727,0.3931422829627991,0.6283609867095947
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,27,1.2968181353609857e-05,0.14648997983409787,0.8774232178074973,1.971737027168274,0.3981649577617645,0.623356819152832
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,28,7.341522555726972e-06,0.14913933827706366,0.8702124711445399,1.9354768991470337,0.3947893977165222,0.6263841390609741
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,29,3.2778598899291474e-06,0.14577292518194357,0.8603004346575056,1.650761604309082,0.39630189538002014,0.6251642107963562
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.025,30,8.2171569475899e-07,0.14528936999089498,0.8669149584429605,2.1846117973327637,0.3950452208518982,0.6266064643859863
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.100,1,0.0003,0.5188569845849236,1.0114319060529982,2.1555674076080322,0.45829156041145325,0.5649195313453674
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.100,2,0.00029917828430524096,0.32406994826841673,1.0113510285105025,2.026505470275879,0.42785388231277466,0.5960755944252014
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.100,3,0.0002967221401100708,0.2834787733922869,0.9875701337201255,1.738793134689331,0.3967447280883789,0.6216074228286743
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.100,4,0.00029265847744427303,0.2617994948068188,1.0000871319430216,1.8001141548156738,0.40256431698799133,0.6147361993789673
seed43_grid,baseline,43,lr3e-04_wd0.060_do0.100,5,0.0002870318186463901,0.23940778674428628,0.9750642830984934,1.8409430980682373,0.40809956192970276,0.6110907196998596
