session,held_month,condition,is_synthetic_fault,matched_simple_reference,matched_mindful_reference,pattern_distance,robust_rate_distance,absolute_log_rate_ratio,unexpected_silent_channels,global_mindful_kld,multi_reference_mindful_kld,simple_evidence_count,combined_evidence_count,simple_decision,global_mindful_decision,multi_mindful_decision,combined_decision,pattern_distance_threshold,pattern_distance_to_threshold,robust_rate_distance_threshold,robust_rate_distance_to_threshold,absolute_log_rate_ratio_threshold,absolute_log_rate_ratio_to_threshold,unexpected_silent_channels_threshold,unexpected_silent_channels_to_threshold,global_mindful_kld_threshold,global_mindful_kld_to_threshold,multi_reference_mindful_kld_threshold,multi_reference_mindful_kld_to_threshold
indy_20160411_02,2016-04,thinning_65pct_plus_dropout_25pct,True,2016-09,2016-12,1.2183952572696908,2.2707516814786484,0.8041667351348314,8,7.289729844156451,2.111098057341466,2,2,abstain,pass,pass,abstain,0.950469952156717,1.281887191178451,2.121789625344568,1.0702058556393828,0.8550720684903792,0.9404666165210839,5.0,1.6,16.63779044449207,0.4381429053621547,5.5133620478247565,0.38290575496930757
indy_20160418_01,2016-04,normal,False,2016-10,2016-06,0.9956881814058915,1.8410535026488004,0.8310484247469334,0,2.101362348411319,1.6839809470836098,1,1,warning,pass,pass,warning,0.950469952156717,1.0475746015395537,2.121789625344568,0.8676889926586491,0.8550720684903792,0.9719045392444414,5.0,0.0,16.63779044449207,0.1263005658967759,5.5133620478247565,0.3054363077331386
indy_20160418_01,2016-04,spike_thinning_50pct,True,2016-06,2016-10,1.0024308572362526,0.8930629949884628,0.2592115384807299,0,0.7084034140109967,0.7337268248847522,1,1,warning,pass,pass,warning,0.950469952156717,1.0546686457174483,2.121789625344568,0.4209008208546754,0.8550720684903792,0.30314583768168823,5.0,0.0,16.63779044449207,0.042577974303403564,5.5133620478247565,0.13308156049251962
indy_20160418_01,2016-04,spike_thinning_75pct,True,2016-10,2016-12,0.9788099738069488,1.3154926493281396,0.5082556433524807,0,5.783079951695127,1.590278315277689,1,1,warning,pass,pass,warning,0.950469952156717,1.02981685174363,2.121789625344568,0.6199920263605353,0.8550720684903792,0.5944009424255908,5.0,0.0,16.63779044449207,0.3475870170975505,5.5133620478247565,0.2884407556556381
indy_20160418_01,2016-04,channel_dropout_25pct,True,2016-10,2016-10,0.8946013237739893,2.0894024448033637,0.6147361248684116,7,1.1747469461481086,1.5044303624757613,1,1,warning,pass,pass,warning,0.950469952156717,0.9412199951655957,2.121789625344568,0.9847359134221685,0.8550720684903792,0.7189290207475982,5.0,1.4,16.63779044449207,0.07060714883189359,5.5133620478247565,0.27286986586874334
indy_20160418_01,2016-04,channel_permutation,True,2016-09,2016-09,0.8338521445430316,1.2638326608101054,0.5262920674928061,0,1.6438854701268397,1.5642407200336748,0,0,pass,pass,pass,pass,0.950469952156717,0.8773051085422876,2.121789625344568,0.5956446603912795,0.8550720684903792,0.6154943973576044,5.0,0.0,16.63779044449207,0.09880431392685601,5.5133620478247565,0.2837181208969998
indy_20160418_01,2016-04,thinning_65pct_plus_dropout_25pct,True,2016-09,2016-12,0.6698471705133908,1.6515634939045216,0.605187581404318,7,5.5299600261489275,1.1706217178094998,1,1,warning,pass,pass,warning,0.950469952156717,0.7047536526467109,2.121789625344568,0.7783823024567368,0.8550720684903792,0.7077620749240124,5.0,1.4,16.63779044449207,0.33237346296662956,5.5133620478247565,0.21232447781501257
indy_20160419_01,2016-04,normal,False,2016-06,2016-09,0.9739960075895899,1.0711578435392146,0.08707715602163138,0,1.7135303527295305,2.0130494945904327,1,1,warning,pass,pass,warning,0.950469952156717,1.0247520243848738,2.121789625344568,0.5048369691058623,0.8550720684903792,0.10183604310144896,5.0,0.0,16.63779044449207,0.1029902593404038,5.5133620478247565,0.3651219486637308
indy_20160419_01,2016-04,spike_thinning_50pct,True,2016-06,2016-12,0.987909236320958,1.2405057559329316,0.6082431074683909,0,2.506808556849241,0.9926367007088952,1,1,warning,pass,pass,warning,0.950469952156717,1.039390286962031,2.121789625344568,0.5846506840806518,0.8550720684903792,0.711335488413553,5.0,0.0,16.63779044449207,0.15066955947140917,5.5133620478247565,0.18004199472090363
indy_20160419_01,2016-04,spike_thinning_75pct,True,2016-06,2016-12,0.9645174546694634,2.5443282153698625,1.2484304296858644,0,13.138854613977857,4.812227475779107,2,2,abstain,pass,pass,abstain,0.950469952156717,1.0147795335148377,2.121789625344568,1.1991425469227075,0.8550720684903792,1.460029482532338,5.0,0.0,16.63779044449207,0.7896994891125984,5.5133620478247565,0.8728299418823265
indy_20160419_01,2016-04,channel_dropout_25pct,True,2016-12,2016-12,0.6703215723395093,1.5271878434454567,0.48433247424726134,7,1.9079900044064582,1.1926201741197235,1,1,warning,pass,pass,warning,0.950469952156717,0.7052527760803786,2.121789625344568,0.7197640261802342,0.8550720684903792,0.5664229859622771,5.0,1.4,16.63779044449207,0.11467808846204679,5.5133620478247565,0.21631450352335563
indy_20160419_01,2016-04,channel_permutation,True,2016-10,2016-09,0.9133796587983982,1.412775435673615,0.49550696224172275,0,0.9776638073004418,0.9550747700428475,0,0,pass,pass,pass,pass,0.950469952156717,0.9609768901434947,2.121789625344568,0.665841428762848,0.8550720684903792,0.5794914610139648,5.0,0.0,16.63779044449207,0.058761637283639236,5.5133620478247565,0.17322910444810402
indy_20160419_01,2016-04,thinning_65pct_plus_dropout_25pct,True,2016-06,2016-12,0.6571251932833377,2.5549790958209533,1.2172837057509251,8,13.371195397597528,5.436358902005102,3,3,abstain,pass,pass,abstain,0.950469952156717,0.6913687190134218,2.121789625344568,1.2041623096380432,0.8550720684903792,1.423603636006994,5.0,1.6,16.63779044449207,0.8036641308957017,5.5133620478247565,0.9860333594725499
indy_20160420_01,2016-04,normal,False,2016-06,2016-06,0.8988515526411224,1.1489820826410864,0.31857930013429325,0,1.5042555387794785,1.4958519432157944,0,0,pass,pass,pass,pass,0.950469952156717,0.9456917081929134,2.121789625344568,0.5415155531522111,0.8550720684903792,0.37257596391464604,5.0,0.0,16.63779044449207,0.09041197770810135,5.5133620478247565,0.27131393335686493
indy_20160420_01,2016-04,spike_thinning_50pct,True,2016-06,2016-12,0.906092193947071,0.9516576242481658,0.38090244778097143,0,1.0250285303384654,0.5712774829099769,0,0,pass,pass,pass,pass,0.950469952156717,0.9533096673819638,2.121789625344568,0.44851648480165485,0.8550720684903792,0.4454623906186653,5.0,0.0,16.63779044449207,0.06160845298287793,5.5133620478247565,0.10361689980714561
indy_20160420_01,2016-04,spike_thinning_75pct,True,2016-06,2016-12,0.8664167075698705,2.287205249792807,1.065421378984631,0,7.827342737680091,2.3597642813856248,2,2,abstain,pass,pass,abstain,0.950469952156717,0.9115666472189671,2.121789625344568,1.0779604266475649,0.8550720684903792,1.246001849722002,5.0,0.0,16.63779044449207,0.4704556631960302,5.5133620478247565,0.4280082209215059
indy_20160420_01,2016-04,channel_dropout_25pct,True,2016-12,2016-10,0.8562120263566814,2.2277332101961322,0.6901631725781591,7,1.29103222018488,1.4821876314266602,2,2,abstain,pass,pass,abstain,0.950469952156717,0.9008301887017528,2.121789625344568,1.0499312389815083,0.8550720684903792,0.8071403546096821,5.0,1.4,16.63779044449207,0.07759637462030156,5.5133620478247565,0.26883553421118844
indy_20160420_01,2016-04,channel_permutation,True,2016-06,2016-09,0.8201929191154227,0.8199071905241344,0.31857930013429325,0,1.3039870646277048,1.7088955286555296,0,0,pass,pass,pass,pass,0.950469952156717,0.8629340856639581,2.121789625344568,0.3864224712621948,0.8550720684903792,0.37257596391464604,5.0,0.0,16.63779044449207,0.07837501433727871,5.5133620478247565,0.3099552530437862
indy_20160420_01,2016-04,thinning_65pct_plus_dropout_25pct,True,2016-06,2016-12,0.8050790448053619,2.1774415963551936,0.9010142198291499,8,11.67600154490905,4.461755936454708,3,3,abstain,pass,pass,abstain,0.950469952156717,0.8470326105297198,2.121789625344568,1.0262287883519972,0.8550720684903792,1.053728981487936,5.0,1.6,16.63779044449207,0.7017759710259114,5.5133620478247565,0.8092622791233255
indy_20160426_01,2016-04,normal,False,2016-12,2016-09,0.8238260523573372,2.2637549198443283,1.0618168788723656,0,1.7571973304638338,1.8553683372868979,2,2,abstain,pass,pass,abstain,0.950469952156717,0.866756545525704,2.121789625344568,1.066908280068862,0.8550720684903792,1.2417864154386333,5.0,0.0,16.63779044449207,0.10561482525737383,5.5133620478247565,0.3365221295450596
indy_20160426_01,2016-04,spike_thinning_50pct,True,2016-12,2016-10,0.808989086262695,1.1127434672808918,0.37483307655211884,0,0.7585001274197207,0.5326865406325816,0,0,pass,pass,pass,pass,0.950469952156717,0.8511464086024109,2.121789625344568,0.5244362843466104,0.8550720684903792,0.4383643091206133,5.0,0.0,16.63779044449207,0.04558899392021263,5.5133620478247565,0.09661736994811504
indy_20160426_01,2016-04,spike_thinning_75pct,True,2016-10,2016-12,0.8070714704919868,1.3067291558536263,0.556799040369867,0,7.466558578426101,2.0579530237736647,0,0,pass,pass,pass,pass,0.950469952156717,0.8491288637380446,2.121789625344568,0.6158617896161218,0.8550720684903792,0.6511720600965132,5.0,0.0,16.63779044449207,0.448771043446932,5.5133620478247565,0.3732664399548385
indy_20160426_01,2016-04,channel_dropout_25pct,True,2016-06,2016-09,0.9391865543524927,1.6782726736688236,0.2444271717480133,8,1.3544615081502234,1.1579839897562358,1,1,warning,pass,pass,warning,0.950469952156717,0.9881286117687138,2.121789625344568,0.7909703457977275,0.8550720684903792,0.28585563808621056,5.0,1.6,16.63779044449207,0.08140873709577326,5.5133620478247565,0.2100322778935055
indy_20160426_01,2016-04,channel_permutation,True,2016-06,2016-09,0.9915848089325694,1.068772819505353,0.4267487223595878,0,1.887708548263281,1.9465912163264671,1,1,warning,pass,pass,warning,0.950469952156717,1.0432573977562978,2.121789625344568,0.5037129066609465,0.8550720684903792,0.4990792449962822,5.0,0.0,16.63779044449207,0.1134590890876502,5.5133620478247565,0.3530679101863945
indy_20160426_01,2016-04,thinning_65pct_plus_dropout_25pct,True,2016-09,2016-12,0.8544121768449114,1.7333337887652276,0.7648331320853098,7,15.121788313475733,6.228539050116203,1,2,warning,pass,warning,abstain,0.950469952156717,0.8989365470272466,2.121789625344568,0.8169206636043114,0.8550720684903792,0.8944662798255294,5.0,1.4,16.63779044449207,0.9088820035284068,5.5133620478247565,1.129717039455737
indy_20160622_01,2016-06,normal,False,2016-04,2016-09,0.8269622048416803,1.085030889078187,0.398387048418548,0,0.44946116084844046,0.7445380796452481,0,0,pass,pass,pass,pass,0.9956881814058915,0.8305433571321761,3.784437840684998,0.2867086036962869,1.6907938568998864,0.23562130107865473,5.0,0.0,25.39932043407247,0.01769579473651984,9.01038853312888,0.08263107377753724
indy_20160622_01,2016-06,spike_thinning_50pct,True,2016-04,2016-12,0.8129157318515451,2.5247371648842627,1.0878610754735945,0,4.1862473737200325,0.9472945222004953,0,0,pass,pass,pass,pass,0.9956881814058915,0.8164360560187874,3.784437840684998,0.6671366451687513,1.6907938568998864,0.643402547882576,5.0,0.0,25.39932043407247,0.1648172983441045,9.01038853312888,0.10513359315389531
indy_20160622_01,2016-06,spike_thinning_75pct,True,2016-04,2016-12,0.8181047745535521,3.7715279363856458,1.7655462679437346,0,22.037868500473017,6.6775880538634,1,1,warning,pass,pass,warning,0.9956881814058915,0.8216475698229186,3.784437840684998,0.9965886863933757,1.6907938568998864,1.0442114281044932,5.0,0.0,25.39932043407247,0.8676558318824089,9.01038853312888,0.741098791612773
indy_20160622_01,2016-06,channel_dropout_25pct,True,2016-04,2016-12,0.6409989552716602,1.7605960433265668,0.5657338814403196,8,2.1710457564418535,0.7933320447367341,1,1,warning,pass,pass,warning,0.9956881814058915,0.6437747954049055,3.784437840684998,0.4652199659349913,1.6907938568998864,0.3345966033243148,5.0,1.6,25.39932043407247,0.08547652926687979,9.01038853312888,0.08804637467295182
indy_20160622_01,2016-06,channel_permutation,True,2016-04,2016-12,0.8597885555220587,0.8933346220372784,0.398387048418548,0,0.8289517005292033,1.0407181742392146,0,0,pass,pass,pass,pass,0.9956881814058915,0.8635118620249712,3.784437840684998,0.23605477474973702,1.6907938568998864,0.23562130107865473,5.0,0.0,25.39932043407247,0.03263676690409354,9.01038853312888,0.11550203084059713
indy_20160622_01,2016-06,thinning_65pct_plus_dropout_25pct,True,2016-12,2016-12,0.9548103342607142,2.909955840902915,0.8584082707458724,8,23.859811629907682,7.40599591989053,1,1,warning,pass,pass,warning,0.9956881814058915,0.9589451317103527,3.784437840684998,0.7689268428771977,1.6907938568998864,0.5076954042876557,5.0,1.6,25.39932043407247,0.9393877955057577,9.01038853312888,0.8219396858038461
indy_20160624_03,2016-06,normal,False,2016-12,2016-09,0.3998603530637118,0.936260747881186,0.6064404397167682,0,1.399978169930815,0.5396905638652605,0,0,pass,pass,pass,pass,0.9956881814058915,0.4015919446780187,3.784437840684998,0.24739757588718092,1.6907938568998864,0.3586720150667523,5.0,0.0,25.39932043407247,0.055118725462149916,9.01038853312888,0.05989648081000693
indy_20160624_03,2016-06,spike_thinning_50pct,True,2016-12,2016-12,0.4218609416389846,0.8065475780303828,0.05472955016519371,0,5.063077956288681,0.6482166970359469,0,0,pass,pass,pass,pass,0.9956881814058915,0.42368780660158634,3.784437840684998,0.21312216291664457,1.6907938568998864,0.03236914419924717,5.0,0.0,25.39932043407247,0.19933911103766008,9.01038853312888,0.07194103724302463
indy_20160624_03,2016-06,spike_thinning_75pct,True,2016-12,2016-12,0.4353446276818671,1.520141545049443,0.8020312711241412,0,24.566729284076505,6.058822003780775,0,0,pass,pass,pass,pass,0.9956881814058915,0.43722988362397686,3.784437840684998,0.401682260098713,1.6907938568998864,0.47435189562060864,5.0,0.0,25.39932043407247,0.9672199438501878,9.01038853312888,0.6724262756821247
indy_20160624_03,2016-06,channel_dropout_25pct,True,2016-04,2016-12,0.8754667309992004,1.7672918135546647,0.3874079817388416,9,5.40618753742401,2.7977930542120513,1,1,warning,pass,pass,warning,0.9956881814058915,0.8792579316981136,3.784437840684998,0.466989256516571,1.6907938568998864,0.2291278621328587,5.0,1.8,25.39932043407247,0.21284772368050298,9.01038853312888,0.31050748188330457
indy_20160624_03,2016-06,channel_permutation,True,2016-09,2016-10,0.8267704989104765,0.9093024576687075,0.07504573216995468,1,1.0786616990614142,1.2749298571639442,0,0,pass,pass,pass,pass,0.9956881814058915,0.8303508210201845,3.784437840684998,0.240274116248695,1.6907938568998864,0.044384909410277215,5.0,0.2,25.39932043407247,0.04246813224240519,9.01038853312888,0.14149554733143363
indy_20160624_03,2016-06,thinning_65pct_plus_dropout_25pct,True,2016-12,2016-12,0.8442707457641636,1.3261328440486806,0.5015576586192149,7,22.151651327363574,5.1904554043776105,1,1,warning,pass,pass,warning,0.9956881814058915,0.8479268525333609,3.784437840684998,0.3504173935140246,1.6907938568998864,0.296640336474154,5.0,1.4,25.39932043407247,0.8721355905903592,9.01038853312888,0.5760523406170157
indy_20160627_01,2016-06,normal,False,2016-10,2016-09,0.7194949820525749,1.891013129893048,0.8550720684903792,0,1.319857017830153,1.4724374957867468,0,0,pass,pass,pass,pass,0.9956881814058915,0.7226107485143216,3.784437840684998,0.4996813818854446,1.6907938568998864,0.5057222469794015,5.0,0.0,25.39932043407247,0.05196426499898013,9.01038853312888,0.16341553867216413
indy_20160627_01,2016-06,spike_thinning_50pct,True,2016-10,2016-10,0.7161707727255768,0.7404302289899434,0.17994342265389038,0,1.2017243559647042,0.45672324346798143,0,0,pass,pass,pass,pass,0.9956881814058915,0.7192721437291324,3.784437840684998,0.1956513120733204,1.6907938568998864,0.10642540598285662,5.0,0.0,25.39932043407247,0.04731324836363043,9.01038853312888,0.05068851823522677
indy_20160627_01,2016-06,spike_thinning_75pct,True,2016-10,2016-12,0.7061619167401847,1.3543375207443646,0.5171798462875971,0,9.106393562218091,1.765275887087264,0,0,pass,pass,pass,pass,0.9956881814058915,0.709219944484124,3.784437840684998,0.3578701983645804,1.6907938568998864,0.3058798943331031,5.0,0.0,25.39932043407247,0.35852902387113167,9.01038853312888,0.19591562346027575
indy_20160627_01,2016-06,channel_dropout_25pct,True,2016-10,2016-10,0.6653687004857805,2.1083447627453893,0.8169820301924537,7,2.529808135908434,1.5452061039311558,1,1,warning,pass,pass,warning,0.9956881814058915,0.6682500735785508,3.784437840684998,0.5571091008760685,1.6907938568998864,0.4831943449868047,5.0,1.4,25.39932043407247,0.09960141030052,9.01038853312888,0.17149161750903755
indy_20160627_01,2016-06,channel_permutation,True,2016-09,2016-09,0.8411291694595293,1.387524335650121,0.550315711236252,0,1.5466917394551987,1.7644551111489035,0,0,pass,pass,pass,pass,0.9956881814058915,0.8447716716611741,3.784437840684998,0.3666394836066256,1.6907938568998864,0.32547770917814306,5.0,0.0,25.39932043407247,0.060895004788409826,9.01038853312888,0.1958245312798062
indy_20160627_01,2016-06,thinning_65pct_plus_dropout_25pct,True,2016-10,2016-12,0.7070939198564155,1.1706588258621857,0.25038169076430045,7,8.674418515649835,1.359764455849469,1,1,warning,pass,pass,warning,0.9956881814058915,0.7101559836313545,3.784437840684998,0.30933493299239706,1.6907938568998864,0.14808528534837573,5.0,1.4,25.39932043407247,0.34152167724981125,9.01038853312888,0.15091074606272137
indy_20160630_01,2016-06,normal,False,2016-04,2016-12,0.666322534500864,2.382093110941379,1.0705957688830114,2,7.440695016009165,3.6780051870301835,0,0,pass,pass,pass,pass,0.9956881814058915,0.6692080381631427,3.784437840684998,0.6294443748903564,1.6907938568998864,0.6331911867990673,5.0,0.4,25.39932043407247,0.29294858637350324,9.01038853312888,0.4081960698483872
indy_20160630_01,2016-06,spike_thinning_50pct,True,2016-04,2016-12,0.6764416155058712,3.313610438854865,1.7300815659187152,2,20.049050555379928,7.014594033810844,1,1,warning,pass,pass,warning,0.9956881814058915,0.679370939756209,3.784437840684998,0.8755885493035575,1.6907938568998864,1.0232362501546248,5.0,0.4,25.39932043407247,0.7893538178480041,9.01038853312888,0.7785007281339741
indy_20160630_01,2016-06,spike_thinning_75pct,True,2016-12,2016-12,0.6807714720923945,2.649205571905686,1.5085563729254687,2,60.54767861063685,22.127452957899465,0,1,pass,warning,warning,warning,0.9956881814058915,0.6837195467472146,3.784437840684998,0.7000261818083315,1.6907938568998864,0.8922177986212023,5.0,0.4,25.39932043407247,2.383830652784468,9.01038853312888,2.455771233009821
indy_20160630_01,2016-06,channel_dropout_25pct,True,2016-04,2016-12,0.6322796187652664,3.2589547488503734,1.7746125112087519,10,8.715852440687925,3.5328848257603918,2,2,abstain,pass,pass,abstain,0.9956881814058915,0.6350176998912455,3.784437840684998,0.8611463276829749,1.6907938568998864,1.0495735502981713,5.0,2.0,25.39932043407247,0.3431529777858094,9.01038853312888,0.3920901759975037
indy_20160630_01,2016-06,channel_permutation,True,2016-10,2016-10,0.9298894187089506,2.206417129918468,0.41681186364669487,2,3.5414091659684006,0.7885630409208142,0,0,pass,pass,pass,pass,0.9956881814058915,0.9339162963609406,3.784437840684998,0.5830237469349207,1.6907938568998864,0.24651843981201235,5.0,0.4,25.39932043407247,0.13942928808511348,9.01038853312888,0.08751709629628854
indy_20160630_01,2016-06,thinning_65pct_plus_dropout_25pct,True,2016-12,2016-12,0.8257956657116844,2.657235183426995,1.7384566022684336,10,84.09529721347833,34.946946279099016,2,3,abstain,warning,warning,abstain,0.9956881814058915,0.8293717663151104,3.784437840684998,0.7021479266643272,1.6907938568998864,1.0281895662052725,5.0,2.0,25.39932043407247,3.310927055381642,9.01038853312888,3.87851713059965
indy_20160915_01,2016-09,normal,False,2016-10,2016-10,0.654355480704019,0.7200880576428861,0.35346311956798293,1,2.231356717510354,0.44759346636191316,0,0,pass,pass,pass,pass,0.9956881814058915,0.6571891611489075,2.573326277177811,0.27982773270112205,1.6907938568998864,0.20905157546294056,5.0,0.2,31.407548419363316,0.07104523688753378,8.425627222561538,0.05312286605362502
indy_20160915_01,2016-09,spike_thinning_50pct,True,2016-10,2016-12,0.6402054822270022,0.678726222856461,0.30525438416036166,1,10.121956687661427,1.0550934205353606,0,0,pass,pass,pass,pass,0.9956881814058915,0.6429778862324599,2.573326277177811,0.26375443676766314,1.6907938568998864,0.1805390899160548,5.0,0.2,31.407548419363316,0.3222778343763074,8.425627222561538,0.1252243177469456
indy_20160915_01,2016-09,spike_thinning_75pct,True,2016-10,2016-12,0.611896578387594,1.7580288514420215,1.02204708197208,1,37.221852858529964,8.57815607371107,0,1,pass,warning,warning,warning,0.9956881814058915,0.6145463909430043,2.573326277177811,0.6831737067442791,1.6907938568998864,0.6044776409621154,5.0,0.2,31.407548419363316,1.185124428100285,8.425627222561538,1.018102966950769
