epoch,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,validation_loss_mean,validation_loss_std,validation_loss_min,validation_loss_max,train_loss_mean,train_accuracy_mean
11,0.5780590717299577,0.012789404697238549,0.5632911392405063,0.5854430379746836,0.5782024062278839,0.01285969172453698,0.5633537635700837,0.5857268757761487,0.5778065175374513,0.012590233864944659,0.563273644994592,0.5854056706761345,0.6899170311760594,0.016595750499155553,0.673088679243348,0.706269964164256,0.6072032782523394,0.6513561545913479
12,0.5770042194092827,0.009667881212986996,0.5664556962025317,0.5854430379746836,0.5771675412944491,0.009720824546566764,0.5665785362336258,0.5856868164884028,0.5767652474306887,0.009497304976950668,0.5663471266440284,0.5849400912417907,0.688090520632628,0.01707386716620134,0.6697103450959401,0.7034566751460365,0.602988681981295,0.6595301081435966
13,0.5822784810126582,0.016745261462434102,0.569620253164557,0.6012658227848101,0.5824620438248608,0.01684439461823484,0.5697632496094219,0.6015703240796378,0.5819426949636203,0.016372591605674797,0.56946503706672,0.6004816375677304,0.6873363375928051,0.01674383076898068,0.6693576439461674,0.7024844829913759,0.5992204051556342,0.6661271425393303
14,0.5875527426160337,0.014269777698806593,0.5727848101265823,0.6012658227848101,0.5877698994511877,0.01424538631812675,0.572988022272964,0.6014100869286544,0.5871195066844926,0.014354067131223542,0.5724379854673014,0.6011220196353436,0.6860294821765716,0.014255042707159424,0.6705167238711025,0.6985526201757356,0.5956839337045904,0.668498733442246
15,0.5886075949367089,0.01761950747731018,0.5727848101265823,0.6075949367088608,0.5888314705764531,0.017587840845021713,0.5730280815607098,0.6077795136802467,0.5881832904977572,0.01776185984997081,0.57226650624154,0.6073432740099407,0.6863334432188303,0.01343983832652866,0.6724051841311167,0.6992247941464699,0.5922689135924835,0.6727200354896349
16,0.5864978902953587,0.01561038880479827,0.5759493670886076,0.6044303797468354,0.5866682690381765,0.015575917045122702,0.5760926170732684,0.6045547410167047,0.5862436840842644,0.015727096073108942,0.5757964335804449,0.6043313199306828,0.6873720934958509,0.01379425741252953,0.6735811221527442,0.7011696346310566,0.5890700462923595,0.6777371290380533
17,0.5812236286919831,0.004833940606493528,0.5759493670886076,0.5854430379746836,0.5813737665077648,0.004831685414274428,0.5760525577855226,0.5854865200496735,0.5809257500946844,0.004800830177708155,0.5758814102564103,0.5854388863852586,0.6862841531670427,0.013987438068852224,0.6731615816805465,0.7010000089122176,0.585986541104057,0.6782662295671538
18,0.5748945147679324,0.012789404697238554,0.5632911392405063,0.5886075949367089,0.5750176928520877,0.012904009005327304,0.563273644994592,0.5888314705764531,0.5746813037194635,0.012593573572613082,0.563273644994592,0.5881951962789205,0.685687922081096,0.014236190184539648,0.6712551525263363,0.6997190323265181,0.5833532158061926,0.6761581515090586
19,0.5875527426160337,0.013175101262443843,0.5727848101265823,0.5981012658227848,0.5877431932593572,0.01323741772500172,0.5729479629852181,0.5984657292793334,0.5870926203155805,0.012835227160794995,0.5725750698848778,0.59693472736951,0.6835604391532014,0.013835957404119859,0.6692108809129508,0.6968180918558419,0.580363603010055,0.6838040090179768
20,0.5864978902953587,0.01561038880479827,0.5759493670886076,0.6044303797468354,0.5867617407095835,0.015736932291613704,0.5760926170732684,0.6048351560309257,0.5857982859017651,0.014958879942048194,0.5757964335804449,0.6029951253831851,0.6831340724222374,0.015267731033802186,0.6677922168227909,0.6983265832331907,0.5777344580528924,0.6893418049357796
21,0.5748945147679324,0.017429020719259853,0.5569620253164557,0.5917721518987342,0.5751245176194101,0.017483163913717632,0.557104514681729,0.5920161839522493,0.5743981733717073,0.017248507121969615,0.5568022440392707,0.591276883741916,0.6833434717943998,0.014998887321503547,0.6685609593152617,0.6985497529530753,0.5754592652612572,0.6885554654811759
22,0.580168776371308,0.007963960374758166,0.5727848101265823,0.5886075949367089,0.5804190201498217,0.007951062251131817,0.5730280815607098,0.5888314705764531,0.5796206985837576,0.008034155241377674,0.57226650624154,0.5881951962789205,0.6825607133832655,0.01119747545986037,0.6720911792902733,0.6943662565316335,0.5729349225676407,0.6948786046013024
23,0.5812236286919831,0.010172627385013656,0.569620253164557,0.5886075949367089,0.5814405319873412,0.010131495985580335,0.5698834274726595,0.5887914112887073,0.5808163203049926,0.01036155370075148,0.5689987163029526,0.5883437550104217,0.6820946242943302,0.010138500189294554,0.6718632484667966,0.6921376236042994,0.5705459317691475,0.694614046103262
24,0.5875527426160337,0.004833940606493528,0.5822784810126582,0.5917721518987342,0.5877698994511876,0.004864730037108109,0.5824620438248608,0.5920161839522493,0.5871608873438062,0.004718944074045952,0.5820105820105821,0.591276883741916,0.6825627475736248,0.008322111498271483,0.6738032511530236,0.6903646232848769,0.5683361890286953,0.7030744263027727
25,0.5907172995780591,0.015610388804798207,0.5727848101265823,0.6012658227848101,0.5908878473474074,0.015650271325907024,0.5729079036974722,0.6014501462164002,0.5904876400903815,0.015508339721103919,0.5726778255251375,0.601010101010101,0.6848417795526717,0.00986462717047638,0.674464230284827,0.6940975829063837,0.5662029546131311,0.7049137550164595
26,0.5907172995780591,0.015610388804798207,0.5727848101265823,0.6012658227848101,0.5908878473474074,0.015646297476338226,0.5729079036974722,0.6014100869286544,0.5904711738008409,0.015509015135935902,0.5726778255251375,0.6011220196353436,0.6857607541093866,0.011563618929430062,0.6735082689572595,0.696483162309397,0.5641944416944956,0.7054365733927528
27,0.5907172995780591,0.012789404697238549,0.5759493670886076,0.5981012658227848,0.590914553539238,0.01273266359520138,0.576212794936506,0.5983856107038417,0.5902847119458913,0.012949552917672066,0.5753369704749679,0.5980972409994492,0.6839995712838735,0.012764384686861967,0.6703422196687723,0.6956279425588799,0.5621329784010443,0.706229178533184
28,0.5959915611814346,0.011980819294937287,0.5822784810126582,0.6044303797468354,0.5962090560696498,0.012048331659001836,0.5824219845371149,0.6047149781676882,0.5955845704949112,0.011743347313425218,0.5821278300941695,0.6037597680740718,0.6840904608107486,0.012788470699617548,0.6697743617888218,0.6943841066654343,0.560277659801317,0.7035753353623947
29,0.5886075949367089,0.009493670886075944,0.5791139240506329,0.5981012658227848,0.5887914112887073,0.009574232625586128,0.5792372711613187,0.5983856107038417,0.5882958917924659,0.009206786670206846,0.5790085244062466,0.597419924363257,0.6832223548254618,0.011526239017224379,0.6699483973024447,0.6906994077741931,0.5584902824411737,0.7093828933438656
30,0.589662447257384,0.014955112741305678,0.5727848101265823,0.6012658227848101,0.589866335509888,0.014934840849521132,0.572988022272964,0.6013700276409085,0.589259994934502,0.014990077451597696,0.5724379854673014,0.601201923076923,0.6844591953759384,0.012220947946458375,0.6707152638150703,0.6941024113521645,0.5568588945268265,0.7104317246905403
31,0.589662447257384,0.018270578138912242,0.5791139240506329,0.6107594936708861,0.5898930417017185,0.01835279445776663,0.579157152585827,0.6110844049192805,0.5890511970008214,0.018044873996799788,0.5781634230309843,0.6098804588933164,0.6835124090286882,0.010628194496529134,0.6721931217325332,0.6932786107959673,0.555118782839957,0.712273152944156
32,0.5864978902953587,0.017994432604675075,0.5664556962025317,0.6012658227848101,0.5866816221340918,0.01802412367026705,0.5666586548091175,0.6016103833673837,0.586037586982642,0.017775443687275055,0.5661037334001504,0.6002409638554216,0.6840695766571784,0.009555357727204807,0.6744471815220039,0.6935564554790622,0.553379809450563,0.7143853889146597
33,0.5959915611814346,0.012789404697238554,0.5822784810126582,0.6075949367088608,0.5962090560696497,0.012783657700770043,0.5824620438248608,0.6077394543925009,0.5955525475693446,0.012800560601809128,0.5820105820105821,0.6074534161490683,0.682687171644193,0.008148944610292967,0.6743741686047001,0.6906614976243697,0.5519530163148095,0.7172912674453241
34,0.5981012658227848,0.01674526146243408,0.5854430379746836,0.6170886075949367,0.5983054921283499,0.01670102406112587,0.5855666386251652,0.6172134759443977,0.597639727913804,0.016964347530680813,0.5853392232873557,0.616992717692901,0.681448781894891,0.009740167211614047,0.6709276754111835,0.6901518046106933,0.550573113122999,0.7178151479418169
35,0.5949367088607596,0.00837263073121704,0.5886075949367089,0.6044303797468354,0.5951875442321302,0.008274845232283487,0.588871529864199,0.6045547410167047,0.5943106805036124,0.008773025481725491,0.5880134788189987,0.6043313199306828,0.6845649739069319,0.01042706330699674,0.6737960357935059,0.6946127173647517,0.5490426593999432,0.7167601250107242
36,0.5917721518987342,0.01761950747731017,0.5727848101265823,0.6075949367088608,0.5920161839522493,0.017559167541942835,0.5730681408484557,0.6077394543925009,0.5912180139761158,0.01787645345267963,0.5720605495199976,0.6074534161490683,0.6861523541023816,0.009759876914339258,0.6755682143588286,0.6947966153171097,0.5475298601426065,0.7238852142823385
37,0.6044303797468354,0.013793983998546444,0.5949367088607594,0.620253164556962,0.604661565784027,0.013721027296116508,0.5952008973280455,0.6203981893201939,0.6039626221769296,0.014073280686788151,0.5943517329910141,0.6201162091765178,0.6859932397971319,0.010608415324827751,0.6756315827296503,0.6968322944500704,0.5461894363541265,0.7231040783933629
38,0.5970464135021097,0.01561038880479827,0.5791139240506329,0.6075949367088608,0.5972172148112539,0.015650271325907024,0.5792372711613187,0.6077795136802467,0.5968203480730814,0.015510013906007347,0.5790085244062466,0.6073432740099407,0.684005115066558,0.011372432995434691,0.6739066727787315,0.6963240218814772,0.5448085001351352,0.7244153522311687
39,0.5970464135021097,0.009667881212987006,0.5886075949367089,0.6075949367088608,0.5972439210030845,0.009729460074216219,0.5887513520009614,0.6078596322557385,0.5967214653177334,0.009451834561899602,0.5884592266078942,0.607028241335045,0.6832084741321428,0.010807909255912929,0.673027791319213,0.6945499094893443,0.543506532295371,0.7249350501147833
40,0.5959915611814346,0.007963960374758166,0.5886075949367089,0.6044303797468354,0.5962357622614803,0.007964757936832581,0.5889115891519449,0.6047149781676882,0.5954496353821744,0.008001007635648084,0.5877985149508328,0.6037597680740718,0.6856833730644644,0.010443663539290278,0.6765589484711779,0.6970741111905215,0.5425326873745537,0.7267879311528745
41,0.6023206751054853,0.01495511274130574,0.5854430379746836,0.6139240506329114,0.602578482821242,0.014890748181852166,0.5857669350638945,0.6141088811440932,0.6017371728494254,0.015287681002907649,0.5845068302034508,0.6136764470097804,0.687731066084376,0.01086257016887323,0.6783840420338002,0.6996482157815911,0.5411383250546876,0.725744328072298
42,0.5938818565400844,0.016239245061540796,0.5759493670886076,0.6075949367088608,0.5941393262027801,0.01621400599384662,0.576212794936506,0.6077795136802467,0.5932912963444307,0.016356103069553977,0.5753369704749679,0.6073432740099407,0.6857862611660149,0.01064690402524976,0.6781029215042713,0.6979394461448358,0.5400064819259645,0.7236216849705381
43,0.5981012658227848,0.01761950747731018,0.5822784810126582,0.6170886075949367,0.5983589045120111,0.017609421501464533,0.5825421624003525,0.6173336538076353,0.597550337126805,0.01769261046591459,0.5816752246469833,0.6166240537424175,0.6858173578329495,0.00829171846106903,0.6796701566771319,0.695247965057077,0.5387176430808689,0.7304728872000353
44,0.5928270042194094,0.023326312645037952,0.5664556962025317,0.6107594936708861,0.5930777550775147,0.023292839639356213,0.5667387733846092,0.6109642270560429,0.5922847302808066,0.023516340911705246,0.5657207058091827,0.6104434978702079,0.6856593151862124,0.007480062041618658,0.6797478407070875,0.6940686916014497,0.5374893229999003,0.7280961174319612
45,0.5907172995780591,0.023961638589874573,0.5632911392405063,0.6075949367088608,0.5909679659228991,0.02390627849637148,0.5635941192965589,0.6077394543925009,0.5901224411446122,0.024232429086105706,0.5624322697170379,0.6074534161490683,0.6846663952157397,0.00760219551477088,0.6784937466688571,0.6931580117183119,0.5362933225699928,0.7302177066470116
46,0.5970464135021096,0.0018270578138912307,0.5949367088607594,0.5981012658227848,0.5973240395785763,0.001806780462099786,0.5952409566157914,0.5984657292793334,0.5963262527537441,0.001954322419793481,0.5941400762592816,0.5979039546324407,0.6836873120296962,0.005547573620537712,0.6782774650740073,0.6893630502126853,0.5351882326482464,0.7339109785189895
47,0.5981012658227848,0.0031645569620253333,0.5949367088607594,0.6012658227848101,0.598398963799757,0.003146779658838662,0.5953210751912831,0.6016103833673837,0.5972543504498852,0.003358863168995782,0.5936181328617932,0.6002409638554216,0.6836759356931318,0.007967719079387871,0.677281598359324,0.6926018812691276,0.5343242392191053,0.736283598608145
48,0.5907172995780591,0.01495511274130574,0.5791139240506329,0.6075949367088608,0.5910213783065603,0.014854007843851397,0.5794776268877939,0.6077795136802467,0.5898251019023966,0.015499593727110243,0.5778922735444475,0.6073432740099407,0.6833442101783905,0.009146882957819014,0.6752049259554016,0.6932430466679352,0.5331867562193815,0.7362731914768886
49,0.6002109704641351,0.013175101262443886,0.5854430379746836,0.6107594936708861,0.6005221060502878,0.013121134179060185,0.5858069943516404,0.6110042863437888,0.5993546903719812,0.013518032924158619,0.5842397581528016,0.610287261242292,0.6820958789326331,0.006637509137231272,0.6749219796880895,0.6880190444628812,0.5321180791078095,0.7381166863364741
50,0.600210970464135,0.003654115627782461,0.5981012658227848,0.6044303797468354,0.600535459146203,0.00361962506688893,0.5984256699915875,0.6047149781676882,0.5992960466639884,0.003867863253335966,0.59693472736951,0.6037597680740718,0.6812496764766167,0.007382255582423539,0.6727343098646482,0.6858451408981966,0.5312306263251205,0.7386437037926253
