accuracy,balanced_accuracy,macro_f1,confusion_matrix,seed,epoch,validation_loss
0.6107594936708861,0.6110042863437888,0.610287261242292,"[[91, 68], [55, 102]]",42,49,0.6833466126469285
0.6044303797468354,0.6047149781676882,0.6037597680740718,"[[89, 70], [55, 102]]",42,50,0.6858451408981966
0.5284810126582279,0.5287625686015303,0.5276816435442936,"[[77, 82], [67, 90]]",43,1,0.719191444913835
0.560126582278481,0.560609702359492,0.5577838855497498,"[[77, 82], [57, 100]]",43,2,0.700520394028169
0.5727848101265823,0.5731482594239474,0.5715447889360933,"[[82, 77], [58, 99]]",43,3,0.6948750478217081
0.5981012658227848,0.5984657292793334,0.59693472736951,"[[86, 73], [54, 103]]",43,4,0.684803469127214
0.6075949367088608,0.6077795136802467,0.6073432740099407,"[[92, 67], [57, 100]]",43,5,0.6782208010471192
0.5949367088607594,0.5951207787525538,0.5946769280102613,"[[90, 69], [59, 98]]",43,6,0.6786792587867337
0.5822784810126582,0.5824219845371149,0.5821278300941695,"[[89, 70], [62, 95]]",43,7,0.676659904192235
0.5854430379746836,0.5855265793374194,0.5854056706761345,"[[91, 68], [63, 94]]",43,8,0.6753105817130737
0.5886075949367089,0.588871529864199,0.5880134788189987,"[[87, 72], [58, 99]]",43,9,0.67187684310794
0.5791139240506329,0.5793975083123022,0.5784003932308124,"[[85, 74], [59, 98]]",43,10,0.6728925517642773
0.5854430379746836,0.5857268757761487,0.5847402369416272,"[[86, 73], [58, 99]]",43,11,0.673088679243348
0.5854430379746836,0.5856868164884028,0.5849400912417907,"[[87, 72], [59, 98]]",43,12,0.6697103450959401
0.6012658227848101,0.6015703240796378,0.6004816375677304,"[[88, 71], [55, 102]]",43,13,0.6693576439461674
0.5886075949367089,0.5889115891519449,0.5877985149508328,"[[86, 73], [57, 100]]",43,14,0.6705167238711025
0.5727848101265823,0.5730280815607098,0.57226650624154,"[[85, 74], [61, 96]]",43,15,0.6724051841311167
0.5791139240506329,0.5793574490245563,0.5786032987416655,"[[86, 73], [60, 97]]",43,16,0.6735811221527442
0.5822784810126582,0.5825822216880984,0.5814569536423841,"[[85, 74], [58, 99]]",43,17,0.6731615816805465
0.5886075949367089,0.5888314705764531,0.5881951962789205,"[[88, 71], [59, 98]]",43,18,0.6712551525263363
0.5981012658227848,0.5984657292793334,0.59693472736951,"[[86, 73], [54, 103]]",43,19,0.6692108809129508
0.6044303797468354,0.6048351560309257,0.6029951253831851,"[[86, 73], [52, 105]]",43,20,0.6677922168227909
0.5759493670886076,0.5762528542242519,0.5751153923339354,"[[84, 75], [59, 98]]",43,21,0.6685609593152617
0.5791139240506329,0.5793975083123022,0.5784003932308124,"[[85, 74], [59, 98]]",43,22,0.6720911792902733
0.569620253164557,0.5698834274726595,0.5689987163029526,"[[84, 75], [61, 96]]",43,23,0.6718632484667966
0.5917721518987342,0.5920161839522493,0.591276883741916,"[[88, 71], [58, 99]]",43,24,0.6738032511530236
0.5981012658227848,0.5983054921283499,0.5977749937359058,"[[90, 69], [58, 99]]",43,25,0.674464230284827
0.5981012658227848,0.5983455514160958,0.5976136762420414,"[[89, 70], [57, 100]]",43,26,0.6735082689572595
0.5981012658227848,0.5983856107038417,0.597419924363257,"[[88, 71], [56, 101]]",43,27,0.6703422196687723
0.6044303797468354,0.6047149781676882,0.6037597680740718,"[[89, 70], [55, 102]]",43,28,0.6697743617888218
0.5981012658227848,0.5983856107038417,0.597419924363257,"[[88, 71], [56, 101]]",43,29,0.6699483973024447
0.5949367088607594,0.5952409566157914,0.5941400762592816,"[[87, 72], [56, 101]]",43,30,0.6707152638150703
0.6107594936708861,0.6110844049192805,0.6098804588933164,"[[89, 70], [53, 104]]",43,31,0.6721931217325332
0.6012658227848101,0.6016103833673837,0.6002409638554216,"[[87, 72], [54, 103]]",43,32,0.6744471815220039
0.5981012658227848,0.5984256699915875,0.5971936445483834,"[[87, 72], [55, 102]]",43,33,0.6743741686047001
0.5917721518987342,0.5921363618154869,0.5905872427611558,"[[85, 74], [55, 102]]",43,34,0.6709276754111835
0.5917721518987342,0.5921363618154869,0.5905872427611558,"[[85, 74], [55, 102]]",43,35,0.6737960357935059
0.5949367088607594,0.5952409566157914,0.5941400762592816,"[[87, 72], [56, 101]]",43,36,0.6755682143588286
0.5949367088607594,0.5952008973280455,0.5943517329910141,"[[88, 71], [57, 100]]",43,37,0.6756315827296503
0.6044303797468354,0.6046348595921964,0.6041092458030568,"[[91, 68], [57, 100]]",43,38,0.6739066727787315
0.6075949367088608,0.6078596322557385,0.607028241335045,"[[90, 69], [55, 102]]",43,39,0.673027791319213
0.6044303797468354,0.6047149781676882,0.6037597680740718,"[[89, 70], [55, 102]]",43,40,0.6765589484711779
0.6075949367088608,0.6078596322557385,0.607028241335045,"[[90, 69], [55, 102]]",43,41,0.6783840420338002
0.5981012658227848,0.5984256699915875,0.5971936445483834,"[[87, 72], [55, 102]]",43,42,0.6781029215042713
0.5949367088607594,0.5952008973280455,0.5943517329910141,"[[88, 71], [57, 100]]",43,43,0.6796701566771319
0.6012658227848101,0.601530264791892,0.6006899871630296,"[[89, 70], [56, 101]]",43,44,0.6797478407070875
0.6012658227848101,0.6015703240796378,0.6004816375677304,"[[88, 71], [55, 102]]",43,45,0.6784937466688571
0.5981012658227848,0.5984657292793334,0.59693472736951,"[[86, 73], [54, 103]]",43,46,0.6782774650740073
0.6012658227848101,0.6016103833673837,0.6002409638554216,"[[87, 72], [54, 103]]",43,47,0.677281598359324
0.5791139240506329,0.5794776268877939,0.5778922735444475,"[[83, 76], [57, 100]]",43,48,0.6752049259554016
0.6044303797468354,0.604755037455434,0.6035370517208498,"[[88, 71], [54, 103]]",43,49,0.6749219796880895
0.5981012658227848,0.5984657292793334,0.59693472736951,"[[86, 73], [54, 103]]",43,50,0.6727343098646482
0.5126582278481012,0.5128390017225494,0.5123456790123457,"[[77, 82], [72, 85]]",44,1,0.7155131187577141
0.5189873417721519,0.5192084284741417,0.5185051525722764,"[[77, 82], [70, 87]]",44,2,0.7199708634245153
0.5316455696202531,0.5319472819773264,0.5307244631747943,"[[77, 82], [66, 91]]",44,3,0.7227593948019239
0.5253164556962026,0.5254576773624965,0.5251452614706472,"[[80, 79], [71, 86]]",44,4,0.7175019412524759
0.5221518987341772,0.5221527861234627,0.5221471133143057,"[[83, 76], [75, 82]]",44,5,0.7128698407760848
0.5443037974683544,0.5442855426030525,0.5442855426030525,"[[87, 72], [72, 85]]",44,6,0.7093146134773063
0.5411392405063291,0.5411408885150022,0.5411346452355916,"[[86, 73], [72, 85]]",44,7,0.7116412981161842
0.5411392405063291,0.5411809478027481,0.5411346452355916,"[[85, 74], [71, 86]]",44,8,0.7081763803020638
0.5569620253164557,0.557104514681729,0.5568022440392707,"[[85, 74], [66, 91]]",44,9,0.7078088674180206
0.5506329113924051,0.5507350879301366,0.5505608974358974,"[[85, 74], [68, 89]]",44,10,0.7077251243674288
0.5632911392405063,0.5633537635700837,0.563273644994592,"[[88, 71], [67, 90]]",44,11,0.706269964164256
0.5664556962025317,0.5665785362336258,0.5663471266440284,"[[87, 72], [65, 92]]",44,12,0.7034566751460365
0.569620253164557,0.5697632496094219,0.56946503706672,"[[87, 72], [64, 93]]",44,13,0.7024844829913759
0.5727848101265823,0.572988022272964,0.5724379854673014,"[[86, 73], [62, 95]]",44,14,0.6985526201757356
0.5854430379746836,0.5856868164884028,0.5849400912417907,"[[87, 72], [59, 98]]",44,15,0.6992247941464699
0.5759493670886076,0.5760926170732684,0.5757964335804449,"[[88, 71], [63, 94]]",44,16,0.7011696346310566
0.5759493670886076,0.5760525577855226,0.5758814102564103,"[[89, 70], [64, 93]]",44,17,0.7010000089122176
0.5727848101265823,0.5729479629852181,0.5725750698848778,"[[87, 72], [63, 94]]",44,18,0.6997190323265181
0.5727848101265823,0.5729479629852181,0.5725750698848778,"[[87, 72], [63, 94]]",44,19,0.6968180918558419
0.5759493670886076,0.5760926170732684,0.5757964335804449,"[[88, 71], [63, 94]]",44,20,0.6983265832331907
0.5569620253164557,0.557104514681729,0.5568022440392707,"[[85, 74], [66, 91]]",44,21,0.6985497529530753
0.5727848101265823,0.5730280815607098,0.57226650624154,"[[85, 74], [61, 96]]",44,22,0.6943662565316335
0.5854430379746836,0.585646757200657,0.5851064896016036,"[[88, 71], [60, 97]]",44,23,0.6921376236042994
0.5822784810126582,0.5824620438248608,0.5820105820105821,"[[88, 71], [61, 96]]",44,24,0.6903646232848769
0.5727848101265823,0.5729079036974722,0.5726778255251375,"[[88, 71], [64, 93]]",44,25,0.6940975829063837
0.5727848101265823,0.5729079036974722,0.5726778255251375,"[[88, 71], [64, 93]]",44,26,0.696483162309397
0.5759493670886076,0.576212794936506,0.5753369704749679,"[[85, 74], [60, 97]]",44,27,0.6956279425588799
0.5822784810126582,0.5824219845371149,0.5821278300941695,"[[89, 70], [62, 95]]",44,28,0.6943841066654343
0.5791139240506329,0.5792372711613187,0.5790085244062466,"[[89, 70], [63, 94]]",44,29,0.6906994077741931
0.5727848101265823,0.572988022272964,0.5724379854673014,"[[86, 73], [62, 95]]",44,30,0.6941024113521645
0.5791139240506329,0.579437567600048,0.5781634230309843,"[[84, 75], [58, 99]]",44,31,0.6932786107959673
0.5664556962025317,0.5666586548091175,0.5661037334001504,"[[85, 74], [63, 94]]",44,32,0.6935564554790622
0.5822784810126582,0.5824620438248608,0.5820105820105821,"[[88, 71], [61, 96]]",44,33,0.6906614976243697
0.5854430379746836,0.5855666386251652,0.5853392232873557,"[[90, 69], [62, 95]]",44,34,0.6901518046106933
0.5886075949367089,0.588871529864199,0.5880134788189987,"[[87, 72], [58, 99]]",44,35,0.6946127173647517
0.5727848101265823,0.5730681408484557,0.5720605495199976,"[[84, 75], [60, 97]]",44,36,0.6947966153171097
0.5981012658227848,0.5983856107038417,0.597419924363257,"[[88, 71], [56, 101]]",44,37,0.6968322944500704
0.5791139240506329,0.5792372711613187,0.5790085244062466,"[[89, 70], [63, 94]]",44,38,0.6963240218814772
0.5949367088607594,0.5951207787525538,0.5946769280102613,"[[90, 69], [59, 98]]",44,39,0.6945499094893443
0.5886075949367089,0.5889115891519449,0.5877985149508328,"[[86, 73], [57, 100]]",44,40,0.6970741111905215
0.5854430379746836,0.5857669350638945,0.5845068302034508,"[[85, 74], [57, 100]]",44,41,0.6996482157815911
0.5759493670886076,0.576212794936506,0.5753369704749679,"[[85, 74], [60, 97]]",44,42,0.6979394461448358
0.5822784810126582,0.5825421624003525,0.5816752246469833,"[[86, 73], [59, 98]]",44,43,0.695247965057077
0.5664556962025317,0.5667387733846092,0.5657207058091827,"[[83, 76], [61, 96]]",44,44,0.6940686916014497
0.5632911392405063,0.5635941192965589,0.5624322697170379,"[[82, 77], [61, 96]]",44,45,0.6931580117183119
0.5949367088607594,0.5952409566157914,0.5941400762592816,"[[87, 72], [56, 101]]",44,46,0.6893630502126853
0.5949367088607594,0.5953210751912831,0.5936181328617932,"[[85, 74], [54, 103]]",44,47,0.6926018812691276
0.5854430379746836,0.5858069943516404,0.5842397581528016,"[[84, 75], [56, 101]]",44,48,0.6932430466679352
0.5854430379746836,0.5858069943516404,0.5842397581528016,"[[84, 75], [56, 101]]",44,49,0.6880190444628812
0.5981012658227848,0.5984256699915875,0.5971936445483834,"[[87, 72], [55, 102]]",44,50,0.6851695786670052
