seed,evaluated_cases,accuracy,balanced_accuracy,macro_f1,mean_log_loss,confusion_matrix
42,316,0.8417721518987342,0.8420061691303129,0.8416135370303541,0.3645428323828415,"[[128, 31], [19, 138]]"
43,316,0.8291139240506329,0.8291871970516365,0.8291070784761447,0.35871208745921657,"[[130, 29], [25, 132]]"
44,316,0.8164556962025317,0.8167287585626728,0.8161906290115533,0.3997603026449152,"[[123, 36], [22, 135]]"
