outer_seed,outer_fold,inner_seed,inner_fold,c,training_accuracy,accuracy,balanced_accuracy,macro_f1,confusion_matrix
42,1,42001,4,1.0,0.9631578947368421,0.6612903225806451,0.6612903225806451,0.6569169960474308,"[[24, 7], [14, 17]]"
42,1,42001,1,3.0,0.973404255319149,0.703125,0.703125,0.7013018914271678,"[[25, 7], [12, 20]]"
42,1,42001,2,3.0,0.9788359788359788,0.5555555555555556,0.5569556451612903,0.552738336713996,"[[15, 17], [11, 20]]"
42,1,42001,3,3.0,0.9894179894179894,0.6031746031746031,0.6043346774193548,0.6015684290412344,"[[17, 15], [10, 21]]"
42,1,42001,4,3.0,0.9947368421052631,0.6774193548387096,0.6774193548387096,0.6719576719576719,"[[25, 6], [14, 17]]"
42,1,42001,1,10.0,1.0,0.703125,0.703125,0.7013018914271678,"[[25, 7], [12, 20]]"
42,1,42001,2,10.0,1.0,0.5714285714285714,0.5730846774193548,0.5675057208237986,"[[15, 17], [10, 21]]"
42,1,42001,3,10.0,1.0,0.6507936507936508,0.6517137096774194,0.65,"[[19, 13], [9, 22]]"
42,1,42001,4,10.0,1.0,0.6774193548387096,0.6774193548387097,0.6688034188034188,"[[26, 5], [15, 16]]"
42,2,42002,1,0.001,0.6329787234042553,0.484375,0.484375,0.47813194959229055,"[[12, 20], [13, 19]]"
42,2,42002,2,0.001,0.6084656084656085,0.5396825396825397,0.5418346774193548,0.5321382842509603,"[[13, 19], [10, 21]]"
42,2,42002,3,0.001,0.656084656084656,0.5238095238095238,0.5211693548387097,0.5088357588357588,"[[22, 10], [20, 11]]"
42,2,42002,4,0.001,0.631578947368421,0.5,0.5,0.49986989331251624,"[[15, 16], [15, 16]]"
42,2,42002,1,0.003,0.6702127659574468,0.46875,0.46875,0.464039408866995,"[[12, 20], [14, 18]]"
42,2,42002,2,0.003,0.6190476190476191,0.5238095238095238,0.5252016129032258,0.52079107505071,"[[14, 18], [12, 19]]"
42,2,42002,3,0.003,0.6878306878306878,0.5555555555555556,0.5529233870967742,0.5415800415800416,"[[23, 9], [19, 12]]"
