session,subject,fold,epoch,learning_rate,optimization_loss,gradient_mean_before_clip,gradient_max_before_clip,train_loss,train_r2,validation_loss,validation_r2
indy_20160622_01,indy,3,3,0.0008779754323328191,0.32709794463928027,1.0872846924025437,1.7622915506362915,0.24357803165912628,0.7564206123352051,0.2993715703487396,0.6958870887756348
indy_20160622_01,indy,3,4,0.0008509529358847655,0.278461601481475,1.0051767846633648,1.6955870389938354,0.22060097754001617,0.7793985605239868,0.2988123297691345,0.6941049098968506
indy_20160622_01,indy,3,5,0.0008140576474687264,0.24487598051818413,0.9062273892863043,1.3013927936553955,0.18790219724178314,0.8120979070663452,0.2668338716030121,0.7285064458847046
indy_20160622_01,indy,3,6,0.0007681980515339464,0.23418987283904058,0.9076576520656717,1.2578588724136353,0.1746477484703064,0.8253523707389832,0.2560883164405823,0.7384942770004272
indy_20160622_01,indy,3,7,0.0007145033635316129,0.21819331309345516,0.8931323721491057,1.7115060091018677,0.1574879139661789,0.8425122499465942,0.24370582401752472,0.7522422075271606
indy_20160622_01,indy,3,8,0.0006542957248827961,0.20539382995503078,0.8338442773654543,1.7216781377792358,0.15548548102378845,0.8445141315460205,0.24413858354091644,0.7506667971611023
indy_20160622_01,indy,3,9,0.0005890576474687265,0.1876136555161874,0.8050301136641667,1.1766297817230225,0.14750200510025024,0.852497935295105,0.2393210381269455,0.7555826306343079
indy_20160622_01,indy,3,10,0.000520395509268104,0.18439301012056444,0.8445889723712,1.2869677543640137,0.1314014494419098,0.868598461151123,0.2312440723180771,0.7638540267944336
indy_20160622_01,indy,3,11,0.0004500000000000001,0.17743257311838143,0.7883520229109402,1.1661603450775146,0.13529875874519348,0.8647013902664185,0.23124833405017853,0.7646216750144958
indy_20160622_01,indy,3,12,0.00037960449073189633,0.17276988845737096,0.7752736806869507,1.0551016330718994,0.1286599040031433,0.8713401556015015,0.23100903630256653,0.7638776898384094
indy_20160622_01,indy,3,13,0.0003109423525312738,0.16621520220763555,0.7250455761777943,1.0654613971710205,0.1181369349360466,0.8818628787994385,0.2204584777355194,0.7745294570922852
indy_20160622_01,indy,3,14,0.00024570427511720405,0.15814964979175966,0.6933455909120625,1.0684436559677124,0.11578600853681564,0.8842140436172485,0.21970529854297638,0.7754489183425903
indy_20160622_01,indy,3,15,0.0001854966364683872,0.15840837939329594,0.6877691817694697,1.02448308467865,0.1136530190706253,0.886346697807312,0.22243179380893707,0.7726216912269592
indy_20160622_01,indy,3,16,0.00013180194846605368,0.15284715338146457,0.6756848816213936,0.8833397030830383,0.11410106718540192,0.8858988285064697,0.2225668877363205,0.7730458974838257
indy_20160622_01,indy,3,17,8.594235253127372e-05,0.1529001854170372,0.6806946139911125,1.1840428113937378,0.11080963164567947,0.8891904354095459,0.2200191468000412,0.7753700613975525
indy_20160622_01,indy,3,18,4.9047064115234504e-05,0.15113106051607064,0.6671542216991556,0.9531205892562866,0.11139421910047531,0.888606071472168,0.219553142786026,0.7759095430374146
indy_20160622_01,indy,3,19,2.2024567667180916e-05,0.15003895643755874,0.6431168204751508,0.8787524104118347,0.11005598306655884,0.8899441957473755,0.21876251697540283,0.7766637802124023
indy_20160622_01,indy,3,20,5.540246732188055e-06,0.14847736097458913,0.6211580192220623,0.8521695137023926,0.10973972082138062,0.8902603387832642,0.2188166230916977,0.7766199111938477
indy_20160622_01,indy,4,1,0.0009,0.784878515635726,1.254424121873132,3.9309418201446533,0.45782241225242615,0.542175829410553,0.4345548152923584,0.5340657830238342
indy_20160622_01,indy,4,2,0.000894459753267812,0.4273835491336013,1.042571524093891,1.3964370489120483,0.31907203793525696,0.6809274554252625,0.3002164959907532,0.6781346797943115
indy_20160622_01,indy,4,3,0.0008779754323328191,0.3183974420216473,1.0334497546327526,1.8051365613937378,0.23364239931106567,0.7663575410842896,0.2436891496181488,0.7387431859970093
indy_20160622_01,indy,4,4,0.0008509529358847655,0.2841831931931915,1.0681180357933044,1.6276639699935913,0.20521238446235657,0.7947871685028076,0.22877144813537598,0.754996657371521
indy_20160622_01,indy,4,5,0.0008140576474687264,0.25410325975668585,0.9827787238976051,1.7722123861312866,0.1882977932691574,0.811700701713562,0.21311286091804504,0.7716540098190308
indy_20160622_01,indy,4,6,0.0007681980515339464,0.2308880730037577,0.8769436643041414,1.264911413192749,0.17150133848190308,0.8284990787506104,0.21107758581638336,0.7741222977638245
indy_20160622_01,indy,4,7,0.0007145033635316129,0.2159040145414783,0.9370562660283056,1.73147451877594,0.17946060001850128,0.8205397725105286,0.21527697145938873,0.7690054178237915
indy_20160622_01,indy,4,8,0.0006542957248827961,0.21709772393282425,1.0263579775547158,1.5833159685134888,0.1657639443874359,0.8342359066009521,0.21290946006774902,0.7716100215911865
indy_20160622_01,indy,4,9,0.0005890576474687265,0.20159795653890222,0.9496636883965854,1.6365636587142944,0.14503414928913116,0.8549655675888062,0.19530640542507172,0.7907249927520752
indy_20160622_01,indy,4,10,0.000520395509268104,0.1864104308948825,0.780716900167794,1.2202543020248413,0.1290166825056076,0.870983362197876,0.18567468225955963,0.8009458780288696
indy_20160622_01,indy,4,11,0.0004500000000000001,0.17735573947465835,0.7494483158506197,0.9823082089424133,0.12713153660297394,0.8728681802749634,0.18711112439632416,0.8000197410583496
indy_20160622_01,indy,4,12,0.00037960449073189633,0.17232875540060708,0.7203680132997448,1.0960752964019775,0.1265431046485901,0.8734567165374756,0.19271083176136017,0.7930072546005249
indy_20160622_01,indy,4,13,0.0003109423525312738,0.16200240431076182,0.6952630384214993,1.198624849319458,0.1300879418849945,0.8699120879173279,0.197371706366539,0.7889096736907959
indy_20160622_01,indy,4,14,0.00024570427511720405,0.16292062319331507,0.7604920175568811,1.3577324151992798,0.11633451282978058,0.8836653828620911,0.1862780898809433,0.8002082705497742
indy_20160622_01,indy,4,15,0.0001854966364683872,0.16463537549641327,0.7645574623140795,1.4763246774673462,0.11394339799880981,0.8860565423965454,0.18415170907974243,0.802483856678009
indy_20160622_01,indy,4,16,0.00013180194846605368,0.15988671899154797,0.7156919980871266,0.9870345592498779,0.11520502716302872,0.884795069694519,0.18543943762779236,0.801236629486084
indy_20160622_01,indy,4,17,8.594235253127372e-05,0.15108393605394083,0.6434422402546324,0.9079601764678955,0.11070907860994339,0.8892909288406372,0.18260738253593445,0.8046367168426514
indy_20160622_01,indy,4,18,4.9047064115234504e-05,0.1542309151085598,0.6875699768806326,1.0437160730361938,0.11095915734767914,0.8890409469604492,0.18391627073287964,0.8030928373336792
indy_20160622_01,indy,4,19,2.2024567667180916e-05,0.15027748617042283,0.652880008878379,0.9348482489585876,0.11187143623828888,0.8881285190582275,0.18458692729473114,0.8024411797523499
indy_20160622_01,indy,4,20,5.540246732188055e-06,0.1511350181997808,0.6595300877916401,0.9042810201644897,0.11150906980037689,0.8884907960891724,0.18436689674854279,0.8026577830314636
indy_20160622_01,indy,5,1,0.0009,0.7606170521295994,1.307612639049004,3.3672845363616943,0.4630468785762787,0.5369511842727661,0.5476171970367432,0.484637588262558
indy_20160622_01,indy,5,2,0.000894459753267812,0.4402211944473876,1.0774758848650703,1.4268182516098022,0.3105725049972534,0.6894282102584839,0.3852434754371643,0.6374500393867493
indy_20160622_01,indy,5,3,0.0008779754323328191,0.3239948500993152,1.071474893339749,1.368024468421936,0.24669936299324036,0.7533004879951477,0.31818777322769165,0.7005293369293213
indy_20160622_01,indy,5,4,0.0008509529358847655,0.27932631902257027,0.9890391127816562,1.5913571119308472,0.20874108374118805,0.7912581562995911,0.2780783772468567,0.7383119463920593
indy_20160622_01,indy,5,5,0.0008140576474687264,0.25408527677702375,1.0259270421389877,1.981945514678955,0.18726415932178497,0.812735378742218,0.26268088817596436,0.7527869343757629
indy_20160622_01,indy,5,6,0.0007681980515339464,0.22712378964421326,0.8695099785410124,1.217859148979187,0.1774376481771469,0.8225622177124023,0.24541090428829193,0.7690532207489014
indy_20160622_01,indy,5,7,0.0007145033635316129,0.2157091148984065,0.831023984941943,1.357790231704712,0.17316973209381104,0.8268308043479919,0.2666599750518799,0.7490049600601196
indy_20160622_01,indy,5,8,0.0006542957248827961,0.20300260921201188,0.8572561802535221,1.5211408138275146,0.14577189087867737,0.8542275428771973,0.2261093407869339,0.7872066497802734
indy_20160622_01,indy,5,9,0.0005890576474687265,0.18885252914196343,0.7872258887208742,1.2252593040466309,0.13774463534355164,0.8622554540634155,0.2171768844127655,0.7956074476242065
indy_20160622_01,indy,5,10,0.000520395509268104,0.18997626690335856,0.8400301624988687,1.3673512935638428,0.13368624448776245,0.8663134574890137,0.2222656011581421,0.7908043265342712
indy_20160622_01,indy,5,11,0.0004500000000000001,0.18147648643453887,0.772369765002152,1.066693663597107,0.13760720193386078,0.8623923659324646,0.22729311883449554,0.7860621213912964
indy_20160622_01,indy,5,12,0.00037960449073189633,0.17725225683334409,0.7329585346682318,1.085870385169983,0.12500737607479095,0.8749929070472717,0.21321628987789154,0.7993348836898804
indy_20160622_01,indy,5,13,0.0003109423525312738,0.17138227289224067,0.7749383357064478,1.1861870288848877,0.11900082230567932,0.8809988498687744,0.21097949147224426,0.8014518022537231
indy_20160622_01,indy,5,14,0.00024570427511720405,0.16528279521701267,0.737570810934593,1.1812292337417603,0.11638118326663971,0.8836187124252319,0.20711857080459595,0.8051023483276367
indy_20160622_01,indy,5,15,0.0001854966364683872,0.16275383735565893,0.7481242315522556,1.0811994075775146,0.12279901653528214,0.8772006034851074,0.21182966232299805,0.8006470203399658
indy_20160622_01,indy,5,16,0.00013180194846605368,0.15891317341136318,0.6689787445397213,0.9505680203437805,0.11753035336732864,0.882469654083252,0.20773859322071075,0.8045048713684082
indy_20160622_01,indy,5,17,8.594235253127372e-05,0.15858523317032427,0.7164919427756605,0.9809733629226685,0.11163010448217392,0.8883695602416992,0.20498573780059814,0.8071000576019287
indy_20160622_01,indy,5,18,4.9047064115234504e-05,0.15436757445071825,0.6661641710791094,0.9370697736740112,0.11322935670614243,0.8867704272270203,0.20382358133792877,0.8081871271133423
indy_20160622_01,indy,5,19,2.2024567667180916e-05,0.15331714715014683,0.6437996399813685,0.8782375454902649,0.11167994886636734,0.8883199691772461,0.20312374830245972,0.8088451623916626
indy_20160622_01,indy,5,20,5.540246732188055e-06,0.15244858219847657,0.6842116281904024,1.0062938928604126,0.11154365539550781,0.8884565830230713,0.20296186208724976,0.808998167514801
indy_20160630_01,indy,1,1,0.0009,0.9104696712965442,1.184427565761975,3.3915367126464844,0.6677500605583191,0.3322480022907257,0.7003670930862427,0.30104202032089233
indy_20160630_01,indy,1,2,0.000894459753267812,0.6104839170503036,1.2398978301456995,2.4382247924804688,0.42821866273880005,0.571781575679779,0.4680972099304199,0.531491219997406
indy_20160630_01,indy,1,3,0.0008779754323328191,0.45879682037424213,1.4469967761210032,2.6061151027679443,0.3315325677394867,0.6684683561325073,0.39655008912086487,0.6030833721160889
indy_20160630_01,indy,1,4,0.0008509529358847655,0.38992178827986296,1.3884238281420298,1.873777151107788,0.2886781692504883,0.7113211154937744,0.3639722466468811,0.6356673240661621
indy_20160630_01,indy,1,5,0.0008140576474687264,0.341739751328816,1.2701133617333003,2.0541722774505615,0.27480289340019226,0.7251967191696167,0.3626125156879425,0.6369374990463257
indy_20160630_01,indy,1,6,0.0007681980515339464,0.3305613923170623,1.3810097447463445,2.627145528793335,0.27263930439949036,0.7273594737052917,0.366337388753891,0.6328369379043579
indy_20160630_01,indy,1,7,0.0007145033635316129,0.30252450603589015,1.1829739234277181,2.464473247528076,0.21572668850421906,0.7842730283737183,0.3091660737991333,0.6899027824401855
indy_20160630_01,indy,1,8,0.0006542957248827961,0.2756033167310328,1.1527928305523736,1.8387234210968018,0.2236614227294922,0.7763381004333496,0.3238014280796051,0.6749489307403564
indy_20160630_01,indy,1,9,0.0005890576474687265,0.27389719455633904,1.1680445160184587,2.0629851818084717,0.20870822668075562,0.791292130947113,0.3208537697792053,0.6786390542984009
indy_20160630_01,indy,1,10,0.000520395509268104,0.2587904252466573,1.091086568576949,2.0374348163604736,0.18530207872390747,0.8146976828575134,0.31208524107933044,0.6864199638366699
indy_20160630_01,indy,1,11,0.0004500000000000001,0.2535770888907773,1.1391283976180213,1.9093217849731445,0.18140636384487152,0.818593442440033,0.308202862739563,0.6905393600463867
indy_20160630_01,indy,1,12,0.00037960449073189633,0.24088194557203488,1.0586328165871757,2.267794370651245,0.17016468942165375,0.8298354148864746,0.2979021668434143,0.7009000778198242
indy_20160630_01,indy,1,13,0.0003109423525312738,0.2241805623367843,0.9822243068899427,1.8916265964508057,0.162917822599411,0.8370826244354248,0.29248976707458496,0.70609050989151
indy_20160630_01,indy,1,14,0.00024570427511720405,0.2216608104513383,1.0553236135414668,1.6896746158599854,0.16275979578495026,0.8372397422790527,0.2910500466823578,0.707481861114502
indy_20160630_01,indy,1,15,0.0001854966364683872,0.20756003213755184,0.9082995525428227,1.6489580869674683,0.15998545289039612,0.8400148749351501,0.2926267385482788,0.7061159610748291
indy_20160630_01,indy,1,16,0.00013180194846605368,0.22071220605696193,0.9940812098128455,1.5522648096084595,0.15374068915843964,0.8462594151496887,0.2879542112350464,0.7107027173042297
indy_20160630_01,indy,1,17,8.594235253127372e-05,0.212268107462081,0.9551611436264855,1.6353914737701416,0.1515764594078064,0.8484238386154175,0.28614163398742676,0.7125405073165894
indy_20160630_01,indy,1,18,4.9047064115234504e-05,0.2060470782530322,0.8899273851088115,1.2629104852676392,0.15440669655799866,0.8455935716629028,0.2917345464229584,0.7070872187614441
indy_20160630_01,indy,1,19,2.2024567667180916e-05,0.20715289783627727,0.9236528128385544,1.3539726734161377,0.15238988399505615,0.8476099967956543,0.2891417443752289,0.7095630168914795
indy_20160630_01,indy,1,20,5.540246732188055e-06,0.20988113591117924,0.892727255821228,1.1424351930618286,0.1521272361278534,0.847872793674469,0.28882232308387756,0.7098888158798218
indy_20160630_01,indy,2,1,0.0009,0.8903856907508849,1.0960454557623183,3.2020440101623535,0.6456844210624695,0.3543156087398529,0.615409255027771,0.3317638337612152
indy_20160630_01,indy,2,2,0.000894459753267812,0.6102873180324185,1.284066345010485,1.9350566864013672,0.45631083846092224,0.5436896085739136,0.4302781820297241,0.5310176610946655
indy_20160630_01,indy,2,3,0.0008779754323328191,0.4558252105930486,1.312485369188445,1.8399343490600586,0.3419990539550781,0.6580010652542114,0.33978745341300964,0.6296690702438354
indy_20160630_01,indy,2,4,0.0008509529358847655,0.38927076931032434,1.2575111814907618,1.9373265504837036,0.29230445623397827,0.7076960206031799,0.29690927267074585,0.6749315857887268
indy_20160630_01,indy,2,5,0.0008140576474687264,0.3449769453483794,1.2405786940029688,2.0691514015197754,0.256902813911438,0.7430967092514038,0.27893340587615967,0.6946277618408203
indy_20160630_01,indy,2,6,0.0007681980515339464,0.3140695292425389,1.192754756127085,2.0758938789367676,0.2473297268152237,0.7526705265045166,0.28806719183921814,0.6838274002075195
indy_20160630_01,indy,2,7,0.0007145033635316129,0.30524228307570006,1.2936134998287474,1.9317420721054077,0.23918698728084564,0.7608124613761902,0.277618408203125,0.6959177255630493
indy_20160630_01,indy,2,8,0.0006542957248827961,0.2852096696241546,1.0901544243097305,1.7603778839111328,0.21072940528392792,0.7892712354660034,0.27733561396598816,0.6952364444732666
indy_20160630_01,indy,2,9,0.0005890576474687265,0.27021896182505745,1.2643829775708062,2.221728801727295,0.2053809016942978,0.7946195602416992,0.2821802794933319,0.6891838312149048
indy_20160630_01,indy,2,10,0.000520395509268104,0.26160421130409733,1.1485482582024165,2.060988187789917,0.19208431243896484,0.807915449142456,0.2590199410915375,0.7150659561157227
indy_20160630_01,indy,2,11,0.0004500000000000001,0.2500774366612582,1.1221648795264108,2.200960159301758,0.18464036285877228,0.8153595924377441,0.2674708366394043,0.7058311104774475
indy_20160630_01,indy,2,12,0.00037960449073189633,0.24153871648126612,1.093052870460919,1.687284231185913,0.1738324761390686,0.8261674642562866,0.2550315260887146,0.7195426225662231
indy_20160630_01,indy,2,13,0.0003109423525312738,0.22653432274505533,0.9605294806616647,2.005638599395752,0.17184209823608398,0.8281583189964294,0.2619893550872803,0.7116619944572449
indy_20160630_01,indy,2,14,0.00024570427511720405,0.226218124406217,1.0103189093726022,1.5882368087768555,0.16632679104804993,0.8336736559867859,0.2580610513687134,0.7158797383308411
indy_20160630_01,indy,2,15,0.0001854966364683872,0.22582408530898831,0.9841888504368919,1.4547863006591797,0.16195201873779297,0.8380478620529175,0.25120291113853455,0.7237085103988647
indy_20160630_01,indy,2,16,0.00013180194846605368,0.2188054206617708,0.9762952647038868,1.600754976272583,0.1594800353050232,0.8405206203460693,0.2602071166038513,0.7135915756225586
indy_20160630_01,indy,2,17,8.594235253127372e-05,0.22139143372141976,0.9663906842470169,1.835086703300476,0.156589537858963,0.8434106707572937,0.2539025545120239,0.7204967141151428
indy_20160630_01,indy,2,18,4.9047064115234504e-05,0.21731841784581837,0.9755403314317975,1.504068374633789,0.15787282586097717,0.8421273827552795,0.2527449429035187,0.7217105627059937
indy_20160630_01,indy,2,19,2.2024567667180916e-05,0.21164257188527424,0.9206694726433072,1.9283543825149536,0.1549997478723526,0.8450002670288086,0.25523480772972107,0.7190016508102417
indy_20160630_01,indy,2,20,5.540246732188055e-06,0.20455528874700565,0.8609281863485064,1.2924604415893555,0.15435779094696045,0.8456422090530396,0.2536509037017822,0.7207454442977905
indy_20160630_01,indy,3,1,0.0009,0.91994940267462,1.2494320017950875,4.512403964996338,0.6740907430648804,0.3259073495864868,0.6733829975128174,0.3204854726791382
indy_20160630_01,indy,3,2,0.000894459753267812,0.6237032844240733,1.317612694842475,2.486438035964966,0.4545096457004547,0.5454888343811035,0.480930894613266,0.5161254405975342
indy_20160630_01,indy,3,3,0.0008779754323328191,0.4664609590399199,1.2209831391062056,1.7355420589447021,0.33241793513298035,0.6675821542739868,0.3730432391166687,0.6246774196624756
indy_20160630_01,indy,3,4,0.0008509529358847655,0.3805183626769,1.163143943463053,1.7327901124954224,0.2967406213283539,0.7032597064971924,0.35056909918785095,0.6469293832778931
indy_20160630_01,indy,3,5,0.0008140576474687264,0.3351448541561659,1.1648629627057485,2.22282075881958,0.25639447569847107,0.7436062097549438,0.3236778676509857,0.6743439435958862
indy_20160630_01,indy,3,6,0.0007681980515339464,0.31752953834727765,1.243378045303481,2.361518383026123,0.2501221001148224,0.7498780488967896,0.32978397607803345,0.6682513952255249
indy_20160630_01,indy,3,7,0.0007145033635316129,0.2954148913506166,1.087496668100357,1.564933180809021,0.2174513339996338,0.782548189163208,0.3039954602718353,0.6945033073425293
indy_20160630_01,indy,3,8,0.0006542957248827961,0.269788791948179,1.0937593494142805,1.996201515197754,0.20919913053512573,0.7908010482788086,0.30490484833717346,0.6936371326446533
indy_20160630_01,indy,3,9,0.0005890576474687265,0.2735406234434919,1.3361174847398485,2.932835578918457,0.21118585765361786,0.788814127445221,0.3184087872505188,0.6793519258499146
indy_20160630_01,indy,3,10,0.000520395509268104,0.25605357831079684,1.0542499252728053,1.5631234645843506,0.1862100064754486,0.8137898445129395,0.29841524362564087,0.6998963356018066
indy_20160630_01,indy,3,11,0.0004500000000000001,0.25321816705743067,1.0495067430394036,1.8231103420257568,0.1783599704504013,0.8216395974159241,0.2987896502017975,0.6996601819992065
indy_20160630_01,indy,3,12,0.00037960449073189633,0.23831984424717315,1.0566721175398146,1.9298017024993896,0.17465318739414215,0.8253465294837952,0.2973519265651703,0.7010247707366943
indy_20160630_01,indy,3,13,0.0003109423525312738,0.23078665782275432,1.0996150353125163,2.5387589931488037,0.17673081159591675,0.8232696056365967,0.30505114793777466,0.6934736967086792
indy_20160630_01,indy,3,14,0.00024570427511720405,0.22569601837138176,1.0452525977577483,2.1436808109283447,0.16525053977966309,0.8347494602203369,0.29098132252693176,0.7074278593063354
indy_20160630_01,indy,3,15,0.0001854966364683872,0.21080102928417466,1.0416518854243415,1.9210634231567383,0.16032247245311737,0.8396775722503662,0.29108935594558716,0.707565426826477
indy_20160630_01,indy,3,16,0.00013180194846605368,0.21366785556941886,0.96054308116436,1.5528030395507812,0.15382267534732819,0.8461771607398987,0.2871904969215393,0.7114406228065491
indy_20160630_01,indy,3,17,8.594235253127372e-05,0.21051325973588939,0.9424584114125797,2.287872314453125,0.15435579419136047,0.8456441164016724,0.2867374122142792,0.7118291258811951
