session,subject,folds,test_r2_mean,test_r2_std,test_r2_min,test_r2_max
indy_20160622_01,indy,5,0.8066327571868896,0.015285276630906246,0.7816394567489624,0.8215529918670654
indy_20160630_01,indy,5,0.6828097939491272,0.01147764403452146,0.6706601977348328,0.7003597617149353
indy_20170131_02,indy,5,0.7442808032035828,0.044466414688517614,0.6955527067184448,0.7997716665267944
loco_20170210_03,loco,5,0.674949586391449,0.028894676510353733,0.6364524364471436,0.7066704034805298
loco_20170215_02,loco,5,0.6277145385742188,0.08377047813622374,0.5211371779441833,0.6980593800544739
loco_20170301_05,loco,5,0.6974409103393555,0.058991572816688154,0.6030945181846619,0.7500005960464478
overall_fold_macro,all,30,0.7056380649407704,0.07220111075180298,0.5211371779441833,0.8215529918670654
