accuracy,balanced_accuracy,macro_f1,confusion_matrix,seed,epoch,validation_loss
0.4936708860759494,0.49337018787805953,0.49236947791164665,"[[86, 73], [87, 70]]",43,5,0.6887224994919997
0.5189873417721519,0.5187277170211914,0.5180413405578969,"[[89, 70], [82, 75]]",43,6,0.6865140407092677
0.5348101265822784,0.5346112246124264,0.534245751240788,"[[90, 69], [78, 79]]",43,7,0.6849586694034182
0.5474683544303798,0.5472299002523735,0.5467011746767383,"[[93, 66], [77, 80]]",43,8,0.684795741905629
0.5443037974683544,0.5442855426030525,0.5442855426030525,"[[87, 72], [72, 85]]",43,9,0.6830431411313034
0.5537974683544303,0.5537595641549493,0.5537572485903433,"[[89, 70], [71, 86]]",43,10,0.6820241147909271
0.5537974683544303,0.5536794455794576,0.5535784063242057,"[[91, 68], [73, 84]]",43,11,0.6804413639970928
0.5537974683544303,0.5537595641549493,0.5537572485903433,"[[89, 70], [71, 86]]",43,12,0.677834925739117
0.5506329113924051,0.5505347914914073,0.550470847525546,"[[90, 69], [73, 84]]",43,13,0.6770009043221135
0.5632911392405063,0.5631935264191003,0.5631336405529953,"[[92, 67], [71, 86]]",43,14,0.6757284199299777
0.5506329113924051,0.5504146136281697,0.5499839537869062,"[[93, 66], [76, 81]]",43,15,0.6811790380497539
0.5727848101265823,0.5726274886832512,0.5724379854673014,"[[95, 64], [71, 86]]",43,16,0.6790399803778163
0.569620253164557,0.5695228938829467,0.5694650370667201,"[[93, 66], [70, 87]]",43,17,0.6788722529344815
0.5632911392405063,0.5633137042823378,0.5632911392405063,"[[89, 70], [68, 89]]",43,18,0.675841750765131
0.5854430379746836,0.5854464607619276,0.5854388863852586,"[[93, 66], [65, 92]]",43,19,0.6795726013899512
0.5759493670886076,0.5758923206345391,0.5758814102564103,"[[93, 66], [68, 89]]",43,20,0.6756677182894025
0.569620253164557,0.5696831310339302,0.5696030124584385,"[[89, 70], [66, 91]]",43,21,0.6755983042046123
0.5632911392405063,0.5633537635700837,0.563273644994592,"[[88, 71], [67, 90]]",43,22,0.6791926061743508
0.5759493670886076,0.5758122020590474,0.5756774090107424,"[[95, 64], [70, 87]]",43,23,0.6765607321463711
0.5759493670886076,0.575932379922285,0.575932379922285,"[[92, 67], [67, 90]]",43,24,0.6794394902513996
0.5822784810126582,0.582381925249369,0.5822115384615385,"[[90, 69], [63, 94]]",43,25,0.677636413967694
0.6012658227848101,0.6012097904899251,0.6012019230769231,"[[97, 62], [64, 93]]",43,26,0.6780853123641097
0.5791139240506329,0.5791170932980811,0.5791097090781634,"[[92, 67], [66, 91]]",43,27,0.6748789471342407
0.5949367088607594,0.5949204823138244,0.5949204823138244,"[[95, 64], [64, 93]]",43,28,0.674645757915873
0.5632911392405063,0.5633537635700837,0.563273644994592,"[[88, 71], [67, 90]]",43,29,0.6807484201482067
0.5886075949367089,0.5885510555622321,0.5885416666666666,"[[95, 64], [66, 91]]",43,30,0.6766581968199931
0.5886075949367089,0.5886712334254697,0.5885911148499778,"[[92, 67], [63, 94]]",43,31,0.6762592826490925
0.569620253164557,0.5696831310339302,0.5696030124584385,"[[89, 70], [66, 91]]",43,32,0.677696700366734
0.5537974683544303,0.5538797420181869,0.5537572485903433,"[[86, 73], [68, 89]]",43,33,0.6810809248719889
0.6044303797468354,0.6043143852902295,0.6042361758193313,"[[99, 60], [65, 92]]",43,34,0.6765525475508434
0.5727848101265823,0.5727476665464888,0.572746301841818,"[[92, 67], [68, 89]]",43,35,0.681658249072894
0.5917721518987342,0.5915354724992989,0.5910800806524421,"[[100, 59], [70, 87]]",43,36,0.6774274612474959
0.5949367088607594,0.5948804230260786,0.5948717948717948,"[[96, 63], [65, 92]]",43,37,0.6794895480109182
0.5759493670886076,0.5760124984977767,0.5759323799222849,"[[90, 69], [65, 92]]",43,38,0.6808225109207369
0.5949367088607594,0.5948403637383327,0.5947906231216189,"[[97, 62], [66, 91]]",43,39,0.6777110209295774
0.5886075949367089,0.5884709369867404,0.5883437550104216,"[[97, 62], [68, 89]]",43,40,0.6790063571917142
0.5949367088607594,0.5949605416015703,0.5949367088607594,"[[94, 65], [63, 94]]",43,41,0.67772775303242
0.5949367088607594,0.5950006008893162,0.5949204823138244,"[[93, 66], [62, 95]]",43,42,0.6777113868600787
0.5759493670886076,0.5758522613467932,0.5757964335804447,"[[94, 65], [69, 88]]",43,43,0.6873499275940456
0.6012658227848101,0.6012899090654168,0.6012658227848101,"[[95, 64], [62, 95]]",43,44,0.6826503424143565
0.5886075949367089,0.5886712334254697,0.5885911148499778,"[[92, 67], [63, 94]]",43,45,0.6815290808465507
0.6107594936708861,0.6105636341785843,0.610287261242292,"[[102, 57], [66, 91]]",43,46,0.6821043000102514
0.5854430379746836,0.5853663421864359,0.5853392232873557,"[[95, 64], [67, 90]]",43,47,0.6846726912915335
0.5791139240506329,0.579157152585827,0.5791097090781634,"[[91, 68], [65, 92]]",43,48,0.6891912379448478
0.5981012658227848,0.5981452549773665,0.5980972409994492,"[[94, 65], [62, 95]]",43,49,0.6802354684875801
0.5949367088607594,0.5949204823138244,0.5949204823138244,"[[95, 64], [64, 93]]",43,50,0.6808230047558618
0.5854430379746836,0.5854865200496735,0.5854388863852586,"[[92, 67], [64, 93]]",43,51,0.6831391407552756
0.5917721518987342,0.5920161839522493,0.591276883741916,"[[88, 71], [58, 99]]",43,52,0.6847969689188194
0.5886075949367089,0.5885510555622321,0.5885416666666666,"[[95, 64], [66, 91]]",43,53,0.6826637236654779
0.5981012658227848,0.5983054921283499,0.5977749937359058,"[[90, 69], [58, 99]]",43,54,0.6834274578693011
0.5791139240506329,0.5792372711613187,0.5790085244062466,"[[89, 70], [63, 94]]",43,55,0.6829725806171766
0.5886075949367089,0.5886311741377238,0.5886075949367089,"[[93, 66], [64, 93]]",43,56,0.6826615245661076
0.5886075949367089,0.5886712334254697,0.5885911148499778,"[[92, 67], [63, 94]]",43,57,0.6840006623560453
0.5822784810126582,0.5823018066738773,0.5822784810126582,"[[92, 67], [65, 92]]",43,58,0.6849981876062662
0.5981012658227848,0.5981452549773665,0.5980972409994492,"[[94, 65], [62, 95]]",43,59,0.6817877483972911
0.5727848101265823,0.5727476665464888,0.572746301841818,"[[92, 67], [68, 89]]",43,60,0.6850158183572955
0.5031645569620253,0.5026038537034812,0.4989446043528758,"[[94, 65], [92, 65]]",44,1,0.69741877091148
0.4778481012658228,0.47752673957457037,0.4763325198107807,"[[84, 75], [90, 67]]",44,2,0.6983964467013742
0.4873417721518987,0.48712093898970477,0.4866014120667522,"[[83, 76], [86, 71]]",44,3,0.698510026223625
0.4810126582278481,0.48083163081360414,0.4804924014595613,"[[81, 78], [86, 71]]",44,4,0.6967436638726293
0.5158227848101266,0.5156231222208869,0.5152353737404121,"[[87, 72], [81, 76]]",44,5,0.6966428639413289
0.5063291139240507,0.5060689820934984,0.5053582179409994,"[[87, 72], [84, 73]]",44,6,0.6951460603603657
0.5506329113924051,0.5503745543404238,0.5497491471001404,"[[94, 65], [77, 80]]",44,7,0.6960540701781082
0.5537974683544303,0.5536393862917117,0.5534352292658482,"[[92, 67], [74, 83]]",44,8,0.6975411861668588
0.5506329113924051,0.5504546729159155,0.5501824451662055,"[[92, 67], [75, 82]]",44,9,0.697492899438821
0.5379746835443038,0.5377959379882226,0.537511528128634,"[[90, 69], [77, 80]]",44,10,0.6975958001705079
0.5411392405063291,0.5410207106517646,0.5409139639504243,"[[89, 70], [75, 82]]",44,11,0.6976426438161215
0.5664556962025317,0.5662580619316588,0.5659297137414148,"[[95, 64], [73, 84]]",44,12,0.696257949054714
0.5822784810126582,0.5819412730841645,0.5809186995137243,"[[101, 58], [74, 83]]",44,13,0.6937545821663
0.5759493670886076,0.5755718463325722,0.5742438867438868,"[[101, 58], [76, 81]]",44,14,0.6932261244175338
0.5759493670886076,0.575611905620318,0.5745689828396896,"[[100, 59], [75, 82]]",44,15,0.6944278718731591
0.569620253164557,0.5692825381564716,0.5682192661656553,"[[99, 60], [76, 81]]",44,16,0.6958249616731772
0.5632911392405063,0.5629131114048792,0.561534749034749,"[[99, 60], [78, 79]]",44,17,0.6993122239680609
0.569620253164557,0.5692024195809798,0.5675240510405346,"[[101, 58], [78, 79]]",44,18,0.6968316398490113
0.560126582278481,0.5596482794535913,0.5573560681641827,"[[101, 58], [81, 76]]",44,19,0.69306248482071
0.5727848101265823,0.572387132956776,0.5708897047729216,"[[101, 58], [77, 80]]",44,20,0.6931453620313097
0.5632911392405063,0.5630733485558627,0.562660462130937,"[[95, 64], [74, 83]]",44,21,0.6987940435437222
0.5632911392405063,0.5631534671313544,0.563011063011063,"[[93, 66], [72, 85]]",44,22,0.6921562597234197
0.5759493670886076,0.5755718463325722,0.5742438867438868,"[[101, 58], [76, 81]]",44,23,0.6976911546553314
0.5727848101265823,0.5725073108200136,0.5718200158585179,"[[98, 61], [74, 83]]",44,24,0.6928948398573286
0.5791139240506329,0.578876737571606,0.5784003932308124,"[[98, 61], [72, 85]]",44,25,0.6939970603329924
0.5664556962025317,0.5662580619316588,0.5659297137414148,"[[95, 64], [73, 84]]",44,26,0.6964513463323465
0.5854430379746836,0.5852061050354525,0.5847402369416272,"[[99, 60], [71, 86]]",44,27,0.6921123265272056
0.6012658227848101,0.6010495533389416,0.6006899871630295,"[[101, 58], [68, 89]]",44,28,0.6917115841105183
0.5854430379746836,0.5852461643231983,0.5849400912417908,"[[98, 61], [70, 87]]",44,29,0.6944978415170754
0.569620253164557,0.5693225974442174,0.5685140562248996,"[[98, 61], [75, 82]]",44,30,0.6849245813832096
0.5949367088607594,0.5947201858750951,0.5943517329910142,"[[100, 59], [69, 88]]",44,31,0.6823686810195518
0.5727848101265823,0.5726675479709971,0.5725750698848777,"[[94, 65], [70, 87]]",44,32,0.6911247837391559
0.560126582278481,0.5598485758923206,0.559133201513585,"[[96, 63], [76, 81]]",44,33,0.7036025759939589
0.5727848101265823,0.5725874293955053,0.5722665062415401,"[[96, 63], [72, 85]]",44,34,0.6977961752488785
0.5854430379746836,0.5853663421864359,0.5853392232873557,"[[95, 64], [67, 90]]",44,35,0.6913178292142562
0.6107594936708861,0.6107238713295677,0.6107244083447675,"[[98, 61], [62, 95]]",44,36,0.6864164402394816
0.5822784810126582,0.5819412730841645,0.5809186995137243,"[[101, 58], [74, 83]]",44,37,0.6859880878448168
0.5917721518987342,0.5917758282257741,0.5917680636923539,"[[94, 65], [64, 93]]",44,38,0.6960212494471723
0.6107594936708861,0.6106036934663301,0.610443497870208,"[[101, 58], [65, 92]]",44,39,0.6863485728132623
0.5632911392405063,0.5629531706926251,0.5618695494916208,"[[98, 61], [77, 80]]",44,40,0.6946256339654981
0.5949367088607594,0.5948403637383327,0.5947906231216189,"[[97, 62], [66, 91]]",44,41,0.6894644740139478
0.6044303797468354,0.6042743260024837,0.6041092458030569,"[[100, 59], [66, 91]]",44,42,0.685409997587125
0.6107594936708861,0.610643752754076,0.6105683970062219,"[[100, 59], [64, 93]]",44,43,0.6807241806459287
0.6044303797468354,0.6044345631534671,0.6044264183065444,"[[96, 63], [62, 95]]",44,44,0.6808368899919162
0.6139240506329114,0.613868525417618,0.6138621794871795,"[[99, 60], [62, 95]]",44,45,0.6892059074008432
0.6107594936708861,0.6106036934663301,0.610443497870208,"[[101, 58], [65, 92]]",44,46,0.6811596649655098
0.6107594936708861,0.6108841084805512,0.6106620188117919,"[[94, 65], [58, 99]]",44,47,0.6885894747125941
0.6044303797468354,0.6044345631534671,0.6044264183065444,"[[96, 63], [62, 95]]",44,48,0.6851289852685358
0.5791139240506329,0.5789167968593518,0.5786032987416654,"[[97, 62], [71, 86]]",44,49,0.6925437478207171
0.620253164556962,0.6203180707447021,0.6202379521692105,"[[97, 62], [58, 99]]",44,50,0.678954102319346
0.6139240506329114,0.613868525417618,0.6138621794871795,"[[99, 60], [62, 95]]",44,51,0.6830588920499132
0.6075949367088608,0.6074990986660257,0.6074534161490683,"[[99, 60], [64, 93]]",44,52,0.6822020215605133
0.6139240506329114,0.6138284661298722,0.6137848126627932,"[[100, 59], [63, 94]]",44,53,0.6814029512130724
0.5949367088607594,0.5948804230260786,0.5948717948717948,"[[96, 63], [65, 92]]",44,54,0.6885439328908046
0.620253164556962,0.6202780114569563,0.620253164556962,"[[98, 61], [59, 98]]",44,55,0.6958498976350783
0.620253164556962,0.6201578335937187,0.6201162091765176,"[[101, 58], [62, 95]]",44,56,0.6835181803010744
0.6139240506329114,0.6139085847053639,0.6139085847053639,"[[98, 61], [61, 96]]",44,57,0.6827786335649113
0.6044303797468354,0.6046749188799423,0.6039504687421667,"[[90, 69], [56, 101]]",44,58,0.6965393854979942
0.6012658227848101,0.6012097904899251,0.6012019230769231,"[[97, 62], [64, 93]]",44,59,0.6773631106260501
0.5917721518987342,0.5916957096502824,0.5916699221684647,"[[96, 63], [66, 91]]",44,60,0.6912680338416554
