representation,source_dims,pca_dims,context_dims,key_dims,validation_r2,test_base_r2,test_corrected_r2,test_delta_r2,delta_ci95_low,delta_ci95_high,residual_r2,neighbour_residual_dispersion,neighbours,temperature,blend,bank_entries,pc_memlib_bytes,projected_mcu_bank_bytes,pc_exact_search_us_per_query,mcu_int8_mac_per_query_proxy
encoder_49,64,32,32,64,0.7942577600479126,0.7819965481758118,0.8103375434875488,0.02834099531173706,0.013973501324653626,0.04129597544670105,0.12563806772232056,0.009380623698234558,128,0.2,1.0,33100,1797753,3279748,470.4734382389883,148800
gru_hidden_49,64,32,32,64,0.7982831001281738,0.7819965481758118,0.8152623176574707,0.033265769481658936,0.016578687727451323,0.04780600070953368,0.14826685190200806,0.008975439704954624,128,0.2,1.0,33100,1797522,3279748,483.69398213441366,148800
encoder_gru_49,128,32,32,64,0.7956120371818542,0.7819965481758118,0.8115176558494568,0.02952110767364502,0.015562692284584047,0.04234109222888946,0.13043776154518127,0.009363568387925625,128,0.2,1.0,33100,1805949,3288196,475.45472547021956,148800
encoder_50step_mean,64,32,32,64,0.7922252416610718,0.7819965481758118,0.8058017492294312,0.023805201053619385,0.00799098014831543,0.036644619703292844,0.10776886343955994,0.009780466556549072,128,0.2,1.0,33100,1780948,3279748,437.7354578206246,148800
