representation,source_dims,pca_dims,context_dims,key_dims,validation_r2,test_base_r2,test_corrected_r2,test_delta_r2,delta_ci95_low,delta_ci95_high,residual_r2,neighbour_residual_dispersion,neighbours,temperature,blend,bank_entries,pc_memlib_bytes,projected_mcu_bank_bytes,pc_exact_search_us_per_query,mcu_int8_mac_per_query_proxy
encoder_49,64,32,32,64,0.6068820357322693,0.6392589807510376,0.646283745765686,0.0070247650146484375,-0.013632196187973022,0.0213172972202301,0.028648972511291504,0.005264056380838156,128,0.2,1.0,21255,1172506,2142628,332.8565105956339,101440
gru_hidden_49,64,32,32,64,0.6080712080001831,0.6392589807510376,0.6540423631668091,0.014783382415771484,-0.0048913836479187005,0.030883340537548064,0.05413544178009033,0.005002749618142843,128,0.2,0.75,21255,1171754,2142628,239.99771735050948,101440
encoder_gru_49,128,32,32,64,0.6112881898880005,0.6392589807510376,0.6431452035903931,0.0038862228393554688,-0.01634387820959091,0.018403489887714387,0.008551210165023804,0.005081199109554291,32,0.2,0.75,21255,1180355,2151076,271.36450946184567,101440
encoder_50step_mean,64,32,32,64,0.6009329557418823,0.6392589807510376,0.6454392671585083,0.006180286407470703,-0.005362264811992645,0.014689309895038603,0.017466604709625244,0.0046045235358178616,128,0.1,0.5,21255,1162245,2142628,290.71394440966117,101440
