variant,hidden_components,covariance_shrinkage,session,held_month,decision,diagnostic_decision,hidden_state_kld_to_severe,output_state_kld_to_severe
hidden_5_shrinkage_0.20,5,0.2,indy_20161027_03,2016-10,pass,pass,0.03882304127650231,0.009234419045096622
hidden_8_shrinkage_0.05,8,0.05,indy_20161005_06,2016-10,pass,pass,0.04458907467738001,0.019933809985398013
hidden_8_shrinkage_0.05,8,0.05,indy_20161006_02,2016-10,pass,warning,0.0992919165000585,0.01942104096093289
hidden_8_shrinkage_0.05,8,0.05,indy_20161007_02,2016-10,pass,pass,0.086468458018084,0.04390237448782032
hidden_8_shrinkage_0.05,8,0.05,indy_20161011_03,2016-10,pass,pass,0.17600757760203978,0.11135588668078365
hidden_8_shrinkage_0.05,8,0.05,indy_20161013_03,2016-10,abstain,abstain,2.0886416230861644,1.5757756079052514
hidden_8_shrinkage_0.05,8,0.05,indy_20161014_04,2016-10,pass,pass,0.04878749653905997,0.025877712491545583
hidden_8_shrinkage_0.05,8,0.05,indy_20161017_02,2016-10,pass,pass,0.09881012308953904,0.017187121839832415
hidden_8_shrinkage_0.05,8,0.05,indy_20161024_03,2016-10,pass,pass,0.09275008158455729,0.055432384685701115
hidden_8_shrinkage_0.05,8,0.05,indy_20161025_04,2016-10,pass,pass,0.02795822642267424,0.009291086814258191
hidden_8_shrinkage_0.05,8,0.05,indy_20161026_03,2016-10,pass,pass,0.09417014489426913,0.015012708767143414
hidden_8_shrinkage_0.05,8,0.05,indy_20161027_03,2016-10,pass,pass,0.07905188809332989,0.00901552131689296
hidden_8_shrinkage_0.10,8,0.1,indy_20161005_06,2016-10,pass,pass,0.043627071568188916,0.018240881683067457
hidden_8_shrinkage_0.10,8,0.1,indy_20161006_02,2016-10,pass,warning,0.09735890402245685,0.018027085352086743
hidden_8_shrinkage_0.10,8,0.1,indy_20161007_02,2016-10,pass,pass,0.08281064064440062,0.0435769276481284
hidden_8_shrinkage_0.10,8,0.1,indy_20161011_03,2016-10,pass,warning,0.17336427465922877,0.11230131728449275
hidden_8_shrinkage_0.10,8,0.1,indy_20161013_03,2016-10,abstain,abstain,1.9952514298458417,1.5604017935942793
hidden_8_shrinkage_0.10,8,0.1,indy_20161014_04,2016-10,pass,pass,0.04825755427733951,0.02565080050694481
hidden_8_shrinkage_0.10,8,0.1,indy_20161017_02,2016-10,pass,pass,0.09879455398028125,0.01720955487378972
hidden_8_shrinkage_0.10,8,0.1,indy_20161024_03,2016-10,pass,pass,0.0913597244498335,0.05576497980482771
hidden_8_shrinkage_0.10,8,0.1,indy_20161025_04,2016-10,pass,pass,0.02752396649255985,0.009201395060985208
hidden_8_shrinkage_0.10,8,0.1,indy_20161026_03,2016-10,pass,pass,0.09041648389286665,0.015057407895385563
hidden_8_shrinkage_0.10,8,0.1,indy_20161027_03,2016-10,pass,pass,0.07723399576422572,0.009092090660499789
hidden_8_shrinkage_0.20,8,0.2,indy_20161005_06,2016-10,pass,pass,0.041364871194345204,0.015106491501420826
hidden_8_shrinkage_0.20,8,0.2,indy_20161006_02,2016-10,pass,warning,0.09257367626703217,0.015438084209613154
hidden_8_shrinkage_0.20,8,0.2,indy_20161007_02,2016-10,pass,pass,0.07496622247077589,0.04296073472381251
hidden_8_shrinkage_0.20,8,0.2,indy_20161011_03,2016-10,pass,warning,0.16659864087443185,0.11405874514846032
hidden_8_shrinkage_0.20,8,0.2,indy_20161013_03,2016-10,abstain,abstain,1.8611947452829831,1.533105903385927
hidden_8_shrinkage_0.20,8,0.2,indy_20161014_04,2016-10,pass,pass,0.0468095891050723,0.02522081765303736
hidden_8_shrinkage_0.20,8,0.2,indy_20161017_02,2016-10,pass,pass,0.09215500240980252,0.01725081578678264
hidden_8_shrinkage_0.20,8,0.2,indy_20161024_03,2016-10,pass,pass,0.08813505633939296,0.056378503441652864
hidden_8_shrinkage_0.20,8,0.2,indy_20161025_04,2016-10,pass,pass,0.026338294341000854,0.009031631063340683
hidden_8_shrinkage_0.20,8,0.2,indy_20161026_03,2016-10,pass,pass,0.08242118503142896,0.015140732432627995
hidden_8_shrinkage_0.20,8,0.2,indy_20161027_03,2016-10,pass,pass,0.0727638902332548,0.009234419045096622
hidden_3_shrinkage_0.05,3,0.05,indy_20161206_02,2016-12,pass,abstain,1.1091847594730428,0.8429567286318065
hidden_3_shrinkage_0.05,3,0.05,indy_20161207_02,2016-12,pass,pass,0.006328587613185636,0.0018258362441658388
hidden_3_shrinkage_0.05,3,0.05,indy_20161212_02,2016-12,pass,pass,0.02458825702358199,0.019724011169933393
hidden_3_shrinkage_0.05,3,0.05,indy_20161220_02,2016-12,pass,pass,0.09435789480366977,0.0748296602640906
hidden_3_shrinkage_0.10,3,0.1,indy_20161206_02,2016-12,pass,abstain,1.0715631686811917,0.8539450765764101
hidden_3_shrinkage_0.10,3,0.1,indy_20161207_02,2016-12,pass,pass,0.006067117669006619,0.0018029851103730672
hidden_3_shrinkage_0.10,3,0.1,indy_20161212_02,2016-12,pass,pass,0.023698240996703694,0.01830972722195011
hidden_3_shrinkage_0.10,3,0.1,indy_20161220_02,2016-12,pass,pass,0.08813912214921185,0.07577825929493519
hidden_3_shrinkage_0.20,3,0.2,indy_20161206_02,2016-12,pass,abstain,1.0076808135502955,0.87404586478857
hidden_3_shrinkage_0.20,3,0.2,indy_20161207_02,2016-12,pass,pass,0.005578495984444883,0.0017550180913425677
hidden_3_shrinkage_0.20,3,0.2,indy_20161212_02,2016-12,pass,pass,0.022031955600865794,0.01557188318073278
hidden_3_shrinkage_0.20,3,0.2,indy_20161220_02,2016-12,pass,pass,0.07699488865279644,0.07750868863605823
hidden_5_shrinkage_0.05,5,0.05,indy_20161206_02,2016-12,pass,abstain,1.3918205508911712,0.8429567286318065
hidden_5_shrinkage_0.05,5,0.05,indy_20161207_02,2016-12,pass,pass,0.017477699649039564,0.0018258362441658388
hidden_5_shrinkage_0.05,5,0.05,indy_20161212_02,2016-12,pass,pass,0.029978365067341826,0.019724011169933393
hidden_5_shrinkage_0.05,5,0.05,indy_20161220_02,2016-12,pass,pass,0.1887451850469972,0.0748296602640906
hidden_5_shrinkage_0.10,5,0.1,indy_20161206_02,2016-12,pass,abstain,1.3358039625393996,0.8539450765764101
hidden_5_shrinkage_0.10,5,0.1,indy_20161207_02,2016-12,pass,pass,0.01692101069549005,0.0018029851103730672
hidden_5_shrinkage_0.10,5,0.1,indy_20161212_02,2016-12,pass,pass,0.028968065122416443,0.01830972722195011
hidden_5_shrinkage_0.10,5,0.1,indy_20161220_02,2016-12,pass,pass,0.1851358154025828,0.07577825929493519
hidden_5_shrinkage_0.20,5,0.2,indy_20161206_02,2016-12,pass,abstain,1.2481272933824714,0.87404586478857
hidden_5_shrinkage_0.20,5,0.2,indy_20161207_02,2016-12,pass,pass,0.015776577778962644,0.0017550180913425677
hidden_5_shrinkage_0.20,5,0.2,indy_20161212_02,2016-12,pass,pass,0.026863770802533733,0.01557188318073278
hidden_5_shrinkage_0.20,5,0.2,indy_20161220_02,2016-12,pass,pass,0.17789683499202966,0.07750868863605823
hidden_8_shrinkage_0.05,8,0.05,indy_20161206_02,2016-12,pass,abstain,1.5957673404625143,0.8429567286318065
hidden_8_shrinkage_0.05,8,0.05,indy_20161207_02,2016-12,pass,pass,0.029943359914843534,0.0018258362441658388
hidden_8_shrinkage_0.05,8,0.05,indy_20161212_02,2016-12,pass,pass,0.06030751697525953,0.019724011169933393
hidden_8_shrinkage_0.05,8,0.05,indy_20161220_02,2016-12,pass,pass,0.17113637027947912,0.0748296602640906
hidden_8_shrinkage_0.10,8,0.1,indy_20161206_02,2016-12,pass,abstain,1.4561743002638965,0.8539450765764101
hidden_8_shrinkage_0.10,8,0.1,indy_20161207_02,2016-12,pass,pass,0.028932035367560522,0.0018029851103730672
hidden_8_shrinkage_0.10,8,0.1,indy_20161212_02,2016-12,pass,pass,0.05855503528917794,0.01830972722195011
hidden_8_shrinkage_0.10,8,0.1,indy_20161220_02,2016-12,pass,pass,0.17045988883996183,0.07577825929493519
hidden_8_shrinkage_0.20,8,0.2,indy_20161206_02,2016-12,pass,abstain,1.2709100284736998,0.87404586478857
hidden_8_shrinkage_0.20,8,0.2,indy_20161207_02,2016-12,pass,pass,0.026522705517151253,0.0017550180913425677
hidden_8_shrinkage_0.20,8,0.2,indy_20161212_02,2016-12,pass,pass,0.05422449714744906,0.01557188318073278
hidden_8_shrinkage_0.20,8,0.2,indy_20161220_02,2016-12,pass,pass,0.16745335700697653,0.07750868863605823
