layer,split,mean_accuracy,mean_balanced_accuracy,mean_macro_f1,mean_roc_auc
f1_bp_cssd,training,0.584915611814346,0.584824523823779,0.5844937590651214,0.6177092449805687
f1_bp_cssd,validation,0.5242616033755274,0.5243812312848781,0.5218178886792313,0.525922570436913
f2_erd_cssd,training,0.7563291139240507,0.7564830660754036,0.7561803610560901,0.8318282185075626
f2_erd_cssd,validation,0.5411392405063291,0.5412264359602558,0.5400729465957228,0.5579062882809309
f3_bp_trend,training,0.7286392405063291,0.728706743999349,0.7285462568957326,0.7953635842102181
f3_bp_trend,validation,0.620253164556962,0.6203159027494215,0.6179755954963229,0.6583033466040562
final_in_sample_fusion,training,0.804324894514768,0.8043849985482763,0.8042893947241598,0.8869437557428707
final_in_sample_fusion,validation,0.5981012658227848,0.5981273181230434,0.5969447975126143,0.6394382911392407
