branch,class_specific_side,comparisons,mean_abs_cosine,minimum_abs_cosine,mean_principal_angle_deg,maximum_principal_angle_deg
bp,left,30,0.6288570510370103,0.015038330794661003,49.396067638374795,89.13833463465922
bp,right,30,0.40380053806347516,0.004521431596255576,65.03475654753902,89.74094016949749
erd,left,30,0.8005705974206999,0.04078568561324076,27.937815081829264,87.66250398418983
erd,right,30,0.8036893087005477,0.004236620490389668,28.897998443557174,89.75725880033993
