seed,fold,fusion_training,subset,validation_cases,accuracy,balanced_accuracy,macro_f1,mean_log_loss
42,4,in_sample,f1,63,0.7142857142857143,0.7142137096774194,0.7142137096774194,0.5934055991321203
42,4,in_sample,f2,63,0.8253968253968254,0.8256048387096775,0.8253968253968254,0.4232919396714044
42,4,in_sample,f3,63,0.8412698412698413,0.8402217741935484,0.84026369168357,0.32979579374019874
42,4,in_sample,f1_f2,63,0.8253968253968254,0.8245967741935484,0.8246901087781432,0.36572770101404456
42,4,in_sample,f1_f3,63,0.8412698412698413,0.8412298387096775,0.8412298387096775,0.3062537777158248
42,4,in_sample,f2_f3,63,0.8888888888888888,0.8891129032258065,0.8888888888888888,0.24402898322749023
42,4,in_sample,f1_f2_f3,63,0.9206349206349206,0.9203629032258065,0.9205548549810845,0.2178211027541624
42,4,inner_oof,f1,63,0.7142857142857143,0.7142137096774194,0.7142137096774194,0.5901429942656611
42,4,inner_oof,f2,63,0.8412698412698413,0.8412298387096775,0.8412298387096775,0.4577667388203889
42,4,inner_oof,f3,63,0.8253968253968254,0.8251008064516129,0.825220680958386,0.4078602167031286
42,4,inner_oof,f1_f2,63,0.8095238095238095,0.8089717741935484,0.8090909090909091,0.40278425848337757
42,4,inner_oof,f1_f3,63,0.8412698412698413,0.841733870967742,0.8412298387096775,0.38651308230974507
42,4,inner_oof,f2_f3,63,0.8888888888888888,0.8891129032258065,0.8888888888888888,0.30528149458774195
42,4,inner_oof,f1_f2_f3,63,0.9047619047619048,0.9047379032258065,0.9047379032258065,0.2876996527817145
42,5,in_sample,f1,62,0.5483870967741935,0.5483870967741935,0.5441176470588236,0.7633403097321846
42,5,in_sample,f2,62,0.8225806451612904,0.8225806451612903,0.8221642764015646,0.35132574074675477
42,5,in_sample,f3,62,0.8225806451612904,0.8225806451612903,0.8214192196910186,0.5466702879192143
42,5,in_sample,f1_f2,62,0.7580645161290323,0.7580645161290323,0.7580015612802498,0.4449648544136236
42,5,in_sample,f1_f3,62,0.7419354838709677,0.7419354838709677,0.7375661375661375,0.5886122008625284
42,5,in_sample,f2_f3,62,0.8548387096774194,0.8548387096774194,0.8529644268774703,0.3232562957705076
42,5,in_sample,f1_f2_f3,62,0.7903225806451613,0.7903225806451613,0.7876152832674572,0.3510551996102039
42,5,inner_oof,f1,62,0.5645161290322581,0.564516129032258,0.5616653574234092,0.696926870313212
42,5,inner_oof,f2,62,0.8225806451612904,0.8225806451612903,0.8221642764015646,0.4196278541946067
42,5,inner_oof,f3,62,0.8225806451612904,0.8225806451612903,0.8214192196910186,0.5026237897534718
42,5,inner_oof,f1_f2,62,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.4725176874982025
42,5,inner_oof,f1_f3,62,0.7419354838709677,0.7419354838709677,0.7375661375661375,0.5358096243195947
42,5,inner_oof,f2_f3,62,0.8548387096774194,0.8548387096774194,0.8529644268774703,0.34299443651711975
42,5,inner_oof,f1_f2_f3,62,0.7580645161290323,0.7580645161290323,0.7549407114624507,0.38856021181598693
43,1,in_sample,f1,64,0.75,0.75,0.7497556207233627,0.5578211622241015
43,1,in_sample,f2,64,0.8125,0.8125,0.8123167155425219,0.34879549455026587
43,1,in_sample,f3,64,0.765625,0.765625,0.7651088818204062,0.49076362836062337
43,1,in_sample,f1_f2,64,0.828125,0.828125,0.8277465133349645,0.3061065413547172
43,1,in_sample,f1_f3,64,0.78125,0.78125,0.7810361681329423,0.42970470034735975
43,1,in_sample,f2_f3,64,0.875,0.875,0.8745098039215686,0.22509432051220823
43,1,in_sample,f1_f2_f3,64,0.90625,0.90625,0.9058823529411765,0.20393777524273388
43,1,inner_oof,f1,64,0.71875,0.71875,0.71875,0.6075791518821907
43,1,inner_oof,f2,64,0.8125,0.8125,0.8123167155425219,0.4053306841157764
43,1,inner_oof,f3,64,0.765625,0.765625,0.7651088818204062,0.4941847230283165
43,1,inner_oof,f1_f2,64,0.828125,0.828125,0.8277465133349645,0.3617027708817683
43,1,inner_oof,f1_f3,64,0.796875,0.796875,0.7968253968253969,0.45991425823267107
43,1,inner_oof,f2_f3,64,0.875,0.875,0.8745098039215686,0.2939438081377843
43,1,inner_oof,f1_f2_f3,64,0.90625,0.90625,0.9058823529411765,0.27357133904472386
43,2,in_sample,f1,64,0.640625,0.640625,0.6405372405372405,0.6279252395719419
43,2,in_sample,f2,64,0.71875,0.71875,0.71875,0.4477519388856408
43,2,in_sample,f3,64,0.75,0.75,0.75,0.5163686311276139
43,2,in_sample,f1_f2,64,0.8125,0.8125,0.8125,0.41321706747929976
43,2,in_sample,f1_f3,64,0.8125,0.8125,0.8123167155425219,0.510554038582819
43,2,in_sample,f2_f3,64,0.8125,0.8125,0.8117647058823529,0.4258947581193176
43,2,in_sample,f1_f2_f3,64,0.8125,0.8125,0.8123167155425219,0.41268141369802636
43,2,inner_oof,f1,64,0.640625,0.640625,0.6405372405372405,0.5981599279800961
43,2,inner_oof,f2,64,0.734375,0.734375,0.7343101343101344,0.49771614327285935
43,2,inner_oof,f3,64,0.734375,0.734375,0.7343101343101344,0.5058327913373578
43,2,inner_oof,f1_f2,64,0.8125,0.8125,0.8125,0.44236737071109145
43,2,inner_oof,f1_f3,64,0.828125,0.828125,0.828083028083028,0.4873852413052612
43,2,inner_oof,f2_f3,64,0.8125,0.8125,0.8117647058823529,0.4086108163481451
43,2,inner_oof,f1_f2_f3,64,0.859375,0.859375,0.8593406593406594,0.39574514496239843
43,3,in_sample,f1,63,0.6190476190476191,0.6169354838709677,0.6111111111111112,0.7325232449151404
43,3,in_sample,f2,63,0.7142857142857143,0.7132056451612903,0.712474645030426,0.5055627871837245
43,3,in_sample,f3,63,0.7777777777777778,0.7762096774193548,0.775,0.5157506314011211
43,3,in_sample,f1_f2,63,0.746031746031746,0.7439516129032258,0.7407407407407407,0.543004916124562
43,3,in_sample,f1_f3,63,0.7619047619047619,0.7605846774193548,0.7597254004576659,0.5496503001575181
43,3,in_sample,f2_f3,63,0.8253968253968254,0.8240927419354839,0.8237986270022883,0.3658116294937932
43,3,in_sample,f1_f2_f3,63,0.8095238095238095,0.8074596774193548,0.8055555555555556,0.3864729910759203
43,3,inner_oof,f1,63,0.6190476190476191,0.6169354838709677,0.6111111111111112,0.6799275848376442
43,3,inner_oof,f2,63,0.6984126984126984,0.6970766129032258,0.6956521739130435,0.5120981845025921
43,3,inner_oof,f3,63,0.7777777777777778,0.7762096774193548,0.775,0.4809148669953701
43,3,inner_oof,f1_f2,63,0.6984126984126984,0.6955645161290323,0.6870588235294117,0.5379343623919857
43,3,inner_oof,f1_f3,63,0.7936507936507936,0.7923387096774194,0.7917620137299771,0.5092502149463873
43,3,inner_oof,f2_f3,63,0.8253968253968254,0.8240927419354839,0.8237986270022883,0.38797728957321126
43,3,inner_oof,f1_f2_f3,63,0.7142857142857143,0.7116935483870968,0.7053014553014554,0.4267572068295057
43,4,in_sample,f1,63,0.7301587301587301,0.7318548387096775,0.7276887871853547,0.5972780658914842
43,4,in_sample,f2,63,0.7936507936507936,0.7918346774193548,0.790268886043534,0.386550607946487
43,4,in_sample,f3,63,0.8253968253968254,0.826108870967742,0.825220680958386,0.4359814918188152
43,4,in_sample,f1_f2,63,0.7936507936507936,0.7938508064516129,0.7936507936507936,0.3924211936335082
43,4,in_sample,f1_f3,63,0.7936507936507936,0.794858870967742,0.792815583101442,0.4545520168519075
43,4,in_sample,f2_f3,63,0.8888888888888888,0.888608870967742,0.8887767969735183,0.30229393251894987
43,4,in_sample,f1_f2_f3,63,0.873015873015873,0.8734879032258065,0.872983870967742,0.32003796597600564
43,4,inner_oof,f1,63,0.7301587301587301,0.7313508064516129,0.7290665317480395,0.5891883476979892
43,4,inner_oof,f2,63,0.7777777777777778,0.7762096774193548,0.775,0.45102527189702724
43,4,inner_oof,f3,63,0.8253968253968254,0.826108870967742,0.825220680958386,0.4569480273195756
43,4,inner_oof,f1_f2,63,0.7777777777777778,0.7782258064516129,0.7777217741935484,0.41610561517566913
43,4,inner_oof,f1_f3,63,0.7777777777777778,0.7787298387096775,0.7772727272727273,0.45162433310881694
43,4,inner_oof,f2_f3,63,0.8888888888888888,0.888608870967742,0.8887767969735183,0.34465800238491345
43,4,inner_oof,f1_f2_f3,63,0.8571428571428571,0.8578629032258065,0.8569987389659521,0.3478148950113131
43,5,in_sample,f1,62,0.7096774193548387,0.7096774193548387,0.7069327731092437,0.593441391777861
43,5,in_sample,f2,62,0.7741935483870968,0.7741935483870968,0.7739583333333333,0.43138281320135674
43,5,in_sample,f3,62,0.7741935483870968,0.7741935483870968,0.7732497387669801,0.4421109182548512
43,5,in_sample,f1_f2,62,0.8225806451612904,0.8225806451612903,0.8214192196910186,0.3875671956119523
43,5,in_sample,f1_f3,62,0.7903225806451613,0.7903225806451613,0.7889499869075673,0.4253156141948025
43,5,in_sample,f2_f3,62,0.9032258064516129,0.903225806451613,0.9028213166144201,0.28757641518319965
43,5,in_sample,f1_f2_f3,62,0.8870967741935484,0.8870967741935484,0.8863576852579209,0.2807485138913506
43,5,inner_oof,f1,62,0.7096774193548387,0.7096774193548387,0.7084639498432602,0.6138075594507423
43,5,inner_oof,f2,62,0.7741935483870968,0.7741935483870968,0.7739583333333333,0.4415875790386986
43,5,inner_oof,f3,62,0.7741935483870968,0.7741935483870968,0.7732497387669801,0.4587623109880511
43,5,inner_oof,f1_f2,62,0.8225806451612904,0.8225806451612903,0.8214192196910186,0.3969504815288596
43,5,inner_oof,f1_f3,62,0.7741935483870968,0.7741935483870968,0.7720588235294117,0.44472345688001014
43,5,inner_oof,f2_f3,62,0.8870967741935484,0.8870967741935484,0.8863576852579209,0.32078147228973247
43,5,inner_oof,f1_f2_f3,62,0.8870967741935484,0.8870967741935484,0.8863576852579209,0.30913744372187507
44,1,in_sample,f1,64,0.53125,0.53125,0.5076923076923077,0.7633125723130469
44,1,in_sample,f2,64,0.734375,0.734375,0.7311588831233011,0.4813993421710361
44,1,in_sample,f3,64,0.734375,0.734375,0.733790066063127,0.44591506921118806
44,1,in_sample,f1_f2,64,0.71875,0.71875,0.718475073313783,0.541084560281224
44,1,in_sample,f1_f3,64,0.734375,0.734375,0.7327437975927291,0.48485375322009083
44,1,in_sample,f2_f3,64,0.84375,0.84375,0.84375,0.3869136061640527
44,1,in_sample,f1_f2_f3,64,0.8125,0.8125,0.8123167155425219,0.4224996209708216
44,1,inner_oof,f1,64,0.546875,0.546875,0.5330817610062892,0.7067831946324277
44,1,inner_oof,f2,64,0.734375,0.734375,0.7311588831233011,0.4899909731786553
44,1,inner_oof,f3,64,0.765625,0.765625,0.7655677655677655,0.48318824265098
44,1,inner_oof,f1_f2,64,0.71875,0.71875,0.7176470588235294,0.5074993733714424
44,1,inner_oof,f1_f3,64,0.71875,0.71875,0.7176470588235294,0.49213578491446336
44,1,inner_oof,f2_f3,64,0.84375,0.84375,0.84375,0.3860072083317429
44,1,inner_oof,f1_f2_f3,64,0.84375,0.84375,0.84375,0.3971676975562348
44,2,in_sample,f1,64,0.640625,0.640625,0.6405372405372405,0.6386849915384034
44,2,in_sample,f2,64,0.796875,0.796875,0.7968253968253969,0.3603972165181446
44,2,in_sample,f3,64,0.734375,0.734375,0.733790066063127,0.6644062486514698
44,2,in_sample,f1_f2,64,0.796875,0.796875,0.7968253968253969,0.3220854106407178
44,2,in_sample,f1_f3,64,0.734375,0.734375,0.733790066063127,0.6539417571145778
44,2,in_sample,f2_f3,64,0.828125,0.828125,0.828083028083028,0.37718708538188955
44,2,in_sample,f1_f2_f3,64,0.859375,0.859375,0.8590653290922436,0.3676986405884769
44,2,inner_oof,f1,64,0.609375,0.609375,0.6085148030340103,0.6387838246134214
44,2,inner_oof,f2,64,0.796875,0.796875,0.7964276975776854,0.44033314446150607
44,2,inner_oof,f3,64,0.734375,0.734375,0.7343101343101344,0.5546431895088153
44,2,inner_oof,f1_f2,64,0.796875,0.796875,0.7968253968253969,0.40207184677288443
44,2,inner_oof,f1_f3,64,0.75,0.75,0.7497556207233627,0.545073865185907
44,2,inner_oof,f2_f3,64,0.828125,0.828125,0.828083028083028,0.37740746809125675
44,2,inner_oof,f1_f2_f3,64,0.859375,0.859375,0.8590653290922436,0.37076313026073
44,3,in_sample,f1,63,0.7142857142857143,0.7147177419354839,0.7142137096774194,0.5616024151441635
44,3,in_sample,f2,63,0.8571428571428571,0.8578629032258065,0.8569987389659521,0.3207559785836601
44,3,in_sample,f3,63,0.7619047619047619,0.7631048387096775,0.7609410574247407,0.5731376807360694
44,3,in_sample,f1_f2,63,0.9047619047619048,0.9047379032258065,0.9047379032258065,0.2876400528983391
44,3,in_sample,f1_f3,63,0.7777777777777778,0.7787298387096775,0.7772727272727273,0.536778168770256
44,3,in_sample,f2_f3,63,0.9047619047619048,0.9057459677419355,0.9045454545454545,0.24364491137691985
44,3,in_sample,f1_f2_f3,63,0.9206349206349206,0.9213709677419355,0.9205548549810845,0.2298408089041111
44,3,inner_oof,f1,63,0.7142857142857143,0.7147177419354839,0.7142137096774194,0.6273759057820356
44,3,inner_oof,f2,63,0.8571428571428571,0.8578629032258065,0.8569987389659521,0.36918899457977117
44,3,inner_oof,f3,63,0.7777777777777778,0.7787298387096775,0.7772727272727273,0.5262932544517557
44,3,inner_oof,f1_f2,63,0.873015873015873,0.872983870967742,0.872983870967742,0.3558991156142913
44,3,inner_oof,f1_f3,63,0.7777777777777778,0.7787298387096775,0.7772727272727273,0.5236534239858017
44,3,inner_oof,f2_f3,63,0.9206349206349206,0.9213709677419355,0.9205548549810845,0.29143017905814034
44,3,inner_oof,f1_f2_f3,63,0.9206349206349206,0.9213709677419355,0.9205548549810845,0.295076207602475
44,4,in_sample,f1,63,0.5714285714285714,0.5700604838709677,0.5675057208237986,0.6906216685306928
44,4,in_sample,f2,63,0.8253968253968254,0.8245967741935484,0.8246901087781432,0.4115963383034394
44,4,in_sample,f3,63,0.7777777777777778,0.7767137096774194,0.776369168356998,0.5226514483625975
44,4,in_sample,f1_f2,63,0.8412698412698413,0.8397177419354839,0.8392857142857142,0.41008058832294325
44,4,in_sample,f1_f3,63,0.746031746031746,0.7439516129032258,0.7407407407407407,0.5231409039411707
44,4,in_sample,f2_f3,63,0.8095238095238095,0.8079637096774194,0.8071428571428572,0.41526796183913606
44,4,in_sample,f1_f2_f3,63,0.7936507936507936,0.7918346774193548,0.790268886043534,0.4165029406961443
44,4,inner_oof,f1,63,0.5714285714285714,0.5700604838709677,0.5675057208237986,0.6807234661995525
44,4,inner_oof,f2,63,0.8095238095238095,0.8089717741935484,0.8090909090909091,0.4398550722297327
44,4,inner_oof,f3,63,0.7777777777777778,0.7767137096774194,0.776369168356998,0.4976433750320561
44,4,inner_oof,f1_f2,63,0.8253968253968254,0.8245967741935484,0.8246901087781432,0.4353946855797473
44,4,inner_oof,f1_f3,63,0.7619047619047619,0.7605846774193548,0.7597254004576659,0.4972694745317847
44,4,inner_oof,f2_f3,63,0.8095238095238095,0.8079637096774194,0.8071428571428572,0.37033735498909476
44,4,inner_oof,f1_f2_f3,63,0.8095238095238095,0.8079637096774194,0.8071428571428572,0.3708689908981525
44,5,in_sample,f1,62,0.5645161290322581,0.564516129032258,0.5616653574234092,0.7130471144788834
44,5,in_sample,f2,62,0.7903225806451613,0.7903225806451613,0.7902680197762164,0.4240414640828177
44,5,in_sample,f3,62,0.8548387096774194,0.8548387096774193,0.8538884524744697,0.4268491794570822
44,5,in_sample,f1_f2,62,0.7903225806451613,0.7903225806451613,0.7902680197762164,0.4284130657032768
44,5,in_sample,f1_f3,62,0.8548387096774194,0.8548387096774193,0.8544980443285528,0.43297212747976954
44,5,in_sample,f2_f3,62,0.9032258064516129,0.9032258064516129,0.903125,0.2221095527849626
44,5,in_sample,f1_f2_f3,62,0.9193548387096774,0.9193548387096774,0.9193338537600833,0.22337127029717038
44,5,inner_oof,f1,62,0.5645161290322581,0.564516129032258,0.5588932806324111,0.6871851324838468
44,5,inner_oof,f2,62,0.7903225806451613,0.7903225806451613,0.7902680197762164,0.4632379307873139
44,5,inner_oof,f3,62,0.8548387096774194,0.8548387096774193,0.8538884524744697,0.4557429989781215
44,5,inner_oof,f1_f2,62,0.7580645161290323,0.7580645161290323,0.7574967405475881,0.4628858219740637
44,5,inner_oof,f1_f3,62,0.8387096774193549,0.8387096774193548,0.8371848739495797,0.4591864411677789
44,5,inner_oof,f2_f3,62,0.9193548387096774,0.9193548387096775,0.9191655801825294,0.32552642960638056
44,5,inner_oof,f1_f2_f3,62,0.9193548387096774,0.9193548387096775,0.9191655801825294,0.32941821242960456
