c,seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max
1.0,3,0.6434599156118144,0.01495511274130574,0.6265822784810127,0.6550632911392406,0.643685988596456,0.014951486301578313,0.6268076753595321,0.6552697993029684,0.6430997419916484,0.014982714927931524,0.6262079473916357,0.6547832623402656
1.25,3,0.6434599156118144,0.01623924506154075,0.629746835443038,0.6613924050632911,0.6436459293087101,0.01615403299417862,0.6299923887353283,0.6614789889035773,0.6431794622846362,0.016459049405068767,0.6292976387426681,0.6613618836820334
1.5,3,0.6445147679324895,0.015927920749516322,0.629746835443038,0.6613924050632911,0.6447208535298908,0.015864910980050495,0.6299923887353283,0.6615190481913231,0.6441921574487505,0.01612014183058002,0.6292976387426681,0.6613076098606645
2.0,3,0.6413502109704642,0.009135289069456152,0.6360759493670886,0.6518987341772152,0.6415361401540948,0.009066292426141853,0.6362816969114289,0.6520049673516805,0.6410859620331848,0.009316110045021564,0.6356344312427935,0.6518429487179487
2.5,3,0.6392405063291139,0.02215189873417721,0.6234177215189873,0.6645569620253164,0.6393996448076487,0.02211568693670827,0.6235428434082442,0.6646637022793734,0.6390414201482945,0.022251959540735444,0.62332341657401,0.6645032051282052
3.0,3,0.6371308016877637,0.021540693941626717,0.620253164556962,0.6613924050632911,0.6372898556530332,0.021520007590300465,0.6203981893201939,0.6615190481913231,0.6369566910362812,0.021598330262548707,0.6201162091765178,0.6613076098606645
4.0,3,0.6350210970464135,0.017429020719259846,0.6234177215189873,0.6550632911392406,0.6351800664984176,0.017369143130807434,0.62358290269599,0.6551496214397308,0.6348243286788381,0.017563636927946942,0.6232328393800033,0.6550321992648753
5.0,3,0.6381856540084389,0.011980819294937287,0.629746835443038,0.6518987341772152,0.6383514267782985,0.01192839427480132,0.6299523294475824,0.6520049673516805,0.6379883895996364,0.012106583583824833,0.6294462540716613,0.6518429487179487
