month,sessions,total_duration_min,duration_median_min,mean_firing_rate_median_hz,mean_firing_rate_iqr_hz,count_zero_fraction_median,active_channels_ge_1hz_median,prefix_silent_selected_channels_median,within_session_rate_spearman_median,speed_rms_median_cm_s,speed_rms_iqr_cm_s,stationary_fraction_median,population_rate_speed_correlation_median,top32_overlap_with_train_selected
2016-04,7,130.796,15.886666666666667,17.591859408760556,4.447282666995573,0.5702050800432135,91.0,0.0,0.9802584715579526,9.280372339886206,0.587345035040661,0.41964975534380633,0.1791862946080057,0.4883720930232558
2016-06,4,129.59533333333331,32.607,16.581255676215044,3.895972255427848,0.5845515567353254,91.0,0.5,0.973533202197653,9.681950820911226,1.3921690143835033,0.3186597278793785,0.15231784950479837,0.45454545454545453
2016-09,7,47.834666666666664,6.766666666666667,11.08484892224788,1.4595995838632945,0.6713173157673735,86.0,0.0,0.9930741627834146,10.425468013905851,0.5583111154998264,0.33218238158477204,0.05178936942329477,0.7297297297297297
2016-10,11,93.76733333333334,8.366666666666667,8.839403579661198,1.9239756929246195,0.7372949735449735,83.0,2.0,0.9893727082521038,10.29711454172251,1.2211887461719453,0.3210695187165775,0.08213995411721094,0.6410256410256411
2016-12,4,38.666000000000004,9.475333333333335,8.54245931818399,2.0153065458147585,0.7477010423909183,80.5,1.5,0.9855563616883178,9.971706651528066,0.8367606555889147,0.2934016536940999,0.021708418326816727,0.3617021276595745
2017-01,4,45.82066666666667,11.193999999999999,9.84105653713777,0.969279277605013,0.717461731528898,92.5,0.0,0.9882613095604306,9.431113306921697,0.6939298035915478,0.3403208937311926,0.017617154903268203,0.4222222222222222
