config_label,seed,epoch,optimization_loss,train_loss,train_r2,validation_loss,validation_r2
activity64,44,4,0.20706678709461118,0.20462623238563538,0.795343279838562,0.3753710687160492,0.647754430770874
activity64,44,5,0.19062021241492072,0.19310423731803894,0.8068846464157104,0.37364140152931213,0.6482284665107727
activity64,44,6,0.1781548293151578,0.19207142293453217,0.8079027533531189,0.37959447503089905,0.6398680210113525
activity64,44,7,0.16820296497152956,0.17552541196346283,0.8244682550430298,0.3712295889854431,0.6491615772247314
activity64,44,8,0.1591421099357157,0.17183782160282135,0.8281478881835938,0.3809606730937958,0.6409459114074707
activity64,44,9,0.1537220287469676,0.16441130638122559,0.8355890512466431,0.40278977155685425,0.6205264329910278
activity64,44,10,0.1471413709439954,0.1579776555299759,0.842025637626648,0.38981086015701294,0.6325404047966003
activity64,44,11,0.14336455154138925,0.15478190779685974,0.845221757888794,0.38786646723747253,0.6343624591827393
activity64,44,12,0.136767930799816,0.15071764588356018,0.849281907081604,0.3779090642929077,0.6448745727539062
activity64,44,13,0.13084289018473103,0.14682625234127045,0.8531773090362549,0.3780849277973175,0.6436488628387451
activity64,44,14,0.12633383099198076,0.14378629624843597,0.8562172055244446,0.37796688079833984,0.6430842876434326
activity64,44,15,0.12395857235062575,0.14171957969665527,0.8582860827445984,0.39347943663597107,0.6277651190757751
activity64,44,16,0.12238245834840224,0.13875220715999603,0.8612504005432129,0.3825972378253937,0.6383840441703796
activity64,44,17,0.12046835261970025,0.13683289289474487,0.8631718158721924,0.3833411633968353,0.6372136473655701
activity64,44,18,0.11903993899456873,0.13590240478515625,0.8641016483306885,0.38716205954551697,0.6345179080963135
activity64,44,19,0.1174528686312221,0.13565486669540405,0.8643511533737183,0.3894871771335602,0.6326779127120972
activity64,44,20,0.11802160507347226,0.13516512513160706,0.8648394346237183,0.38584327697753906,0.6356186270713806
all96_3blocks,43,1,0.40189118655736017,0.28003865480422974,0.7199519276618958,0.44837039709091187,0.5769045948982239
all96_3blocks,43,2,0.2473464800140735,0.23468521237373352,0.7652727365493774,0.40960493683815,0.6139868497848511
all96_3blocks,43,3,0.21341706817848838,0.2020423710346222,0.7979339361190796,0.3884759247303009,0.6360920667648315
all96_3blocks,43,4,0.19097184136009857,0.19079551100730896,0.8091907501220703,0.3913244307041168,0.629973292350769
all96_3blocks,43,5,0.17498634699207025,0.17670056223869324,0.8232864141464233,0.4138951599597931,0.6118022203445435
all96_3blocks,43,6,0.1650881826450894,0.16869013011455536,0.8312971591949463,0.3965558111667633,0.6267867088317871
all96_3blocks,43,7,0.15323788473003397,0.1596737653017044,0.8403165340423584,0.38704603910446167,0.6377087831497192
all96_3blocks,43,8,0.1460370153855424,0.1581469476222992,0.8418481349945068,0.41993317008018494,0.6048058271408081
all96_3blocks,43,9,0.1402173548083444,0.1469958871603012,0.8530068397521973,0.40136584639549255,0.6255335211753845
all96_3blocks,43,10,0.13280761721816906,0.14811474084854126,0.851874589920044,0.4069180488586426,0.6219320297241211
all96_3blocks,43,11,0.12857554895899173,0.13867948949337006,0.8613207340240479,0.43305501341819763,0.5963340997695923
all96_3blocks,43,12,0.12406552175747468,0.13547416031360626,0.8645268678665161,0.4176413416862488,0.6107640266418457
all96_3blocks,43,13,0.11902465785109757,0.13228054344654083,0.8677166700363159,0.4158249497413635,0.6109545230865479
all96_3blocks,43,14,0.11612055714231743,0.1298578679561615,0.8701386451721191,0.41712525486946106,0.6100975871086121
all96_3blocks,43,15,0.11372401585781601,0.12695538997650146,0.8730398416519165,0.4138810634613037,0.6133098006248474
all96_3blocks,43,16,0.11106735322832795,0.12503302097320557,0.8749631643295288,0.41404056549072266,0.612419843673706
all96_3blocks,43,17,0.11006994283239313,0.12395285069942474,0.8760420680046082,0.42256784439086914,0.6046143174171448
all96_3blocks,43,18,0.10830484922033562,0.12325102090835571,0.8767437934875488,0.4174949526786804,0.6102935671806335
all96_3blocks,43,19,0.1082397498033724,0.12253380566835403,0.8774591684341431,0.41484081745147705,0.6119124889373779
all96_3blocks,43,20,0.10621189867423418,0.12227567285299301,0.8777182698249817,0.41630280017852783,0.6105442643165588
all96_baseline,42,1,0.38748321090368615,0.27076974511146545,0.7292122840881348,0.42838767170906067,0.5902719497680664
all96_baseline,42,2,0.23647846550616108,0.2334461510181427,0.7665155529975891,0.4307625889778137,0.590666651725769
all96_baseline,42,3,0.20267709759391128,0.20157939195632935,0.7983956933021545,0.3897608816623688,0.6308122873306274
all96_baseline,42,4,0.18125955668871835,0.18607409298419952,0.813908040523529,0.40545323491096497,0.6203401684761047
all96_baseline,42,5,0.17005839749070623,0.1732797473669052,0.8267185688018799,0.38975897431373596,0.634049654006958
all96_baseline,42,6,0.15785408738475518,0.16536319255828857,0.8346318006515503,0.3647840619087219,0.6546915769577026
all96_baseline,42,7,0.1485416208897661,0.15692438185214996,0.8430696725845337,0.4071568548679352,0.6188026666641235
all96_baseline,42,8,0.14066010017723046,0.1504286676645279,0.8495607376098633,0.39828020334243774,0.6205134391784668
all96_baseline,42,9,0.13545431959482382,0.14348439872264862,0.8565035462379456,0.3917088508605957,0.6273503303527832
all96_baseline,42,10,0.12693781549831898,0.13975335657596588,0.8602410554885864,0.4095327854156494,0.6124258041381836
all96_baseline,42,11,0.12124889956358029,0.13497382402420044,0.8650281429290771,0.39976727962493896,0.6209200620651245
all96_baseline,42,12,0.11968054571807785,0.13137653470039368,0.8686211705207825,0.39182373881340027,0.6311039924621582
all96_baseline,42,13,0.11486517755377212,0.12808530032634735,0.871909499168396,0.4003850221633911,0.6197394728660583
all96_baseline,42,14,0.11070392646045493,0.12507495284080505,0.8749220967292786,0.40322452783584595,0.6211835145950317
all96_baseline,42,15,0.10716765519356568,0.12238158285617828,0.8776103258132935,0.4043402671813965,0.6200825572013855
all96_baseline,42,16,0.10422690855376672,0.11969703435897827,0.8802945613861084,0.4028241038322449,0.6199849843978882
all96_baseline,42,17,0.10278033970186375,0.11826873570680618,0.8817232251167297,0.4045523703098297,0.6174500584602356
all96_baseline,42,18,0.10295449925215719,0.11734916269779205,0.8826406002044678,0.4029378592967987,0.6194334030151367
all96_baseline,42,19,0.10080846813367784,0.11698593944311142,0.8830056190490723,0.40181177854537964,0.6207554340362549
all96_baseline,42,20,0.10103593370191737,0.11666673421859741,0.8833247423171997,0.4023650884628296,0.6197787523269653
all96_baseline,43,1,0.39708733612792335,0.2733802795410156,0.7265992164611816,0.42766207456588745,0.5953812003135681
all96_baseline,43,2,0.2428186050330766,0.22556611895561218,0.7743993401527405,0.40951311588287354,0.6158244609832764
all96_baseline,43,3,0.2059892073893707,0.20194865763187408,0.7980326414108276,0.3818846344947815,0.6402848362922668
all96_baseline,43,4,0.18649105947023004,0.1894243359565735,0.8105636835098267,0.415252149105072,0.6124260425567627
all96_baseline,43,5,0.1697387187579601,0.17158062756061554,0.8284130096435547,0.38014811277389526,0.6407382488250732
all96_baseline,43,6,0.15798347068446328,0.1660226732492447,0.8339678049087524,0.3941405415534973,0.625173807144165
all96_baseline,43,7,0.14771135136051733,0.15804149210453033,0.8419477343559265,0.3858145475387573,0.6374465823173523
all96_baseline,43,8,0.14078483399128755,0.15416817367076874,0.8458359837532043,0.4022239148616791,0.6205032467842102
all96_baseline,43,9,0.133615114270174,0.14575396478176117,0.8542488813400269,0.38094398379325867,0.6435256004333496
all96_baseline,43,10,0.12736778303414117,0.1480628103017807,0.8519287705421448,0.40974506735801697,0.6170606017112732
all96_baseline,43,11,0.122550528336158,0.1347530484199524,0.865246593952179,0.40950387716293335,0.6146650314331055
all96_baseline,43,12,0.11768565633219627,0.13184289634227753,0.868157148361206,0.40783169865608215,0.6179841756820679
all96_baseline,43,13,0.11234161787318436,0.12915083765983582,0.8708454966545105,0.4070281684398651,0.615078330039978
all96_baseline,43,14,0.10912204728230535,0.12563556432724,0.8743587732315063,0.4009963572025299,0.6236364245414734
all96_baseline,43,15,0.1070789001392038,0.12193542718887329,0.8780588507652283,0.40935754776000977,0.6140334010124207
all96_baseline,43,16,0.10349978493297393,0.1203039288520813,0.8796882629394531,0.405086487531662,0.6170071363449097
all96_baseline,43,17,0.10304668369975933,0.11934040486812592,0.8806533813476562,0.4101499319076538,0.6130118370056152
all96_baseline,43,18,0.10051478027897393,0.11808116734027863,0.881913423538208,0.4082111120223999,0.6156797409057617
all96_baseline,43,19,0.10077304374184917,0.11733400076627731,0.8826577663421631,0.4044332206249237,0.6185059547424316
all96_baseline,43,20,0.0986089090512903,0.11703334748744965,0.8829606771469116,0.40607950091362,0.6170863509178162
all96_baseline,44,1,0.3962131323230347,0.2830696702003479,0.7169100642204285,0.4825633764266968,0.5436567068099976
all96_baseline,44,2,0.24265888814424774,0.23600757122039795,0.7639535069465637,0.4280804395675659,0.5839264392852783
all96_baseline,44,3,0.2049644207287688,0.20821475982666016,0.7917578220367432,0.4070567786693573,0.612281084060669
all96_baseline,44,4,0.18647569946127984,0.18666720390319824,0.8133144378662109,0.41987916827201843,0.6048744916915894
all96_baseline,44,5,0.17103799821946444,0.17190426588058472,0.8280849456787109,0.3990878760814667,0.6215142011642456
all96_baseline,44,6,0.15972574658508534,0.16569893062114716,0.8342956304550171,0.3821011781692505,0.6385788321495056
all96_baseline,44,7,0.14890013400073554,0.15915150940418243,0.8408445119857788,0.37071749567985535,0.6472486257553101
all96_baseline,44,8,0.14127640032394886,0.15515489876270294,0.8448348045349121,0.41100385785102844,0.6119589805603027
all96_baseline,44,9,0.13587315963018662,0.1455046385526657,0.8544946908950806,0.4244063198566437,0.5990779399871826
all96_baseline,44,10,0.12931355737266392,0.138921856880188,0.8610780835151672,0.3975229561328888,0.6251713633537292
all96_baseline,44,11,0.12398616005243604,0.1356380730867386,0.8643621206283569,0.3925594985485077,0.6278403401374817
all96_baseline,44,12,0.1178212599146286,0.13232116401195526,0.8676738142967224,0.40441587567329407,0.6192411184310913
all96_baseline,44,13,0.11200841723539152,0.12650597095489502,0.8734897375106812,0.4079420566558838,0.6145725846290588
all96_baseline,44,14,0.10867611162814518,0.12490744143724442,0.875086784362793,0.40099358558654785,0.622664213180542
all96_baseline,44,15,0.10679589779718343,0.12270011007785797,0.8772907257080078,0.4153611958026886,0.6066389679908752
all96_baseline,44,16,0.10485912374602069,0.12020286917686462,0.8797881007194519,0.40726912021636963,0.6147861480712891
all96_baseline,44,17,0.1026868574697966,0.11879835277795792,0.881192684173584,0.4061470031738281,0.615845799446106
all96_baseline,44,18,0.10202423917967202,0.11713778227567673,0.8828545808792114,0.40878382325172424,0.6140827536582947
all96_baseline,44,19,0.1000835453903915,0.11672307550907135,0.8832687139511108,0.4105757772922516,0.6120918393135071
all96_baseline,44,20,0.10147802140955424,0.11645622551441193,0.8835344314575195,0.4083653688430786,0.6143405437469482
all96_chdrop010,43,1,0.42722382914299933,0.28863030672073364,0.7113678455352783,0.41619354486465454,0.606010377407074
all96_chdrop010,43,2,0.28045041411381705,0.24254082143306732,0.7574270963668823,0.39457210898399353,0.6291652321815491
all96_chdrop010,43,3,0.2436198802522365,0.21309080719947815,0.7868819236755371,0.36773407459259033,0.652797520160675
all96_chdrop010,43,4,0.22530315027407619,0.1967642605304718,0.8032174110412598,0.36628854274749756,0.6512607336044312
all96_chdrop010,43,5,0.2073390802467696,0.18546688556671143,0.8145247101783752,0.36800509691238403,0.6530567407608032
all96_chdrop010,43,6,0.19703564856276415,0.17319047451019287,0.8267965912818909,0.35413628816604614,0.664216160774231
all96_chdrop010,43,7,0.1865941296001142,0.16944649815559387,0.8305529356002808,0.3369886577129364,0.6818851232528687
all96_chdrop010,43,8,0.18119204309829395,0.1632189303636551,0.8367860317230225,0.369581013917923,0.6487250924110413
all96_chdrop010,43,9,0.17558712491386422,0.15827925503253937,0.8417226076126099,0.353468120098114,0.666806697845459
all96_chdrop010,43,10,0.16763681513084394,0.15513508021831512,0.8448692560195923,0.34684842824935913,0.6748093366622925
all96_chdrop010,43,11,0.1643466880550854,0.14899687469005585,0.851007342338562,0.35982733964920044,0.6637429594993591
all96_chdrop010,43,12,0.15853599003430716,0.14687436819076538,0.8531262874603271,0.35219958424568176,0.6689673066139221
all96_chdrop010,43,13,0.15489690924784213,0.14073897898197174,0.8592629432678223,0.34623193740844727,0.6725218296051025
all96_chdrop010,43,14,0.15143227178778423,0.14004328846931458,0.8599527478218079,0.34526702761650085,0.6737913489341736
all96_chdrop010,43,15,0.15024998489308944,0.13709498941898346,0.8629059195518494,0.3415651321411133,0.6773266196250916
all96_chdrop010,43,16,0.1471685590733351,0.1340552419424057,0.8659453988075256,0.3419210612773895,0.6766872406005859
all96_chdrop010,43,17,0.14675197191886455,0.1320120245218277,0.867987871170044,0.345307320356369,0.6746068000793457
all96_chdrop010,43,18,0.14413862637225414,0.13123121857643127,0.8687700629234314,0.3432815968990326,0.6760320663452148
all96_chdrop010,43,19,0.14368388199966226,0.13083645701408386,0.869162380695343,0.3396281898021698,0.6792773604393005
all96_chdrop010,43,20,0.14190569902826475,0.13072380423545837,0.8692760467529297,0.34051331877708435,0.6784600019454956
all96_chdrop020,42,1,0.4530127664473766,0.30429282784461975,0.6956851482391357,0.42006978392601013,0.6000271439552307
all96_chdrop020,42,2,0.30645450920066575,0.25660061836242676,0.7433865666389465,0.3730381727218628,0.6426581144332886
all96_chdrop020,42,3,0.27262635981476546,0.22426548600196838,0.7757060527801514,0.350888729095459,0.6682918667793274
all96_chdrop020,42,4,0.2526161726169138,0.20970018208026886,0.790277361869812,0.3407838046550751,0.6809830069541931
all96_chdrop020,42,5,0.24146049205355463,0.20378918945789337,0.7961960434913635,0.3655906319618225,0.6573575735092163
all96_chdrop020,42,6,0.23004749296495577,0.18891245126724243,0.8110790848731995,0.3362007439136505,0.684920072555542
all96_chdrop020,42,7,0.2205637924036457,0.18777061998844147,0.8122042417526245,0.3629838824272156,0.6575817465782166
all96_chdrop020,42,8,0.21369289628878002,0.17362581193447113,0.8263652324676514,0.33653509616851807,0.6822503805160522
all96_chdrop020,42,9,0.21018234743634592,0.17273926734924316,0.8272340297698975,0.3334292471408844,0.6852468252182007
all96_chdrop020,42,10,0.20433692627838526,0.1731799989938736,0.826812744140625,0.32466480135917664,0.6938682794570923
all96_chdrop020,42,11,0.1961886416172288,0.1622442901134491,0.8377573490142822,0.3213956356048584,0.697762668132782
all96_chdrop020,42,12,0.19608211891096444,0.16208143532276154,0.8379063010215759,0.332970529794693,0.690090537071228
all96_chdrop020,42,13,0.1895323329883934,0.15769918262958527,0.8423022031784058,0.32723942399024963,0.6939342021942139
all96_chdrop020,42,14,0.18545576111315615,0.15448510646820068,0.8455142974853516,0.32515549659729004,0.696220874786377
all96_chdrop020,42,15,0.17940524879317957,0.1483534723520279,0.8516504764556885,0.32665348052978516,0.693486213684082
all96_chdrop020,42,16,0.1789228995974432,0.1458989381790161,0.8541075587272644,0.33263465762138367,0.6885147094726562
all96_chdrop020,42,17,0.1761995719743255,0.14615385234355927,0.8538506627082825,0.3258688449859619,0.6952011585235596
all96_chdrop020,42,18,0.1799567059009134,0.14368663728237152,0.8563160300254822,0.3296697437763214,0.6916866302490234
all96_chdrop020,42,19,0.17671975568103576,0.14485043287277222,0.8551568984985352,0.3267678916454315,0.6942194104194641
all96_chdrop020,42,20,0.1759001285391099,0.14340589940547943,0.8566004037857056,0.32885822653770447,0.6922010183334351
all96_chdrop020,43,1,0.4599374507977658,0.29541337490081787,0.7045875787734985,0.4030800759792328,0.6194320917129517
all96_chdrop020,43,2,0.3141074000709009,0.25423529744148254,0.7457408308982849,0.37160807847976685,0.6498656272888184
all96_chdrop020,43,3,0.2799630007461147,0.2299993336200714,0.7699446678161621,0.35371488332748413,0.6671721935272217
all96_chdrop020,43,4,0.26068376685682293,0.21030299365520477,0.7896730899810791,0.3694329857826233,0.6515790224075317
all96_chdrop020,43,5,0.24026583510223917,0.2023381143808365,0.7976498603820801,0.3543233573436737,0.665198564529419
all96_chdrop020,43,6,0.23011487431040814,0.19175785779953003,0.8082086443901062,0.3322908878326416,0.6864177584648132
all96_chdrop020,43,7,0.22072582571231814,0.18420350551605225,0.8157891035079956,0.3298734724521637,0.6904979944229126
all96_chdrop020,43,8,0.21478837109518797,0.18106335401535034,0.8189065456390381,0.3654845058917999,0.6590738296508789
all96_chdrop020,43,9,0.20978808002983965,0.17098794877529144,0.829014241695404,0.34258604049682617,0.6783757209777832
all96_chdrop020,43,10,0.19974355884179706,0.16629262268543243,0.833705484867096,0.3287625312805176,0.6931355595588684
all96_chdrop020,43,11,0.19705167000725765,0.15910853445529938,0.8408949971199036,0.3389275074005127,0.6823508739471436
all96_chdrop020,43,12,0.1927742615875515,0.15896926820278168,0.8410335183143616,0.33113735914230347,0.690341055393219
all96_chdrop020,43,13,0.1901400631612846,0.15734130144119263,0.8426599502563477,0.32914695143699646,0.6902869343757629
all96_chdrop020,43,14,0.18401378004209573,0.15582402050495148,0.8441755771636963,0.3258292078971863,0.6940532922744751
all96_chdrop020,43,15,0.1848829454023566,0.15168745815753937,0.8483152985572815,0.3177793025970459,0.7021664381027222
all96_chdrop020,43,16,0.17997527124097684,0.14869721233844757,0.8513068556785583,0.3224855959415436,0.6975411176681519
all96_chdrop020,43,17,0.18023638879426107,0.14643344283103943,0.8535715937614441,0.32327693700790405,0.6979901790618896
all96_chdrop020,43,18,0.17798328530335053,0.14516021311283112,0.8548440933227539,0.32251670956611633,0.698401927947998
all96_chdrop020,43,19,0.17684164727294205,0.14504390954971313,0.85495924949646,0.31978029012680054,0.7007486820220947
all96_chdrop020,43,20,0.1748067263722153,0.14541809260845184,0.8545854091644287,0.31990209221839905,0.7006492614746094
all96_chdrop020,44,1,0.4630328342698564,0.29635754227638245,0.7036184072494507,0.43795639276504517,0.5910402536392212
all96_chdrop020,44,2,0.3108683462937673,0.25184735655784607,0.7481187582015991,0.3919544816017151,0.6214986443519592
all96_chdrop020,44,3,0.27398134883351505,0.22765086591243744,0.7722964882850647,0.3719860911369324,0.6455016136169434
all96_chdrop020,44,4,0.25304218051284216,0.22092455625534058,0.7790285348892212,0.36576905846595764,0.6546220779418945
all96_chdrop020,44,5,0.24016586497592712,0.1988544762134552,0.8011181354522705,0.3588902950286865,0.6627744436264038
all96_chdrop020,44,6,0.22867620707224945,0.18855851888656616,0.8114116191864014,0.3550513684749603,0.6657612919807434
all96_chdrop020,44,7,0.2194350370251359,0.18422116339206696,0.8157623410224915,0.3380517363548279,0.680118203163147
all96_chdrop020,44,8,0.21287053842405879,0.17937932908535004,0.8206139802932739,0.3678855299949646,0.6561517119407654
all96_chdrop020,44,9,0.21013738877687946,0.16942453384399414,0.8305779695510864,0.3395139276981354,0.6797392964363098
all96_chdrop020,44,10,0.20173028806178628,0.16637499630451202,0.8336122035980225,0.33669301867485046,0.6819565296173096
all96_chdrop020,44,11,0.1984665039528403,0.1659921556711197,0.833997368812561,0.34847792983055115,0.6735550761222839
all96_chdrop020,44,12,0.19259390199211088,0.15765133500099182,0.8423514366149902,0.33356356620788574,0.6865636706352234
all96_chdrop020,44,13,0.1879340607367906,0.15665575861930847,0.843345046043396,0.32010728120803833,0.6992272138595581
all96_chdrop020,44,14,0.18329273967534904,0.15613669157028198,0.8438628911972046,0.32935062050819397,0.6897583603858948
all96_chdrop020,44,15,0.18291769553484266,0.1514226347208023,0.84857177734375,0.3293716609477997,0.6897672414779663
all96_chdrop020,44,16,0.1802960300998933,0.14813461899757385,0.8518706560134888,0.32247522473335266,0.6958950161933899
all96_chdrop020,44,17,0.17842687214380942,0.14692673087120056,0.8530775904655457,0.31698864698410034,0.7012466192245483
all96_chdrop020,44,18,0.1792233996709988,0.14484401047229767,0.8551602363586426,0.3225153684616089,0.6961374282836914
all96_chdrop020,44,19,0.1749813983571076,0.14423075318336487,0.8557753562927246,0.3229835331439972,0.6960847973823547
all96_chdrop020,44,20,0.17554548819859822,0.1448928415775299,0.8551115393638611,0.3214009702205658,0.6976994872093201
all96_kernel2,43,1,0.40784487801110186,0.2859548330307007,0.7139981389045715,0.437032014131546,0.5863646268844604
all96_kernel2,43,2,0.2512299482627736,0.2368783801794052,0.7630866765975952,0.43146345019340515,0.5948018431663513
all96_kernel2,43,3,0.2153990067864958,0.2063668668270111,0.7936077117919922,0.40569597482681274,0.6208491921424866
all96_kernel2,43,4,0.1939822973354284,0.1932021826505661,0.806779146194458,0.41778913140296936,0.6068118810653687
all96_kernel2,43,5,0.17756443758938936,0.17723529040813446,0.8227543234825134,0.4267370402812958,0.6016985177993774
all96_kernel2,43,6,0.1664062599994459,0.16983652114868164,0.8301509618759155,0.41552919149398804,0.6113667488098145
all96_kernel2,43,7,0.1554097329110107,0.16159437596797943,0.838396430015564,0.4031149446964264,0.6201581954956055
all96_kernel2,43,8,0.14868948391886633,0.1563330888748169,0.8436547517776489,0.4360525906085968,0.5892478227615356
all96_kernel2,43,9,0.14260474022469533,0.14797823131084442,0.8520218133926392,0.4128514230251312,0.6125746965408325
all96_kernel2,43,10,0.13532770517821813,0.15198704600334167,0.8480005860328674,0.42005079984664917,0.6081757545471191
all96_kernel2,43,11,0.13072889263997942,0.13977724313735962,0.860226035118103,0.41444867849349976,0.6138577461242676
all96_kernel2,43,12,0.12674091107359936,0.1366633176803589,0.8633337020874023,0.4312766492366791,0.5969464778900146
all96_kernel2,43,13,0.12200306498697673,0.1338396519422531,0.8661547899246216,0.4248540699481964,0.6028484106063843
all96_kernel2,43,14,0.11914538410152632,0.13152247667312622,0.8684755563735962,0.41737058758735657,0.6104654669761658
all96_kernel2,43,15,0.11604681508053069,0.1282905638217926,0.8717051148414612,0.41502687335014343,0.6106579899787903
all96_kernel2,43,16,0.11340899052235905,0.12708185613155365,0.8729120492935181,0.4217527210712433,0.6051442623138428
all96_kernel2,43,17,0.11206509470606277,0.1258159726858139,0.8741782307624817,0.4227992296218872,0.6042634844779968
all96_kernel2,43,18,0.11053534113587415,0.12474826723337173,0.8752468228340149,0.42302972078323364,0.6046274900436401
all96_kernel2,43,19,0.11055411564023702,0.12418671697378159,0.8758070468902588,0.41684490442276,0.6101593971252441
all96_kernel2,43,20,0.10886396458818341,0.12394088506698608,0.8760530352592468,0.42058444023132324,0.606552243232727
stable64,43,1,0.4090799660730682,0.29405856132507324,0.7059327960014343,0.3961293399333954,0.6230171918869019
stable64,43,2,0.2641387021954961,0.25425949692726135,0.745732307434082,0.37684571743011475,0.6434262990951538
stable64,43,3,0.23010124972602666,0.2266416698694229,0.773333728313446,0.3627680838108063,0.6549484729766846
stable64,43,4,0.21140652217187605,0.2103353887796402,0.7896450757980347,0.3633996546268463,0.6556109189987183
stable64,43,5,0.19360209564234587,0.19918236136436462,0.8008086681365967,0.38365718722343445,0.6355307102203369
stable64,43,6,0.1806546992516891,0.18811362981796265,0.8118691444396973,0.3678227365016937,0.6508777141571045
stable64,43,7,0.1685107434075951,0.17663411796092987,0.8233588933944702,0.3567291498184204,0.6616417169570923
stable64,43,8,0.1613499543384151,0.171448215842247,0.8285438418388367,0.3778001666069031,0.6392470002174377
stable64,43,9,0.15335138502937035,0.16463901102542877,0.8353615999221802,0.36680951714515686,0.6546690464019775
stable64,43,10,0.14654424373335487,0.1650799810886383,0.83488929271698,0.37082773447036743,0.649328351020813
